apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,129,125,139,125,144,124,138,125,121,108,140,121,106,127,131,128,127,120,144,131,149,132,117,129
02,132,126,116,120,118,129,117,111,137,121,116,106,76,102,97,85,84,98,102,32,0,0,0,0
03,0,0,0,0,0,0,0,0,0,0,0,0,93,117,108,92,84,86,91,66,83,89,115,108
04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,0,0,0,0,0,0,0,0,0,0,54,80,66,89,69,51,51,53,45,51,52,62,57,64
06,72,79,70,65,68,75,74,86,82,56,54,50,49,42,52,42,39,47,34,48,50,45,56,61
07,65,60,78,64,70,72,63,72,48,62,43,50,41,34,63,46,33,40,37,47,46,48,62,49
08,58,68,66,64,60,61,65,77,57,76,66,57,57,48,46,45,49,47,52,40,56,54,53,54
09,39,63,69,74,59,69,71,71,97,69,62,44,50,54,48,39,41,35,41,36,42,54,61,57
10,48,63,40,50,66,53,50,65,72,63,45,52,62,55,56,54,68,38,56,47,53,45,19,0
11,0,0,0,0,0,0,0,0,0,0,28,67,57,47,53,39,41,41,41,29,48,38,63,53
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,23,51,54,68,53,68,60,61,63,44,61,69,90,68
14,55,76,69,73,61,71,71,84,83,78,68,72,77,66,120,105,91,80,73,80,93,106,91,80
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,114,121,83,105,107
16,96,107,102,101,104,118,112,139,121,131,122,114,131,133,119,143,118,94,103,119,62,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,30,173,122,106,111,122,130,115,124,134,124,113,133
18,15,95,71,80,75,79,80,94,101,91,86,86,93,89,106,77,90,94,76,82,87,102,95,98
19,102,79,70,91,86,105,90,100,90,93,107,91,90,87,104,103,110,119,105,123,127,154,116,126
20,117,117,111,118,128,119,109,128,137,138,139,113,41,34,31,35,30,29,26,32,33,29,40,38
21,26,21,41,30,30,30,30,37,33,21,26,21,34,23,26,30,31,20,21,28,16,25,20,22
22,17,19,24,19,17,17,27,31,17,19,18,23,24,22,17,18,9,24,18,44,42,51,44,95
23,51,54,65,52,45,50,57,57,63,50,50,53,35,53,33,45,53,34,38,34,40,39,39,33
24,53,52,46,44,48,50,38,50,50,50,46,48,45,51,45,34,43,38,51,60,56,63,58,40
25,55,34,38,53,51,48,52,45,49,58,45,47,47,41,60,49,42,43,43,40,41,46,41,53
26,48,48,38,53,48,55,49,49,41,53,53,48,46,64,55,62,66,85,57,63,63,70,62,73
27,71,67,69,70,66,73,81,74,58,69,60,67,76,71,69,71,68,88,71,73,74,84,82,72
28,56,58,64,61,62,74,60,65,47,53,40,50,55,66,44,43,42,48,46,49,62,55,56,61
29,50,45,40,56,54,47,59,67,51,54,59,56,47,0,0,0,0,0,0,0,0,0,0,0
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
