Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,157,269,307,349,411,343,333,336,322,403,197,449,404,372,283,191,130,138,111,108,137,179,222,155
2,148,294,390,418,427,377,371,423,408,441,506,502,442,360,325,207,157,145,115,130,184,196,209,178
3,168,269,359,420,424,404,379,416,418,440,507,475,478,386,321,200,162,140,144,143,165,192,172,173
4,181,318,382,415,446,386,398,380,391,508,536,525,442,395,298,246,161,133,122,146,135,192,201,153
5,173,281,440,436,499,431,449,432,392,475,553,517,477,422,317,222,150,126,112,124,149,155,175,149
6,167,261,391,468,473,441,428,392,414,461,529,466,481,423,338,242,136,110,128,147,143,178,189,219
7,246,281,384,449,451,435,400,367,393,456,512,480,526,441,339,217,162,103,107,113,136,134,145,167
8,184,325,396,482,463,422,378,482,422,509,571,565,542,482,365,257,152,145,121,124,152,180,182,119
9,165,353,411,467,475,380,426,402,421,543,536,503,500,413,325,232,152,103,228,213,158,197,212,122
10,199,313,397,455,488,426,407,400,402,492,535,520,506,414,347,255,171,164,143,169,151,180,192,134
11,240,373,447,516,466,362,360,404,434,562,568,553,462,443,334,232,140,137,134,124,134,187,226,231
12,178,271,433,520,492,482,412,212,234,362,557,542,479,480,372,258,179,139,114,115,138,151,169,138
13,145,257,379,480,494,474,477,328,385,479,432,597,560,460,336,261,166,129,124,131,156,150,193,208
14,135,220,421,479,499,397,374,400,426,494,457,184,493,404,371,253,197,137,145,107,155,192,194,167
15,196,335,419,481,476,272,420,398,416,466,539,524,516,420,363,222,159,118,112,126,170,160,126,152
16,138,337,396,454,472,402,395,385,383,455,525,512,516,401,375,256,172,153,125,142,158,147,150,147
17,186,323,382,461,460,443,448,418,414,485,553,512,475,375,327,223,138,131,109,158,131,150,201,157
18,176,355,387,447,412,415,419,433,426,486,597,565,484,404,334,222,170,151,158,139,151,192,199,147
19,160,261,396,462,434,447,395,392,360,454,475,502,458,453,306,256,191,153,143,187,168,217,225,170
20,178,292,402,410,487,408,426,418,382,508,552,505,484,413,322,258,175,153,150,139,187,196,199,213
21,280,259,333,311,323,289,322,315,344,402,485,499,454,395,306,283,163,131,137,146,160,171,193,152
22,211,332,428,418,445,415,436,397,424,468,499,504,462,397,306,267,166,156,161,171,148,216,285,236
23,255,358,460,465,475,434,455,434,426,240,170,332,322,383,327,285,210,165,147,153,181,192,237,149
24,190,245,418,449,466,389,417,-1,-1,-1,-1,-1,-1,358,276,247,158,156,141,165,196,208,233,181
25,216,290,351,419,404,401,407,462,377,399,471,444,398,330,330,209,142,137,129,158,186,177,221,222
26,136,269,329,337,411,403,356,378,356,410,477,442,388,363,304,231,186,164,183,151,179,185,215,159
27,147,270,361,426,422,389,397,373,276,399,-1,-1,356,326,285,214,226,125,123,155,159,199,194,161
28,197,289,293,361,360,425,365,346,318,405,435,447,357,309,246,218,66,88,158,156,150,108,139,165
29,251,325,351,369,385,386,350,325,305,352,378,385,371,323,278,211,143,136,130,128,180,198,191,138
30,236,340,338,364,362,378,16,231,205,379,396,416,382,311,253,219,169,138,127,121,154,204,107,136
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
