mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,89,117,135,125,121,63,29,31,86,100,107,79,84,66,55,30,23,27,17,19,11,13,17,13,""
02,25,23,35,38,43,58,44,34,94,116,108,121,107,83,95,70,52,44,34,50,33,23,9,10,""
03,14,14,28,44,52,37,26,47,87,85,92,67,59,56,58,37,34,32,34,33,46,35,61,65,""
04,97,113,131,139,122,108,110,81,92,88,100,96,87,53,51,29,63,28,25,25,30,18,9,11,""
05,13,13,15,23,17,21,22,13,26,15,9,9,9,10,5,7,0,5,3,4,5,6,6,6,""
06,18,21,23,26,24,23,50,40,48,43,44,51,45,28,11,7,8,4,2,8,17,15,8,18,""
07,64,43,58,57,41,45,36,27,31,33,44,50,29,21,22,11,9,13,9,15,15,18,16,17,""
08,29,34,47,19,38,35,26,15,27,14,24,38,47,28,24,16,14,14,8,15,22,11,26,26,""
09,29,53,27,23,42,43,31,33,25,53,34,52,46,30,25,23,12,26,17,14,22,20,12,20,""
10,33,43,51,33,52,50,40,30,30,27,48,42,31,30,18,12,9,11,10,8,12,8,25,30,""
11,33,37,48,53,39,45,29,32,41,39,48,42,37,30,20,24,13,13,7,6,8,9,10,23,""
12,32,44,37,33,23,26,28,23,23,22,11,22,21,15,24,8,11,8,12,6,12,14,16,17,""
13,29,27,46,51,43,48,36,31,26,18,18,33,35,21,15,13,12,11,9,3,17,19,17,27,""
14,36,49,62,58,53,44,20,14,33,42,38,32,26,0,12,17,21,14,12,13,15,9,21,25,""
15,50,57,49,43,37,47,37,30,48,45,35,32,30,23,30,25,20,16,18,16,15,28,15,29,""
16,44,50,54,34,43,32,28,26,35,30,42,48,41,47,40,20,11,7,15,13,9,14,10,16,""
17,23,39,43,53,45,21,23,25,46,27,39,46,34,53,19,22,18,14,17,18,14,21,29,33,""
18,52,54,50,46,41,54,29,34,29,36,8,76,72,64,65,49,43,23,25,37,34,16,23,36,""
19,51,89,97,62,69,44,38,58,59,57,45,60,80,81,59,43,38,38,35,35,27,34,36,41,""
20,70,68,103,57,62,54,47,48,62,73,84,60,92,71,60,46,38,32,28,32,29,34,39,51,""
21,66,96,86,83,72,70,55,76,66,55,93,77,74,68,61,41,40,45,29,26,29,31,41,54,""
22,75,86,101,88,92,58,46,56,72,81,93,94,96,77,69,65,43,35,28,31,41,45,49,71,""
23,73,93,82,72,82,88,74,56,66,89,77,70,73,82,80,51,35,29,35,27,25,30,40,48,""
24,56,71,74,87,88,84,74,54,42,69,67,98,100,71,68,54,40,24,29,37,33,38,24,27,""
25,39,56,44,42,45,58,45,50,75,62,54,64,77,64,42,37,38,17,19,17,27,29,33,42,""
26,80,112,72,90,84,74,60,56,67,75,50,89,63,58,36,56,53,44,27,36,32,38,48,70,""
27,83,96,84,88,106,91,72,66,44,62,44,59,43,44,49,22,19,29,22,17,26,29,24,21,""
28,42,53,60,53,40,42,30,39,54,68,75,65,69,52,39,20,25,30,30,24,22,32,42,60,""
29,85,81,97,78,91,43,52,79,67,87,93,78,82,70,54,48,38,36,39,26,36,25,42,71,""
30,56,80,67,60,51,68,63,63,58,82,77,93,77,91,76,58,51,38,40,38,30,38,48,66,""
31,75,78,97,87,72,36,42,60,73,83,61,52,53,40,36,31,49,43,37,34,34,45,56,-1,""
