mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,19,0,0,1,0,0,0,3,3,5,1,1,0,1,5,1,0,2,1,1,1,0,0,0,""
02,0,0,0,0,1,0,60,131,202,262,344,317,263,227,260,243,218,156,122,131,94,80,65,38,""
03,33,33,29,42,102,139,120,146,163,254,324,283,275,259,238,254,225,179,149,95,124,86,55,38,""
04,20,17,22,34,67,116,125,122,163,193,218,280,264,234,224,213,198,164,178,189,112,83,51,45,""
05,23,30,38,53,75,103,100,134,169,240,284,276,268,271,253,290,230,151,106,117,123,63,51,44,""
06,31,26,22,43,84,87,124,144,139,190,194,218,155,138,112,105,124,86,94,86,84,66,35,32,""
07,19,21,19,21,51,86,81,95,155,220,233,191,210,215,224,199,187,123,81,84,78,65,39,34,""
08,32,14,26,32,66,79,87,105,160,219,223,214,212,231,177,162,164,99,91,89,111,66,51,22,""
09,15,16,17,35,53,53,85,114,152,187,181,162,166,179,210,182,147,129,114,102,104,81,49,17,""
10,15,17,12,32,58,71,123,141,154,192,195,173,140,207,176,183,186,137,93,114,122,63,56,31,""
11,24,19,21,54,73,72,114,138,159,209,246,256,234,177,194,175,136,117,108,101,61,43,39,47,""
12,28,19,26,37,77,101,156,152,154,176,218,248,221,236,244,187,190,131,139,127,94,89,61,35,""
13,17,26,31,56,98,102,124,136,201,250,303,280,295,310,312,269,267,174,116,133,95,122,74,54,""
14,35,33,35,75,68,130,136,150,177,230,283,271,238,199,219,322,210,138,135,126,124,95,71,54,""
15,28,42,29,49,138,147,160,181,226,233,273,303,271,299,300,278,230,141,121,106,103,104,75,47,""
16,21,25,34,56,87,112,134,172,204,272,305,278,260,270,267,275,217,210,154,116,118,106,73,42,""
17,31,40,24,32,63,136,168,171,192,254,310,267,232,227,236,252,216,160,154,162,143,116,61,29,""
18,25,14,24,24,51,82,95,137,174,226,267,248,247,231,239,212,169,156,120,117,102,75,55,33,""
19,15,19,15,40,78,105,96,113,153,203,249,218,225,219,215,193,152,117,129,146,115,88,58,49,""
20,20,24,19,42,56,125,141,147,179,266,262,258,241,270,241,289,240,214,192,134,119,91,65,40,""
21,29,24,25,28,71,91,112,145,152,226,275,220,208,244,231,199,108,131,166,178,92,41,35,34,""
22,32,31,40,58,138,175,166,163,186,233,259,237,254,294,312,236,190,167,164,150,136,112,86,46,""
23,34,13,14,31,79,123,152,156,176,261,305,309,175,271,295,255,234,171,163,140,124,74,66,43,""
24,27,28,31,37,53,95,116,158,200,264,307,299,283,299,276,282,284,178,166,169,138,91,68,38,""
25,23,31,30,29,65,101,113,153,190,248,285,272,217,233,240,221,196,156,83,119,122,109,64,49,""
26,19,9,26,49,59,104,139,156,188,207,277,238,237,270,261,270,226,194,154,166,158,134,89,44,""
27,33,25,24,48,71,99,152,148,175,266,253,242,290,302,267,277,237,199,150,152,142,85,90,66,""
28,44,34,42,46,84,128,131,145,177,241,295,281,300,279,280,262,262,194,207,174,160,129,76,51,""
29,31,30,33,29,73,114,133,168,202,255,278,295,256,315,264,266,269,215,156,149,139,111,69,58,""
30,33,34,37,41,76,119,157,149,203,283,271,276,252,259,295,286,246,208,172,152,138,96,78,52,""
31,36,22,37,36,58,55,131,208,243,313,359,353,321,335,340,330,248,248,181,158,183,117,105,-1,""
