mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,4,4,2,8,12,15,12,13,15,11,11,12,11,15,16,10,10,11,11,14,8,8,2,""
02,6,2,3,4,7,8,8,14,10,12,12,3,8,15,11,17,9,10,9,8,17,6,10,2,""
03,3,3,2,6,8,9,13,12,16,21,9,15,12,17,20,19,16,12,6,9,15,6,9,3,""
04,2,3,4,1,9,15,8,21,16,20,14,18,15,18,20,9,13,13,9,7,7,16,6,3,""
05,3,1,2,6,9,7,18,19,11,14,21,18,18,12,10,23,11,16,15,7,9,8,7,6,""
06,9,8,5,3,6,6,10,20,12,9,13,17,11,11,15,11,18,14,14,4,14,8,7,6,""
07,4,4,7,6,8,4,14,9,15,16,15,10,17,13,12,9,15,13,9,19,8,10,5,6,""
08,2,0,5,9,8,10,10,9,25,17,14,15,10,12,10,13,12,13,12,15,17,8,9,10,""
09,1,4,3,7,12,10,10,15,19,12,15,8,6,15,22,16,15,12,10,14,13,17,7,6,""
10,6,1,2,6,10,10,10,10,10,6,14,23,13,10,5,17,18,20,13,15,9,7,11,5,""
11,6,3,3,10,4,11,16,8,12,22,20,15,5,11,9,17,11,14,17,15,10,13,10,9,""
12,3,8,6,3,5,10,9,11,10,12,10,11,14,17,17,14,11,9,11,13,13,15,13,5,""
13,2,6,3,0,8,11,11,17,14,7,13,23,12,15,19,15,15,15,16,10,9,5,9,7,""
14,6,4,3,3,2,10,12,12,17,16,19,10,14,19,11,6,25,13,20,11,12,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,17,11,7,13,5,""
16,5,4,1,6,12,6,15,15,16,21,17,14,10,14,20,20,14,18,18,22,9,11,9,4,""
17,3,6,6,6,9,6,11,13,15,16,15,15,14,16,18,20,6,10,9,8,9,4,4,6,""
18,0,3,6,5,4,9,12,11,19,11,8,9,21,6,11,12,13,14,9,11,9,9,5,3,""
19,0,3,4,4,6,9,8,7,12,19,11,5,14,11,6,8,17,14,14,11,8,12,7,6,""
20,1,4,4,4,2,7,9,11,14,14,17,19,19,16,17,14,10,15,15,10,13,13,6,5,""
21,1,4,3,6,10,13,10,12,11,13,12,15,19,22,14,22,22,13,20,15,16,10,8,9,""
22,8,3,1,5,12,17,8,12,17,16,12,10,15,7,15,11,10,20,12,10,19,9,14,5,""
23,4,3,1,5,7,12,6,9,17,25,14,12,19,14,8,13,25,16,12,17,13,14,9,4,""
24,7,10,3,10,5,13,11,14,10,9,17,15,15,10,10,17,24,13,15,12,12,15,7,3,""
25,7,4,0,6,6,6,14,19,17,24,15,12,23,27,20,21,20,28,13,12,10,14,10,13,""
26,2,2,5,6,13,8,10,12,8,7,17,17,17,17,19,17,17,16,15,16,12,13,6,8,""
27,4,3,4,1,6,3,11,19,12,13,19,13,17,17,15,18,14,17,12,13,12,7,11,3,""
28,2,5,7,7,3,9,10,8,9,10,18,15,15,11,16,23,16,20,24,14,9,15,9,5,""
29,4,6,6,4,10,7,7,9,19,10,9,19,14,12,11,20,24,18,21,16,16,12,11,3,""
30,2,2,3,2,8,5,19,15,17,22,14,18,18,20,19,19,18,17,19,18,12,10,10,9,""
31,6,8,9,3,4,9,14,14,13,18,10,14,12,17,15,23,23,23,16,11,15,16,7,-1,""
