mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,058,069,070,050,047,050,060,068,085,083,075,081,063,059,039,045,031,037,035,046,050,056,076,075
02,000,000,081,080,075,047,070,071,077,079,075,105,057,043,037,029,023,030,038,000,039,040,042,048
03,061,060,058,068,062,062,080,067,066,062,074,080,055,040,038,033,027,032,028,023,033,032,049,047
04,060,052,055,065,061,049,065,055,048,064,054,049,054,046,027,028,024,024,030,028,030,032,042,056
05,050,059,047,044,054,063,057,061,061,052,051,066,052,037,036,029,020,000,029,042,045,045,042,066
06,062,065,055,061,057,062,062,051,047,053,058,066,038,049,039,035,037,036,023,035,037,046,000,065
07,000,000,053,061,056,054,056,072,091,090,063,058,048,048,046,041,017,032,021,028,040,034,044,057
08,051,053,054,052,050,043,077,076,072,063,069,081,058,043,025,028,023,023,030,032,048,052,054,059
09,060,065,064,076,062,074,072,077,088,077,087,091,058,058,051,046,025,025,027,040,045,045,060,070
10,040,061,049,059,063,046,067,078,071,070,075,068,076,064,047,039,037,032,026,050,041,000,000,058
11,046,078,066,071,057,062,073,079,082,078,074,068,052,042,047,039,031,030,026,046,043,050,050,070
12,068,000,068,000,000,000,000,071,068,075,073,061,060,051,035,023,023,033,032,041,044,043,060,071
13,092,093,086,073,073,075,081,085,076,087,096,073,078,047,064,048,035,039,025,040,042,058,059,069
14,060,076,056,061,063,071,072,068,082,061,066,070,068,050,030,023,025,032,028,034,044,033,070,061
15,065,082,065,072,072,062,043,074,091,090,076,088,042,043,047,045,027,034,030,045,031,062,050,058
16,054,091,073,082,071,062,089,077,074,074,069,077,059,042,052,018,033,039,025,024,033,038,048,057
17,062,078,068,068,073,074,051,061,092,091,098,096,064,055,041,023,000,041,000,000,000,059,065,081
18,078,090,073,067,062,067,066,063,071,070,057,070,062,058,052,030,030,028,-1,-1,-1,-1,-1,-1,-1
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,014,040,040,056,056,053,058
21,085,000,076,062,071,087,075,061,072,074,067,066,059,041,031,027,019,029,028,032,030,043,060,069
22,081,073,072,060,054,060,052,067,059,080,079,074,070,045,047,048,046,029,030,029,046,064,066,071
23,088,081,072,079,077,080,096,069,078,082,100,095,095,061,049,048,044,031,027,040,042,063,057,068
24,074,082,098,107,084,087,078,056,000,000,087,000,044,045,000,032,025,040,031,042,037,055,078,064
25,066,068,063,065,063,063,080,073,068,085,074,072,048,034,037,022,017,022,018,031,038,054,055,061
26,069,078,068,059,066,077,069,089,084,079,092,084,061,048,039,035,028,030,021,036,028,031,065,086
27,062,057,056,064,060,059,067,076,085,104,081,071,065,059,032,036,027,037,033,031,036,064,062,061
28,078,066,066,057,071,080,075,000,091,080,101,000,066,061,048,054,041,037,036,019,040,048,081,066
29,071,064,075,082,063,076,074,073,077,081,083,078,094,067,043,036,033,031,036,030,040,055,057,058
30,081,092,056,068,056,091,079,079,088,082,076,083,077,056,044,045,036,035,034,042,041,056,059,072
31,067,062,086,070,074,079,085,098,068,079,100,083,065,055,047,052,045,033,027,041,053,021,-1,-1,-1
