mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,037,029,036,038,034,031,040,038,050,038,034,036,031,036,024,022,026,023,014,034,030,025,033,029
02,040,029,035,033,035,036,029,040,049,043,041,052,039,026,023,019,021,029,019,029,027,028,033,037
03,000,041,033,041,030,037,037,045,064,039,035,033,042,023,033,031,026,013,024,022,026,038,034,039
04,039,032,037,036,036,038,001,046,035,046,031,049,038,038,030,032,017,026,020,020,029,030,028,038
05,045,038,036,034,038,031,036,041,051,052,056,046,029,028,026,026,020,012,028,027,035,024,036,049
06,048,042,045,043,042,047,048,049,054,063,068,074,048,034,030,034,024,037,017,028,027,038,036,051
07,042,057,046,042,056,042,046,051,064,056,050,055,035,031,039,032,027,028,024,027,031,040,041,064
08,051,048,058,050,050,044,047,053,047,051,045,053,046,031,027,018,027,017,037,032,038,050,044,041
09,061,056,045,040,041,058,053,054,052,054,053,041,037,045,022,034,020,035,027,026,043,033,048,056
10,042,052,056,046,050,056,051,047,049,031,030,042,034,036,035,024,024,013,022,021,027,025,032,044
11,043,047,043,041,055,054,046,044,046,035,029,044,036,040,029,019,026,022,026,027,021,032,037,032
12,040,036,037,045,042,031,032,047,054,052,051,042,029,035,029,021,024,023,022,027,033,030,038,047
13,046,052,046,031,039,044,049,044,054,059,060,051,055,032,027,028,026,020,015,033,029,025,043,037
14,042,032,035,046,042,052,044,049,039,051,052,044,037,042,023,024,019,030,025,021,033,040,035,043
15,046,048,030,038,045,038,038,052,062,054,055,050,045,037,017,034,020,032,017,020,029,023,031,032
16,034,050,038,038,045,030,032,056,046,044,046,049,058,034,027,026,035,021,016,021,020,034,033,035
17,043,039,038,025,039,039,042,053,046,051,056,042,028,021,011,012,021,021,022,023,018,035,038,036
18,038,033,017,012,008,015,018,019,023,017,041,032,030,032,026,032,028,030,017,018,031,020,024,020
19,025,024,020,022,028,025,029,036,037,018,016,029,030,028,025,019,010,027,022,023,018,025,023,026
20,031,033,032,032,024,034,037,043,039,051,042,036,031,019,016,019,011,023,015,027,023,035,026,037
21,042,033,029,030,030,029,028,036,036,030,041,039,041,035,006,023,025,014,020,020,027,029,044,037
22,031,028,036,032,035,045,035,037,037,056,050,042,031,036,022,017,015,027,021,028,031,037,042,029
23,031,019,019,013,023,014,024,030,034,040,040,049,026,023,024,014,013,015,020,020,020,030,030,025
24,018,024,027,027,016,026,030,024,028,043,056,046,034,041,024,022,015,017,022,028,017,028,041,038
25,046,034,037,038,042,044,035,047,046,048,050,040,028,028,019,028,019,027,024,030,023,028,020,031
26,041,036,041,039,029,039,048,041,038,049,047,032,034,025,021,027,019,019,017,024,029,027,040,033
27,032,030,042,038,029,031,034,032,046,040,064,042,041,026,018,023,024,025,029,023,035,035,043,051
28,060,045,054,050,043,061,047,053,045,049,049,053,048,042,030,033,031,025,021,023,032,029,030,045
29,050,055,048,049,048,041,036,049,065,043,070,057,041,045,026,023,028,021,022,027,034,035,050,043
30,047,045,039,052,054,052,047,058,060,067,067,064,036,026,021,017,028,026,023,022,025,033,041,031
31,039,038,045,029,039,043,046,059,050,048,049,046,035,034,017,027,015,023,018,033,027,015,-1,-1,-1
