mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,1,1,14,28,30,14,15,91,78,90,120,151,184,218,282,285,251,214,219,146,171,168,92,""
02,76,36,37,62,39,39,26,43,76,87,88,71,69,57,115,135,125,124,71,52,69,47,91,57,""
03,23,30,20,22,28,18,16,72,54,143,111,117,104,130,142,154,116,118,118,100,86,65,52,33,""
04,26,32,21,42,39,39,35,48,104,87,115,141,130,158,206,264,373,432,385,314,332,364,390,279,""
05,178,219,194,234,268,181,172,227,337,287,313,247,162,162,222,223,226,200,239,234,182,146,207,197,""
06,16,-1,108,181,143,124,137,190,235,318,273,317,310,387,381,356,346,296,279,288,251,187,102,74,""
07,33,33,33,37,29,37,66,68,74,104,78,88,104,99,128,113,106,117,141,146,121,43,40,54,""
08,51,40,18,18,17,10,19,37,64,94,85,82,56,64,80,86,94,114,85,128,118,53,38,17,""
09,12,18,19,25,10,30,16,50,74,87,116,128,82,119,170,217,265,273,217,202,140,70,77,44,""
10,49,23,21,31,42,26,23,43,43,85,108,99,87,170,161,182,221,217,154,151,112,84,112,45,""
11,63,38,23,19,30,17,34,67,94,217,242,153,124,166,170,275,269,292,248,242,183,133,109,88,""
12,35,44,74,75,77,95,78,202,266,264,261,279,309,317,301,325,395,414,319,256,212,181,167,105,""
13,86,76,67,69,41,52,59,97,167,195,213,299,244,280,376,382,365,338,359,349,357,328,252,218,""
14,114,88,79,83,90,153,167,246,299,290,255,237,377,350,292,315,291,328,315,329,281,185,149,190,""
15,156,214,167,76,94,82,116,101,111,128,158,193,260,264,265,278,248,300,208,171,145,28,21,97,""
16,110,200,114,94,85,92,122,124,116,137,127,111,127,155,174,165,194,219,202,201,167,101,45,53,""
17,41,35,36,38,31,48,83,115,68,105,111,70,46,56,52,51,53,42,50,52,42,25,24,22,""
18,25,16,6,20,30,13,17,51,75,66,74,58,32,61,92,96,96,75,65,65,74,98,108,77,""
19,33,7,3,17,8,36,34,52,62,119,91,118,141,167,163,210,194,191,190,192,162,147,131,76,""
20,69,61,48,67,61,81,77,152,158,236,209,229,205,207,221,212,259,245,235,195,188,155,110,94,""
21,62,90,104,140,115,124,130,201,186,184,208,241,218,248,301,297,297,315,305,273,271,262,156,121,""
22,71,82,70,53,56,72,77,73,38,91,88,108,141,159,139,119,111,114,112,105,103,222,243,136,""
23,86,91,51,63,122,187,144,152,220,262,235,259,284,294,296,310,353,370,268,287,237,224,196,173,""
24,170,141,156,118,115,94,100,195,196,147,219,210,194,289,337,351,304,269,261,196,164,168,122,92,""
25,62,63,49,51,48,47,85,124,168,180,200,107,181,205,218,278,256,258,221,250,354,273,257,300,""
26,180,105,125,116,105,95,59,121,127,177,238,221,239,312,321,362,227,327,246,243,176,170,281,211,""
27,159,88,86,112,170,257,234,233,210,189,176,233,255,264,321,327,283,285,315,293,260,229,199,248,""
28,208,154,133,102,76,120,151,215,247,309,336,377,468,428,475,492,539,517,488,398,206,189,258,272,""
29,189,186,269,278,223,184,179,140,184,246,147,166,247,261,312,310,288,301,245,182,121,85,96,90,""
30,74,48,27,24,21,26,29,31,66,52,46,80,103,113,140,160,153,164,161,164,143,79,84,63,""
31,40,33,30,32,18,41,39,64,92,109,123,85,103,162,189,248,274,232,218,222,159,124,138,100,""
