apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,5,5,8,6,1,5,2,2,1,-1,2,-1,4,5,3,7,3,6,9,4,9,5,8,11,""
02,7,4,3,-1,-1,2,-1,1,1,-1,-1,2,3,4,4,6,6,7,11,12,4,16,8,7,""
03,5,11,11,5,2,6,2,2,1,1,5,2,2,1,4,3,11,2,8,5,6,2,7,1,""
04,5,4,2,-1,1,1,-1,2,-1,-1,5,5,5,2,6,8,2,13,10,13,13,11,11,11,""
05,8,7,7,8,4,7,4,1,-1,3,2,3,6,9,12,7,7,7,12,14,11,10,4,7,""
06,7,7,4,5,4,1,1,2,-1,3,2,2,8,3,9,2,7,9,12,7,4,12,11,10,""
07,11,10,6,9,3,4,2,1,-1,1,2,2,3,2,3,7,4,6,7,6,4,7,13,7,""
08,8,4,3,1,1,5,1,-1,1,-1,1,1,3,3,3,5,7,9,3,3,3,4,9,2,""
09,7,2,7,3,7,2,-1,1,-1,2,1,5,3,1,-1,5,3,-1,5,6,4,6,7,8,""
10,6,3,1,4,6,3,3,-1,2,1,3,5,4,4,2,3,8,7,10,8,7,5,4,4,""
11,7,5,6,4,4,4,1,2,1,2,3,2,1,3,9,4,7,3,11,7,6,14,10,6,""
12,11,13,4,3,2,6,3,1,-1,1,2,3,2,10,6,5,8,8,9,6,10,14,30,12,""
13,15,8,13,9,5,5,6,1,1,-1,1,6,3,4,2,4,10,6,5,6,8,8,4,11,""
14,10,7,10,7,6,2,5,3,2,-1,1,3,5,2,9,4,10,6,6,7,12,7,8,16,""
15,12,4,5,3,9,2,2,5,1,2,5,4,3,5,4,5,6,11,13,6,9,4,10,8,""
16,7,2,4,7,4,5,3,4,2,-1,2,1,7,5,3,7,4,10,8,11,17,12,23,12,""
17,11,6,4,3,5,2,3,4,2,1,2,2,6,10,7,5,6,6,8,8,9,9,7,3,""
18,6,1,2,3,-1,4,3,4,-1,2,3,1,5,6,8,6,7,10,10,10,7,12,16,12,""
19,11,5,7,7,2,3,1,3,-1,1,2,2,8,3,8,12,8,11,7,12,12,9,10,9,""
20,11,11,5,7,11,1,5,1,1,1,3,3,5,9,5,1,8,8,12,3,16,10,17,13,""
21,12,8,9,8,8,3,5,2,3,-1,1,6,1,8,10,7,6,8,8,5,8,12,19,9,""
22,4,2,3,6,5,2,4,1,-1,3,2,4,2,5,12,3,9,12,18,11,8,18,14,10,""
23,18,5,4,-1,3,1,-1,2,2,-1,2,2,7,5,10,13,14,10,6,6,16,14,11,13,""
24,6,6,6,4,2,2,2,-1,1,1,3,1,6,4,8,8,13,7,7,7,15,12,14,16,""
25,7,9,1,-1,-1,-1,11,4,1,3,2,1,1,5,3,3,2,4,6,6,13,13,7,12,""
26,10,2,4,1,1,3,-1,2,2,-1,1,2,2,2,5,6,4,9,4,5,12,12,6,11,""
27,5,3,2,8,2,1,6,5,-1,2,2,4,5,2,6,5,6,4,5,8,7,6,6,5,""
28,6,3,4,2,9,2,2,4,1,-1,3,5,1,6,9,4,1,6,8,7,5,5,22,6,""
29,10,2,5,6,7,2,1,2,-1,-1,-1,2,5,3,6,6,7,7,3,6,6,5,21,19,""
30,10,6,2,8,5,5,2,1,-1,4,1,4,4,4,7,4,6,4,8,14,8,8,10,4,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
