apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,32,47,29,32,27,45,51,58,61,48,46,43,37,27,19,18,14,16,8,15,19,24,39,29,""
02,36,43,47,42,54,64,71,75,71,53,69,41,28,23,33,23,13,14,7,10,18,20,30,24,""
03,38,41,41,41,31,52,56,61,59,41,48,45,53,42,33,32,11,19,11,11,23,20,27,29,""
04,34,37,30,31,33,34,37,31,48,50,45,49,15,8,17,14,9,1,11,3,10,13,23,33,""
05,36,40,36,59,61,54,44,53,58,69,74,38,40,23,36,30,14,22,20,14,19,27,32,46,""
06,46,46,38,37,48,52,39,53,62,54,61,53,30,28,37,25,22,12,17,24,32,32,29,35,""
07,52,40,43,43,46,49,56,64,57,69,54,49,39,28,37,31,13,27,12,15,17,29,29,35,""
08,46,35,45,43,37,55,36,60,51,51,59,57,32,32,39,35,18,19,17,19,20,39,41,43,""
09,44,44,40,52,57,53,55,41,66,63,54,41,35,27,24,20,15,16,31,17,18,26,30,31,""
10,38,35,35,35,52,50,47,51,66,59,46,52,36,16,26,20,25,11,74,21,15,23,25,27,""
11,38,31,40,34,38,51,36,36,37,55,51,64,44,24,24,25,19,16,12,24,19,20,22,14,""
12,19,31,25,19,20,38,50,45,50,78,39,51,47,36,23,41,20,11,9,13,16,23,39,42,""
13,48,45,38,48,49,67,64,53,74,69,49,41,46,33,33,28,14,25,5,21,23,34,33,46,""
14,38,41,48,45,50,43,56,60,65,62,58,41,39,45,26,32,24,22,11,15,17,27,44,38,""
15,41,49,45,60,46,49,63,64,73,68,59,44,49,29,33,30,15,16,18,12,20,31,34,47,""
16,43,50,48,42,50,59,54,58,66,66,71,57,41,29,39,28,22,15,11,17,20,21,36,35,""
17,55,56,33,36,53,44,58,42,67,40,54,41,46,42,18,31,20,19,18,23,13,23,36,40,""
18,41,45,45,39,41,44,40,56,56,60,56,55,41,26,31,19,14,14,23,24,16,21,21,41,""
19,42,53,44,53,55,41,47,45,58,57,50,63,49,36,24,34,22,12,13,12,25,22,34,39,""
20,31,52,27,48,56,64,52,71,68,65,61,50,43,38,40,22,20,17,29,15,26,24,38,41,""
21,49,61,43,36,61,46,61,89,66,69,61,58,35,33,27,37,30,19,22,19,23,22,29,38,""
22,38,50,48,31,61,67,61,68,87,77,52,49,34,39,28,28,21,19,8,25,19,32,29,43,""
23,50,50,56,53,58,63,79,91,87,78,60,38,37,30,34,24,18,5,19,19,24,28,24,38,""
24,45,42,47,30,51,62,62,57,70,51,63,46,43,38,35,24,16,41,19,12,12,26,27,42,""
25,32,37,41,29,35,57,76,65,50,49,50,46,37,36,22,18,13,12,8,10,19,34,36,43,""
26,45,45,27,21,33,27,38,44,39,45,37,39,32,33,22,31,20,17,10,34,14,17,33,39,""
27,43,42,49,41,52,39,27,54,56,55,23,25,38,34,28,12,14,19,12,9,12,28,27,36,""
28,40,48,50,26,51,64,63,76,48,44,50,33,21,22,17,20,5,15,13,15,8,13,13,20,""
29,17,21,17,32,40,46,37,56,41,40,40,24,15,20,13,21,8,4,10,13,6,4,8,12,""
30,21,22,31,37,32,32,53,37,46,52,76,26,18,22,32,18,20,13,8,12,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
