apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,204,169,147,131,146,157,205,122,128,209,186,225,296,253,232,267,205,174,144,158,232,249,177,168,""
02,213,205,156,194,267,300,228,176,172,196,189,240,343,282,301,184,175,196,141,166,278,187,202,176,""
03,207,214,284,131,178,174,171,128,184,173,206,200,276,318,271,250,261,251,218,237,229,185,198,250,""
04,261,306,326,242,233,260,300,263,242,172,242,271,273,319,320,268,320,207,135,172,167,154,101,161,""
05,177,149,141,207,158,193,210,191,150,197,257,210,289,301,318,218,221,178,211,210,195,152,156,122,""
06,141,176,211,201,238,267,257,195,231,189,219,204,292,260,245,251,184,150,219,144,152,111,133,179,""
07,247,240,128,166,176,198,209,195,176,217,251,224,343,286,262,240,230,214,215,215,246,160,162,225,""
08,181,174,129,149,144,241,220,222,174,253,246,235,340,294,321,272,251,228,185,172,201,157,151,161,""
09,150,202,143,169,217,202,189,179,211,217,225,228,392,341,369,293,244,243,205,258,171,221,122,197,""
10,159,125,105,202,154,132,168,133,168,163,196,222,256,332,315,273,225,185,227,137,209,192,133,144,""
11,256,251,173,207,169,173,181,184,162,161,262,236,308,305,267,262,247,218,138,206,189,105,99,136,""
12,156,185,151,125,195,206,206,195,178,180,264,291,263,330,331,226,280,192,202,172,186,161,173,126,""
13,217,219,180,154,133,194,167,157,-1,121,201,220,306,254,290,203,190,213,156,119,155,81,126,141,""
14,60,66,93,70,94,128,124,125,183,172,193,218,226,201,191,189,159,136,102,113,111,102,95,84,""
15,120,117,148,88,111,149,127,101,130,154,189,187,237,227,183,156,138,114,142,94,146,113,120,99,""
16,147,146,113,135,109,176,167,107,121,168,148,194,272,231,239,246,224,149,109,131,129,114,106,246,""
17,172,151,173,108,78,171,159,163,200,138,163,210,180,211,154,127,119,159,127,99,177,143,67,65,""
18,51,67,106,109,119,144,112,104,131,179,143,167,251,201,180,152,140,132,103,93,76,55,131,106,""
19,123,149,226,143,116,124,117,144,108,131,136,152,199,250,226,181,132,150,111,85,119,105,99,174,""
20,74,128,74,70,110,82,90,79,90,120,138,157,164,215,191,143,126,90,93,71,80,61,67,66,""
21,73,63,57,68,96,99,125,88,132,114,159,181,218,176,187,136,113,107,107,120,120,64,74,74,""
22,87,100,71,104,109,100,97,113,130,145,159,209,186,220,175,163,130,111,94,100,101,70,75,92,""
23,108,83,124,88,105,129,116,138,168,140,182,223,219,241,210,163,144,103,92,122,107,70,89,50,""
24,109,99,97,51,71,77,101,84,82,141,118,157,179,182,141,145,110,98,110,74,78,50,62,63,""
25,71,112,87,75,68,87,96,86,91,108,124,132,156,165,155,169,108,87,127,77,63,49,36,32,""
26,50,48,44,44,57,95,64,56,60,94,96,97,136,147,128,110,95,72,40,54,52,47,25,71,""
27,39,30,33,49,64,76,59,69,52,97,78,74,118,122,124,105,86,42,67,71,56,56,21,38,""
28,20,62,53,60,77,74,65,74,92,98,105,97,99,106,102,114,58,49,52,29,28,50,28,38,""
29,30,31,31,48,62,52,41,49,77,76,82,95,125,121,98,85,40,44,49,49,40,24,28,20,""
30,29,30,31,35,45,55,57,60,65,64,90,62,48,42,30,17,74,61,94,58,88,57,40,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
