apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,24,26,22,10,""
04,6,6,4,2,0,0,0,0,0,1,14,47,27,45,33,20,25,-1,-1,4,15,28,19,-1,""
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,47,51,40,36,26,21,18,13,6,9,11,2,""
07,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,5,4,0,0,0,1,-1,-1,-1,-1,4,1,-1,""
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,27,23,35,41,36,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,68,56,62,39,43,34,27,26,30,25,31,48,48,""
10,64,59,58,61,66,52,66,71,62,39,39,43,60,49,42,44,34,34,26,27,25,34,39,53,""
11,60,81,71,74,55,67,53,65,61,61,57,69,58,58,52,43,25,24,19,21,28,31,37,58,""
12,69,72,77,93,71,63,61,61,103,87,71,67,86,64,58,53,50,28,30,30,30,35,49,51,""
13,53,80,72,84,77,71,78,84,78,82,65,90,71,68,63,58,53,58,27,30,24,44,53,60,""
14,81,78,84,79,75,73,57,70,82,76,77,73,68,65,64,53,41,28,27,29,41,38,48,56,""
15,76,72,83,88,83,78,80,99,83,0,0,0,0,0,55,57,41,26,31,98,21,44,37,74,""
16,69,59,106,93,94,79,87,104,90,97,73,76,57,71,62,57,45,31,47,29,38,19,46,51,""
17,69,82,95,107,81,79,92,63,76,64,70,64,41,31,16,16,6,9,6,2,3,-1,-1,22,""
18,41,45,58,53,58,52,59,61,56,68,58,42,63,54,45,44,35,38,124,20,17,23,22,28,""
19,25,45,37,34,35,33,28,37,33,32,57,97,62,69,61,99,41,62,48,23,27,45,34,77,""
20,59,62,90,88,81,80,75,73,89,82,77,70,71,62,56,41,40,117,29,30,32,73,31,45,""
21,61,75,67,66,71,66,74,75,75,70,65,68,92,61,83,61,45,55,18,24,35,27,32,70,""
22,54,66,78,85,73,73,92,81,75,69,60,62,82,76,92,71,42,37,31,87,67,38,38,75,""
23,76,100,81,97,79,90,88,91,92,78,79,60,82,78,66,70,152,39,24,32,27,31,43,50,""
24,64,61,79,80,85,80,75,95,96,63,78,72,80,85,67,58,47,24,33,49,26,31,35,43,""
25,56,80,74,68,96,87,81,75,100,78,83,73,87,83,82,41,52,183,29,20,21,30,41,50,""
26,60,69,67,71,80,61,73,66,87,68,58,79,66,61,58,60,40,39,30,31,20,28,50,71,""
27,65,75,68,68,63,64,76,91,76,94,77,84,71,81,66,43,38,37,29,25,24,35,43,48,""
28,77,97,82,73,80,71,85,84,104,85,89,83,99,89,67,150,50,30,34,31,38,35,65,80,""
29,75,79,80,78,86,84,101,97,101,117,95,100,91,86,112,89,61,44,32,28,52,45,100,49,""
30,61,76,98,83,79,77,172,122,108,108,94,137,92,85,69,84,53,41,26,27,40,41,62,57,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
