apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,29,23,24,36,34,23,35,49,35,31,26,31,15,26,17,12,12,13,17,20,23,31,21,22,""
02,27,32,31,34,28,28,33,55,44,27,26,44,35,20,39,21,19,23,11,23,17,15,10,17,""
03,16,15,24,25,27,47,41,51,36,45,33,26,27,27,57,27,29,13,25,31,24,38,14,20,""
04,31,30,31,46,97,119,95,138,85,73,69,60,66,44,48,30,43,39,23,44,40,98,16,73,""
05,41,49,55,51,47,114,145,151,130,98,51,78,81,89,67,57,26,40,13,32,42,37,33,45,""
06,33,24,29,33,43,92,80,120,70,84,87,84,97,92,53,46,28,14,29,70,34,34,31,22,""
07,31,37,49,57,44,90,117,122,134,88,81,120,66,98,91,58,42,59,36,80,43,44,24,21,""
08,22,37,45,28,73,40,53,109,74,44,38,45,35,36,40,31,13,13,13,14,11,19,11,35,""
09,35,31,37,37,49,46,34,68,47,43,45,54,33,49,41,29,27,61,39,53,32,30,28,48,""
10,44,45,58,69,103,179,150,117,195,97,130,159,120,108,60,55,47,35,29,31,42,29,37,36,""
11,44,39,49,30,83,94,158,116,58,63,40,58,40,42,32,19,28,34,24,86,50,33,30,35,""
12,40,49,29,25,49,120,138,93,123,96,219,70,88,76,67,60,44,35,50,67,43,20,40,21,""
13,35,31,40,42,38,90,111,109,60,71,62,85,82,62,101,100,84,102,64,100,68,95,21,26,""
14,36,34,43,54,41,91,113,71,83,71,61,65,56,47,37,35,28,32,15,56,41,24,24,30,""
15,33,25,41,51,65,156,130,-1,-1,-1,-1,-1,73,78,77,69,49,110,83,101,118,116,75,80,""
16,89,93,126,101,135,265,309,406,196,176,157,139,169,91,110,138,82,90,124,130,121,106,74,78,""
17,101,91,87,95,121,186,222,353,212,214,195,153,211,123,181,191,159,159,222,305,228,143,80,92,""
18,117,133,173,178,254,349,346,327,334,299,251,236,229,168,152,195,122,130,93,222,154,104,55,82,""
19,112,86,125,123,142,306,261,235,199,195,385,348,238,132,110,77,176,95,134,134,93,35,65,64,""
20,65,78,90,63,127,258,188,184,155,161,163,136,107,81,87,90,61,55,49,71,60,55,59,56,""
21,60,70,87,98,136,129,165,150,153,156,148,139,114,67,55,58,52,42,39,109,63,80,44,55,""
22,75,73,90,81,165,251,188,166,179,132,108,125,105,102,105,108,85,56,44,144,105,86,57,77,""
23,75,91,89,78,112,202,191,176,205,132,124,134,110,107,91,101,70,69,81,149,167,158,54,59,""
24,60,64,78,98,103,147,146,144,142,149,145,183,132,93,77,137,69,62,50,86,48,44,37,58,""
25,42,48,63,71,66,83,105,106,130,73,99,93,100,75,73,74,78,86,61,247,163,90,81,96,""
26,134,117,124,147,160,418,431,327,275,309,295,280,351,194,191,190,131,123,131,290,394,359,117,126,""
27,156,170,149,170,222,288,389,447,390,361,363,299,263,241,325,243,137,89,140,138,100,203,182,305,""
28,322,299,291,420,432,442,353,292,260,228,218,162,176,119,123,117,149,101,93,126,116,109,80,103,""
29,132,139,251,260,278,334,478,486,497,378,261,191,177,163,151,139,103,99,129,100,103,104,90,120,""
30,139,175,204,363,421,461,506,442,369,328,327,298,230,201,194,178,185,166,177,314,234,221,184,39,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
