apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,1,7,11,9,7,6,8,8,10,12,4,4,21,7,6,5,5,8,3,4,5,5,3,""
02,10,8,12,9,8,2,3,5,8,6,10,7,12,17,4,5,3,4,5,3,2,11,3,8,""
03,13,4,5,14,11,9,12,7,7,6,6,4,6,6,11,4,3,0,0,5,1,4,4,6,""
04,14,11,11,10,10,17,7,10,8,13,14,20,11,9,8,5,7,7,8,13,9,7,5,8,""
05,4,8,9,10,10,13,25,14,25,8,10,11,15,25,25,4,9,12,8,7,25,25,6,9,""
06,21,12,19,9,10,26,10,13,9,12,12,13,7,6,9,12,5,10,7,3,3,16,9,14,""
07,14,11,15,12,8,5,13,11,9,17,17,13,15,36,11,32,4,11,9,6,10,7,6,17,""
08,17,11,9,18,8,23,19,21,25,19,20,21,22,16,4,10,6,6,6,6,6,6,5,8,""
09,6,7,12,9,12,16,10,23,35,14,9,21,31,34,12,4,20,5,5,5,4,6,12,11,""
10,18,15,8,10,11,17,23,10,14,26,35,13,13,30,24,8,10,7,2,2,6,6,6,8,""
11,8,10,8,11,14,31,14,23,7,13,6,9,14,11,11,7,11,6,6,9,3,5,6,4,""
12,5,27,14,10,13,5,9,31,17,14,23,11,10,11,10,1,6,8,6,4,5,9,4,9,""
13,6,13,14,9,13,19,9,23,20,7,29,14,16,8,7,9,13,5,4,8,3,9,5,14,""
14,13,15,16,4,11,29,11,18,23,26,16,20,8,17,24,10,8,4,8,1,1,5,9,4,""
15,2,7,12,15,9,13,12,16,27,0,0,0,1,0,18,17,3,7,2,0,4,13,9,6,""
16,10,13,6,12,10,24,8,19,19,23,20,26,19,17,13,18,13,7,3,4,9,4,9,8,""
17,11,11,11,11,13,17,17,14,17,8,22,20,16,36,9,21,0,18,4,4,7,11,4,7,""
18,15,12,3,12,7,3,25,16,13,8,12,25,12,8,7,6,7,9,11,6,7,7,6,7,""
19,18,10,13,14,20,11,58,25,34,5,29,7,13,4,10,11,5,3,6,5,3,5,18,13,""
20,5,13,12,13,19,31,10,19,18,17,8,12,25,11,8,6,7,2,4,4,6,6,5,7,""
21,20,14,10,10,7,12,14,8,17,19,21,11,17,18,7,5,14,4,8,11,2,8,12,7,""
22,10,13,16,26,21,17,23,14,16,32,18,17,13,28,10,10,15,10,10,7,12,8,10,13,""
23,14,22,15,21,16,57,27,24,31,16,16,17,26,28,9,4,13,9,7,5,4,7,10,15,""
24,19,13,9,13,17,17,33,19,21,35,13,17,17,17,9,11,4,11,9,5,3,3,5,16,""
25,15,12,14,20,20,21,18,15,37,41,41,34,26,17,11,12,9,12,20,11,15,8,14,39,""
26,16,20,16,18,18,14,16,27,18,17,18,22,19,11,4,8,5,9,5,9,2,13,4,11,""
27,16,23,10,16,14,17,25,22,19,23,19,21,21,13,13,14,17,6,5,17,26,10,10,13,""
28,14,13,15,15,15,15,18,22,25,23,22,19,22,12,9,12,9,10,11,6,17,10,17,10,""
29,19,24,15,21,32,36,36,40,27,42,27,27,29,20,22,12,20,6,14,3,12,6,11,10,""
30,19,14,14,12,20,13,18,31,31,15,11,6,8,11,5,4,5,7,7,6,5,17,12,10,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
