may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,14,10,6,9,18,11,12,12,12,24,13,11,8,10,16,19,16,8,5,10,7,8,8,9,""
02,9,14,9,11,16,8,26,9,17,9,11,13,10,12,19,9,11,5,8,8,8,10,11,13,""
03,9,4,12,14,21,16,17,11,7,15,12,9,10,12,19,12,11,6,4,7,10,6,9,9,""
04,14,11,20,13,14,13,12,9,10,11,13,12,12,17,17,9,3,9,9,8,8,11,9,12,""
05,13,13,11,10,11,19,10,12,23,18,11,8,9,8,11,16,7,9,6,5,7,6,4,13,""
06,10,15,18,13,18,14,15,7,27,12,8,7,10,10,6,14,11,9,6,7,4,16,12,11,""
07,8,16,13,11,13,18,12,10,12,14,21,9,11,12,17,9,12,10,5,5,5,9,7,5,""
08,8,13,12,12,24,17,14,11,18,15,13,11,10,14,17,19,9,7,9,6,8,16,5,7,""
09,11,17,12,17,16,30,15,11,21,15,13,12,9,19,16,10,14,8,3,5,11,13,12,7,""
10,7,7,11,7,21,14,7,10,16,10,10,9,1,11,12,5,12,11,4,4,12,4,10,6,""
11,6,11,16,13,20,7,4,13,15,8,11,15,12,14,17,5,14,7,5,10,11,13,11,6,""
12,3,3,13,5,10,12,7,16,9,8,7,10,4,25,16,15,10,7,3,8,8,8,7,12,""
13,6,16,8,19,14,14,8,20,14,11,17,12,14,20,13,13,14,4,6,4,13,5,7,2,""
14,8,6,19,22,19,12,11,14,12,11,9,9,10,10,16,16,11,7,16,11,9,8,8,13,""
15,10,6,10,12,9,14,12,10,13,12,11,13,10,14,9,12,10,6,3,10,7,7,10,6,""
16,15,10,5,12,17,11,15,15,16,10,16,11,8,9,15,19,9,8,10,12,6,8,7,11,""
17,9,8,13,15,18,6,11,8,10,8,13,13,13,8,12,6,15,8,5,4,6,12,9,7,""
18,8,14,13,9,11,8,3,10,9,7,11,6,7,17,8,13,7,13,8,7,13,8,8,5,""
19,6,10,11,14,14,12,7,13,7,7,11,8,12,12,10,12,12,10,7,6,11,7,8,9,""
20,7,11,13,10,13,11,10,13,9,12,8,11,5,6,14,11,14,7,9,11,3,8,8,11,""
21,4,10,10,13,10,11,6,9,7,9,9,14,4,19,27,10,9,15,8,9,6,5,9,6,""
22,10,8,11,18,13,10,8,7,14,9,9,13,11,14,15,15,10,8,12,7,7,3,22,12,""
23,9,5,10,15,9,9,10,13,14,11,14,9,11,15,11,18,12,8,8,6,7,11,9,6,""
24,7,10,8,6,11,18,7,9,12,15,8,6,12,12,18,21,14,4,5,7,11,7,12,13,""
25,20,6,12,13,22,13,10,12,12,13,14,13,7,11,18,16,8,3,4,8,9,8,5,2,""
26,14,16,9,17,12,17,14,15,11,9,8,8,13,13,26,21,14,9,11,13,4,7,9,19,""
27,9,9,9,16,15,12,12,10,14,6,11,5,14,19,17,17,9,5,5,10,8,9,7,9,""
28,10,8,16,18,25,18,18,12,15,18,14,12,9,16,28,12,15,11,8,2,4,7,12,7,""
29,7,9,15,17,12,11,11,13,20,9,10,16,10,16,21,14,12,8,11,6,13,7,10,11,""
30,8,9,14,17,20,14,12,10,12,7,12,8,19,12,26,25,12,3,6,5,10,5,7,9,""
31,5,8,14,12,19,14,11,14,14,14,9,18,12,17,14,13,9,4,7,11,6,-1,-1,-1,""
