May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,83,69,74,56,68,70,59,86,73,75,67,66,64,48,50,27,22,18,13,24,27,39,64,48,""
2,64,70,57,68,79,71,89,73,62,70,54,92,71,65,49,41,15,24,15,21,32,44,54,56,""
3,81,61,70,78,77,91,97,98,85,72,74,82,79,57,49,42,27,14,21,26,13,35,41,46,""
4,50,69,44,72,88,93,94,108,121,101,84,82,75,81,53,46,19,24,24,25,38,34,52,60,""
5,78,70,77,73,78,115,110,125,96,99,112,71,89,47,42,35,17,18,13,19,27,24,49,56,""
6,64,61,66,77,93,97,109,122,106,117,96,100,65,69,55,33,26,30,19,26,34,35,42,61,""
7,66,58,74,81,87,84,114,128,125,85,84,85,81,54,58,32,23,16,15,18,17,32,58,78,""
8,76,73,65,75,70,91,118,132,96,94,103,66,83,62,56,50,31,25,16,22,25,33,53,59,""
9,68,90,83,91,84,78,105,101,75,90,95,82,88,56,57,33,40,20,31,18,29,37,48,59,""
10,75,63,70,76,87,88,89,97,98,102,92,79,82,76,49,38,18,24,21,22,24,40,50,52,""
11,55,58,77,77,77,95,104,110,90,109,87,79,72,64,67,47,31,25,25,18,24,33,54,60,""
12,54,50,69,77,76,103,116,95,114,55,86,97,85,63,55,51,32,28,22,16,32,27,44,41,""
13,60,65,57,69,78,79,76,104,91,73,65,61,92,65,41,41,29,31,13,28,32,30,50,56,""
14,52,84,75,81,59,89,101,101,95,86,83,85,69,58,46,34,23,22,32,26,43,38,53,50,""
15,68,76,82,75,70,94,80,94,76,64,69,67,62,-1,-1,-1,30,22,22,27,38,40,48,65,""
16,78,73,72,70,68,88,88,94,73,69,60,63,58,32,19,21,30,19,19,23,31,30,60,61,""
17,63,66,66,69,76,63,93,89,85,60,86,89,48,84,62,36,26,20,24,35,28,41,60,65,""
18,60,79,66,76,74,98,106,91,114,89,79,67,77,75,76,57,28,31,18,22,53,41,51,53,""
19,67,54,62,64,80,82,71,81,85,81,67,70,72,81,70,48,35,36,17,28,38,38,43,55,""
20,91,86,71,75,89,112,73,104,94,64,82,70,84,58,52,52,30,18,19,27,38,30,56,62,""
21,57,60,63,70,75,89,85,83,78,59,64,60,63,72,45,37,24,17,22,17,25,21,36,49,""
22,83,74,65,82,79,87,66,81,59,54,40,57,44,55,42,33,43,28,20,21,30,33,44,61,""
23,56,46,72,64,60,49,42,51,42,45,51,30,53,49,44,35,26,5,21,25,30,28,48,47,""
24,49,66,63,64,75,71,58,71,67,39,50,49,51,54,24,38,17,21,16,37,22,31,46,43,""
25,54,57,52,65,77,90,75,100,78,71,54,56,67,67,51,38,19,19,22,26,24,28,33,67,""
26,81,64,45,65,67,58,66,78,42,47,45,44,39,46,49,33,21,22,16,30,32,35,40,58,""
27,41,68,65,63,62,85,72,74,49,48,49,53,61,49,59,32,17,16,19,17,18,23,39,39,""
28,56,68,75,62,44,47,72,85,66,40,37,45,60,55,42,30,15,18,18,13,27,26,37,50,""
29,44,51,60,57,67,68,73,83,77,60,51,51,68,83,54,57,29,31,25,24,29,34,46,78,""
30,70,72,82,87,63,82,100,111,91,100,87,68,71,79,71,43,35,29,28,23,31,46,58,52,""
31,62,62,72,78,99,89,80,108,88,81,68,63,86,104,83,63,51,29,33,33,41,50,45,68,""
[E]o{'m,"kf`zIhz}{fehk'kl"
