may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,25,0,0,20,46,49,78,71,64,58,48,30,27,10,10,7,7,12,4,8,11,29,14,29,""
02,34,0,1,29,86,89,95,90,73,89,62,41,27,8,15,8,6,3,12,5,19,22,39,31,""
03,27,0,0,46,76,65,83,93,129,102,53,45,13,26,14,18,18,7,5,18,16,25,41,28,""
04,23,0,0,52,94,92,113,111,78,129,75,40,18,14,18,11,15,5,10,7,13,27,31,30,""
05,38,0,0,69,155,102,135,160,126,76,62,47,29,22,17,25,10,11,8,7,10,28,42,48,""
06,33,0,0,88,87,83,142,122,129,128,93,55,17,26,76,18,11,14,10,21,21,27,38,41,""
07,49,3,1,118,132,139,140,173,170,147,118,50,37,44,25,16,13,16,11,16,26,21,27,32,""
08,31,0,0,35,92,92,83,131,106,114,106,37,20,17,18,20,12,4,17,14,17,37,49,54,""
09,49,2,0,60,130,136,140,118,150,105,104,59,35,27,30,13,51,57,9,4,11,28,19,44,""
10,24,0,1,59,79,68,94,118,94,90,63,36,34,32,17,31,44,84,13,15,22,15,47,40,""
11,38,3,42,74,105,99,119,117,124,75,54,49,94,35,20,9,4,2,2,16,14,15,29,34,""
12,24,0,1,82,95,101,126,111,105,68,93,25,16,38,18,13,46,14,15,43,17,25,42,30,""
13,16,0,0,59,59,68,85,75,66,66,27,17,22,18,12,17,8,4,6,9,9,16,14,27,""
14,33,19,8,74,80,54,104,84,69,55,44,32,12,56,47,16,8,336,157,16,19,22,35,41,""
15,0,0,0,27,61,79,86,68,69,66,45,36,11,4,15,16,5,10,5,4,11,22,8,19,""
16,19,0,0,15,56,70,95,63,53,53,41,19,12,18,30,13,4,4,4,5,9,6,11,16,""
17,22,0,0,25,41,32,48,66,53,48,23,13,8,3,21,28,116,48,77,1,16,18,20,28,""
18,35,34,1,74,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
21,27,85,91,87,36,112,22,56,12,7,4,5,16,6,59,59,20,38,40,-1,-1,-1,-1,-1,""
22,34,0,0,61,46,55,65,67,63,45,51,21,38,13,11,17,0,4,38,13,14,28,43,39,""
23,48,2,2,29,65,59,65,81,62,42,43,32,167,109,65,106,61,21,12,223,13,26,30,47,""
24,43,1,1,47,59,52,73,82,73,35,47,55,9,11,38,6,6,6,7,30,18,59,38,49,""
25,53,14,34,125,57,70,83,115,91,83,245,159,16,7,6,100,141,24,8,290,172,79,105,53,""
26,43,0,0,55,64,72,83,57,88,325,124,30,18,9,176,204,191,35,15,6,49,37,26,79,""
27,50,0,0,47,78,73,71,67,49,52,40,32,24,13,17,36,199,68,38,28,158,76,316,185,""
28,95,0,0,72,64,52,131,137,50,38,24,127,18,6,38,19,22,6,102,11,25,73,27,31,""
29,11,0,0,44,69,66,81,76,68,55,45,98,10,3,11,7,10,32,2,7,54,119,40,46,""
30,43,0,0,38,49,77,78,81,61,38,23,12,13,8,10,58,187,129,12,7,21,18,25,44,""
31,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
