jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,4,3,4,4,7,-1,1,1,-1,-1,1,-1,2,1,1,2,2,3,4,3,3,3,3,2
02,4,3,4,3,2,-1,-1,1,-1,1,1,3,7,54,44,18,5,1,1,-1,3,1,4,2
03,2,7,4,2,4,8,-1,1,2,-1,1,1,-1,1,-1,2,-1,-1,1,1,6,4,2,1
04,9,7,3,10,1,1,6,1,-1,1,2,1,-1,-1,-1,-1,-1,-1,3,-1,1,3,3,3
05,3,2,3,2,-1,1,-1,2,2,15,8,114,53,112,36,106,44,10,2,1,3,-1,1,1
06,3,4,3,5,1,13,45,68,45,44,13,-1,2,-1,1,1,1,1,2,2,2,1,-1,5
07,1,4,4,2,4,1,2,3,5,2,4,2,2,2,1,-1,-1,-1,-1,-1,1,-1,-1,1
08,3,1,-1,-1,1,1,3,1,4,1,3,-1,3,3,3,1,-1,2,2,3,3,5,3,2
09,6,2,1,5,10,16,-1,1,-1,1,-1,-1,-1,-1,-1,2,1,-1,2,-1,1,2,-1,1
10,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,6,-1,8,22,27,55,5,-1,-1,1,-1,-1,-1,-1
11,1,-1,-1,2,1,3,2,1,-1,1,2,2,-1,-1,-1,-1,1,-1,3,8,94,2,1,4
12,1,-1,3,2,7,23,1,1,-1,1,-1,-1,4,16,15,41,8,1,-1,1,1,6,2,2
13,3,-1,4,2,2,-1,1,8,-1,2,1,-1,1,41,10,15,-1,-1,1,-1,4,-1,4,3
14,4,2,2,3,3,-1,2,1,1,1,-1,-1,2,15,3,-1,-1,-1,1,2,-1,2,1,-1,-1
15,3,-1,-1,2,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,3,-1,-1,1,-1,1,-1,-1,-1
16,-1,2,-1,-1,-1,2,2,2,-1,1,7,-1,-1,6,54,108,24,9,2,3,-1,-1,2,-1,-1
17,-1,-1,-1,1,3,10,14,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
18,1,1,-1,1,1,2,6,3,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1
19,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1
20,1,2,2,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1
21,1,-1,-1,-1,-1,-1,2,-1,-1,6,22,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,3,1,2,1,-1,1,1,-1,-1,1,1,-1,-1,3,1,2,-1,-1,-1,-1,-1,-1
23,-1,-1,-1,-1,1,-1,4,4,4,2,-1,3,3,2,3,1,5,-1,-1,-1,-1,-1,-1,1
24,-1,-1,-1,-1,1,-1,-1,1,2,10,65,122,98,28,-1,1,1,2,-1,1,-1,1,-1,2
25,-1,-1,-1,1,-1,1,3,3,2,-1,-1,1,3,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1
26,-1,-1,-1,-1,-1,3,11,2,1,1,-1,4,2,-1,1,1,1,-1,1,1,2,-1,-1,-1,-1
27,68,1,-1,2,1,1,3,2,-1,2,2,3,2,3,3,-1,1,-1,-1,2,-1,-1,-1,-1,-1
28,-1,1,-1,-1,-1,4,3,1,1,3,2,5,1,1,2,1,3,-1,2,1,1,-1,-1,2
29,-1,-1,-1,2,2,4,6,6,4,2,8,1,3,-1,2,1,2,4,7,16,19,1,6,1
30,-1,-1,1,-1,2,3,2,2,-1,2,2,-1,2,42,8,-1,-1,2,1,1,-1,1,1,2
31,-1,1,-1,1,-1,2,2,2,2,2,2,-1,3,3,-1,1,1,-1,2,2,2,2,3,1
