mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,19,16,15,14,11,11,17,13,14,13,15,16,10,5,5,7,7,6,5,14,13,14,18,""
02,18,21,24,25,13,16,14,17,12,15,16,18,19,10,9,7,3,6,4,11,7,15,10,20,""
03,21,20,13,16,11,11,18,7,15,15,16,15,11,8,10,7,5,5,7,12,6,11,15,21,""
04,18,18,14,15,15,14,11,16,12,15,17,15,12,9,12,7,6,3,4,7,8,14,18,18,""
05,22,13,15,8,18,9,9,17,15,11,17,14,10,6,14,6,7,5,4,8,9,12,5,13,""
06,18,17,25,8,16,7,7,12,16,14,11,11,14,10,3,11,5,10,3,8,18,19,15,12,""
07,13,20,19,11,16,15,11,9,9,15,13,8,8,16,7,4,8,8,7,12,6,7,21,21,""
08,23,20,25,21,15,18,11,12,11,12,10,8,11,10,10,8,8,5,4,7,16,12,24,11,""
09,21,24,14,17,16,13,13,20,19,15,12,14,5,13,9,7,6,3,5,6,13,11,23,21,""
10,22,14,16,13,15,11,14,12,17,16,10,10,12,6,6,9,5,8,7,5,8,13,17,15,""
11,18,25,15,15,7,14,11,16,15,23,15,15,7,10,5,8,7,11,8,13,15,16,24,9,""
12,16,16,20,19,11,14,15,8,12,19,17,15,11,7,8,8,10,5,7,8,8,13,22,24,""
13,20,19,22,9,16,14,16,13,17,18,17,9,12,13,5,10,4,4,6,7,12,8,18,23,""
14,21,18,20,20,8,16,15,13,12,19,15,18,12,15,5,5,6,4,3,3,13,12,16,15,""
15,15,18,21,13,17,14,13,16,13,13,10,18,7,9,8,6,7,9,4,10,6,7,14,18,""
16,26,18,13,18,19,15,13,15,16,16,17,16,17,11,6,6,6,6,7,4,10,23,18,13,""
17,17,17,20,17,12,14,17,16,15,17,10,13,11,7,11,5,9,8,8,6,7,11,21,16,""
18,20,17,15,13,18,18,13,17,20,15,8,17,13,9,5,5,6,5,8,5,8,22,16,15,""
19,24,14,17,16,22,20,14,20,18,18,16,19,12,10,7,9,2,10,2,8,5,12,17,17,""
20,17,16,21,12,8,15,10,9,17,17,10,12,9,11,7,4,3,2,7,11,1,10,10,9,""
21,14,12,9,13,7,13,16,12,14,16,11,11,14,12,5,4,6,9,1,11,9,8,11,18,""
22,21,10,15,14,12,15,16,13,16,17,18,15,8,7,11,11,6,5,4,9,1,9,14,20,""
23,10,21,18,14,16,11,18,19,16,16,17,10,14,10,3,4,6,6,6,6,16,11,16,17,""
24,24,20,15,20,14,14,19,18,17,20,18,19,6,10,9,9,8,9,8,10,6,12,18,18,""
25,21,20,27,7,13,13,16,12,20,17,12,9,15,10,12,4,6,6,7,9,13,14,20,15,""
26,21,27,11,15,13,16,14,22,16,21,15,16,18,14,6,6,7,4,10,7,8,16,11,18,""
27,17,14,19,9,11,13,16,13,16,14,14,14,14,-1,-1,-1,-1,-1,5,10,9,10,19,18,""
28,18,16,12,16,13,15,9,11,20,20,18,16,9,15,9,4,4,2,6,8,8,12,18,21,""
29,15,18,15,14,19,17,-1,-1,13,19,15,13,10,10,11,10,7,8,10,4,9,8,22,15,""
30,18,17,17,16,13,16,19,16,15,17,13,16,13,10,6,5,5,10,10,4,8,6,14,18,""
31,13,24,15,11,18,14,12,14,15,17,15,17,7,11,12,7,1,3,7,5,10,-1,-1,-1,""
