mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,31,21,17,19,12,37,23,45,35,36,26,8,18,16,27,13,9,20,22,24,43,42,31,45,""
02,12,15,16,15,26,36,3,66,28,22,27,12,15,18,19,17,18,16,34,13,12,11,7,5,""
03,0,1,5,6,3,12,15,9,15,17,21,27,22,17,19,21,20,6,15,21,24,22,27,16,""
04,24,14,26,28,26,29,17,34,32,20,17,20,17,19,8,25,17,16,32,30,29,23,30,38,""
05,24,23,24,9,17,21,32,41,34,30,25,13,30,16,23,13,16,8,17,35,10,17,39,22,""
06,17,18,24,44,36,31,28,27,46,28,11,11,21,8,7,8,24,18,8,21,31,16,8,6,""
07,5,6,6,5,6,36,15,1,2,0,7,2,12,3,8,8,2,2,1,0,0,2,6,9,""
08,8,5,8,3,7,5,4,2,1,3,1,2,16,35,13,13,7,4,10,9,32,20,13,8,""
09,16,14,15,19,17,30,26,34,16,11,3,24,11,2,-1,-1,-1,-1,-1,14,29,23,18,9,""
10,2,8,15,19,17,27,29,38,38,33,17,15,10,7,9,11,11,15,10,26,28,45,25,21,""
11,12,16,15,32,25,30,60,49,51,17,28,16,19,22,16,13,24,26,16,19,18,30,43,23,""
12,18,28,18,37,29,52,47,41,43,20,23,22,18,11,14,11,15,10,25,18,39,38,42,55,""
13,37,13,34,48,37,41,52,41,64,33,15,27,30,16,15,18,16,18,19,23,37,56,32,28,""
14,33,24,18,22,31,51,49,36,43,47,28,32,24,28,20,14,20,17,24,19,39,18,38,23,""
15,23,13,30,30,46,54,61,54,50,39,9,21,16,17,29,10,14,7,18,19,27,29,20,32,""
16,23,9,11,19,14,33,37,34,43,27,32,20,22,17,8,13,12,16,7,14,21,19,23,15,""
17,21,12,2,19,41,43,32,54,42,26,9,20,19,11,3,3,0,8,9,25,25,17,27,15,""
18,11,12,17,26,27,39,45,46,37,37,20,26,13,18,16,16,15,20,32,16,17,18,24,14,""
19,13,18,17,18,38,45,56,36,53,15,23,15,19,14,20,12,8,5,18,24,27,26,20,20,""
20,24,19,26,26,42,34,55,42,44,39,33,17,18,26,16,18,15,27,9,17,22,28,24,29,""
21,18,23,28,28,43,51,52,42,33,15,19,15,14,7,16,10,5,5,6,9,16,7,19,12,""
22,9,7,10,6,14,16,16,20,18,11,10,10,9,11,4,12,6,9,10,26,9,12,7,8,""
23,5,5,4,8,8,10,9,20,14,6,11,20,15,7,8,6,4,5,10,11,10,15,7,1,""
24,2,3,4,5,8,12,19,17,23,12,3,7,5,6,4,8,8,6,9,8,15,16,13,8,""
25,4,7,8,13,8,19,11,29,26,23,7,12,7,7,3,6,11,10,9,13,5,11,15,9,""
26,4,6,10,5,9,8,13,11,15,15,11,16,3,5,3,8,7,9,9,14,10,11,16,8,""
27,9,11,3,12,14,9,9,25,13,8,13,18,6,15,10,7,13,8,8,10,12,21,14,9,""
28,7,8,11,10,29,15,24,20,44,16,14,13,10,6,7,11,4,7,10,8,11,10,19,5,""
29,7,9,-1,9,15,21,19,27,21,27,19,-1,13,5,12,8,11,11,5,13,8,15,24,7,""
30,13,8,11,4,10,19,14,13,16,11,10,12,8,8,5,6,4,11,7,7,8,8,16,10,""
31,2,3,2,15,14,10,18,26,17,10,4,2,6,6,14,26,10,15,6,7,2,-1,-1,-1,""
