mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,41,53,79,93,66,66,51,57,67,84,55,44,65,37,40,39,31,31,27,24,34,47,48,59,""
02,52,74,64,80,79,59,61,60,67,65,58,80,49,49,41,35,13,20,22,34,36,37,55,66,""
03,66,70,66,83,85,75,67,68,68,71,66,58,58,51,38,33,24,33,22,34,28,50,57,58,""
04,69,79,76,73,87,69,58,60,55,61,55,75,55,42,38,28,23,23,26,33,38,32,52,57,""
05,55,74,76,90,69,66,54,57,59,65,59,64,59,52,36,32,26,18,33,32,26,54,48,57,""
06,64,78,86,68,85,67,60,67,83,68,68,71,44,47,45,28,16,24,33,35,35,49,59,69,""
07,84,70,81,61,71,55,65,71,57,71,67,82,58,59,37,32,18,23,18,36,30,46,49,46,""
08,65,74,113,80,63,71,71,67,69,68,46,70,61,47,41,35,34,28,28,34,32,48,50,55,""
09,62,66,57,74,66,69,58,62,59,63,71,52,50,52,26,37,31,30,23,29,45,35,48,57,""
10,69,78,69,69,48,57,59,70,68,66,56,69,51,60,43,45,27,20,29,31,33,31,46,65,""
11,63,78,80,84,58,76,58,60,72,51,72,57,53,59,44,39,27,20,29,31,26,55,62,65,""
12,72,85,80,81,76,68,80,53,59,62,60,61,54,55,53,29,17,27,29,17,27,44,49,76,""
13,68,75,76,77,67,63,75,71,76,66,76,58,73,40,47,37,37,28,24,33,32,40,54,68,""
14,72,78,71,94,76,56,62,62,68,76,69,64,60,46,38,41,28,29,23,27,32,42,61,52,""
15,73,84,70,93,68,70,66,75,84,80,72,59,61,40,42,29,22,25,26,27,33,53,49,51,""
16,66,82,77,66,77,70,69,55,75,59,74,58,58,48,53,35,37,28,24,35,32,40,57,71,""
17,69,83,81,105,78,70,48,69,73,63,78,77,63,52,34,35,41,22,24,39,28,62,58,70,""
18,80,79,99,75,59,64,64,61,69,66,64,63,56,57,56,32,33,22,19,33,34,43,64,60,""
19,68,61,90,80,76,51,64,52,57,64,75,66,62,44,46,35,31,21,33,23,36,45,51,59,""
20,70,79,86,82,75,65,65,61,64,61,64,70,59,45,36,31,21,22,22,26,32,52,39,61,""
21,77,88,81,81,82,80,62,69,57,69,62,61,68,42,54,29,27,31,26,23,40,54,50,70,""
22,63,77,95,79,84,69,77,75,96,68,63,60,50,60,54,38,25,28,22,33,30,47,49,67,""
23,74,77,73,83,78,64,59,62,76,73,72,69,56,53,45,38,18,32,26,21,43,40,35,64,""
24,69,71,88,76,78,68,79,71,52,61,59,57,58,60,38,45,31,23,30,30,30,51,45,55,""
25,84,100,93,73,84,76,68,61,76,82,70,74,83,62,41,27,30,22,24,21,30,48,52,60,""
26,71,84,79,85,74,80,62,76,77,70,65,70,64,54,42,39,23,21,29,26,35,35,62,61,""
27,82,63,98,96,80,79,66,54,96,73,69,76,55,70,54,32,28,38,23,34,33,45,73,60,""
28,88,86,84,100,77,73,71,74,67,77,69,83,74,47,48,42,25,24,28,17,33,41,48,61,""
29,59,106,106,85,89,72,66,70,71,81,68,63,70,52,48,37,30,23,22,31,34,40,51,74,""
30,82,79,72,94,86,76,66,71,66,76,71,63,71,62,47,47,24,21,16,30,36,42,55,59,""
31,80,79,69,90,79,64,69,65,72,63,77,88,74,54,50,42,25,29,16,24,31,52,61,-1,""
