mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,2,1,4,1,2,3,3,1,1,2,0,0,0,0,1,3,0,1,1,1,0,0,0,1,""
02,0,1,0,1,1,0,0,0,2,58,24,23,6,0,1,0,2,0,1,0,1,2,0,0,""
03,1,0,0,0,0,0,0,5,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,""
04,1,2,0,3,1,1,0,7,29,44,2,0,1,0,0,0,0,1,0,0,0,1,0,0,""
05,0,0,0,0,2,1,3,1,0,6,2,1,5,12,2,2,0,0,2,0,0,3,4,2,""
06,1,1,1,3,4,0,1,4,1,0,0,0,1,1,3,0,0,2,0,0,1,2,1,3,""
07,1,1,4,3,2,3,3,1,2,2,3,2,0,0,0,0,1,1,0,0,1,0,0,0,""
08,1,0,3,2,4,1,4,1,1,0,3,3,1,2,1,2,0,0,12,13,2,9,3,0,""
09,0,0,0,1,1,2,2,31,23,16,63,1,30,32,16,25,12,5,21,4,4,23,3,2,""
10,1,2,1,4,2,0,1,9,8,1,23,20,1,0,0,4,23,7,8,1,3,16,1,3,""
11,2,1,3,2,6,2,3,35,8,4,3,0,0,0,1,4,0,1,0,0,3,1,0,0,""
12,2,1,1,1,3,2,0,2,2,2,0,0,1,2,1,0,0,1,0,1,1,1,1,2,""
13,1,4,0,1,2,2,3,4,3,1,0,2,1,2,0,1,1,1,2,2,0,1,2,1,""
14,0,0,2,0,0,0,1,0,1,0,4,2,1,0,0,0,0,1,0,2,0,1,1,1,""
15,1,1,0,0,0,0,0,0,5,1,0,2,0,0,1,1,0,1,1,3,2,0,1,0,""
16,3,2,5,2,4,1,3,3,62,31,29,20,1,1,0,1,0,1,0,0,1,0,0,3,""
17,0,1,0,1,0,3,0,8,3,2,1,1,5,13,9,0,0,0,1,0,0,0,1,0,""
18,0,0,0,1,1,1,0,3,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,""
19,0,0,1,2,0,1,0,6,3,3,1,1,11,9,8,6,59,1,48,3,1,0,0,1,""
20,0,1,3,0,1,2,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,""
21,1,2,1,0,3,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,""
22,5,0,1,1,2,1,3,1,0,3,2,23,2,0,0,0,0,0,1,0,1,0,0,0,""
23,0,0,3,0,1,0,14,58,18,3,3,1,0,2,0,0,0,1,0,0,0,0,0,0,""
24,0,0,2,0,0,1,2,8,15,38,11,64,0,0,0,0,0,0,1,2,1,0,2,0,""
25,1,0,0,1,0,0,12,16,5,3,0,11,19,9,15,52,0,4,13,2,31,0,1,0,""
26,1,0,1,0,1,1,0,0,2,3,9,44,49,2,0,0,0,1,0,0,0,0,0,0,""
27,0,0,0,2,0,1,1,12,3,0,0,2,0,1,0,1,0,0,0,2,0,0,0,1,""
28,3,0,0,0,0,3,5,2,4,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,""
29,1,3,2,2,2,0,2,0,0,1,1,0,0,1,3,5,0,0,0,0,0,0,3,0,""
30,0,1,0,0,0,2,1,1,3,0,0,0,0,0,8,0,0,1,0,0,0,10,2,3,""
31,0,0,3,1,0,0,0,1,0,2,0,4,2,0,2,0,0,1,0,0,-1,-1,-1,-1,""
