May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,35,37,39,32,45,27,17,11,9,9,8,16,26,35,29,39,49,51,54,65,66,81,82,71
2,58,48,35,34,31,10,21,11,8,9,15,14,34,51,34,47,43,54,54,56,77,75,60,58
3,-1,23,16,23,18,22,17,13,6,11,12,28,28,33,35,53,56,56,79,59,68,73,90,76
4,58,47,46,39,32,34,26,18,14,9,10,13,17,36,35,37,46,46,61,63,86,95,71,62
5,47,32,24,37,36,23,15,14,4,12,5,14,26,47,32,56,47,47,68,72,78,99,83,73
6,53,29,34,47,39,33,20,21,9,12,16,15,33,44,49,33,37,41,55,58,69,99,86,64
7,55,51,41,42,40,34,21,17,11,14,16,8,42,63,54,54,54,60,41,82,77,93,81,71
8,64,43,44,58,53,40,40,19,9,13,13,15,48,41,54,67,54,68,66,68,93,103,92,80
9,67,41,40,63,42,46,24,15,14,14,10,16,41,42,50,48,77,84,75,112,103,107,99,85
10,55,65,59,66,57,45,31,24,-1,19,14,24,29,42,57,58,78,167,81,85,120,129,99,93
11,63,50,44,60,73,38,28,23,21,14,16,29,40,51,58,58,75,79,77,112,104,127,97,78
12,65,49,67,63,58,54,32,20,16,21,14,20,31,42,54,59,50,63,66,81,92,113,98,83
13,51,49,53,63,59,56,33,21,18,16,8,20,29,44,35,52,57,78,56,76,79,112,103,81
14,54,33,38,47,27,39,28,-1,-1,-1,-1,25,35,51,58,53,59,55,57,59,102,90,72,69
15,-1,-1,39,43,33,38,22,-1,-1,-1,13,28,29,38,45,74,53,40,63,62,81,89,81,-1,-1
16,54,-1,35,47,36,27,22,13,20,16,17,16,37,36,45,53,68,64,55,67,83,95,83,45
17,67,33,43,62,45,33,32,22,12,16,12,18,31,38,49,47,57,84,65,78,88,97,77,66
18,58,38,48,34,53,40,17,16,11,12,9,14,37,48,64,54,77,72,71,87,84,90,99,53
19,-1,-1,36,-1,24,35,16,13,9,17,7,13,29,41,50,41,53,57,63,75,92,113,101,82
20,42,33,30,20,17,17,11,-1,-1,11,9,19,30,29,40,56,65,53,64,60,89,90,82,56
21,27,26,28,31,16,17,13,12,7,6,13,13,24,37,44,51,41,52,40,76,65,66,67,71
22,31,28,22,32,31,15,13,5,6,7,8,21,36,27,35,47,41,64,42,81,88,83,57,78
23,53,30,-1,-1,8,24,23,10,-1,-1,7,14,27,35,37,46,45,65,50,47,49,68,68,48
24,-1,18,7,6,13,18,-1,-1,-1,2,4,11,16,40,39,36,59,50,43,55,86,72,65,60
25,-1,-1,12,23,19,12,17,5,10,11,10,34,23,49,32,35,57,50,35,63,58,75,63,56
26,60,19,33,-1,25,25,16,11,6,8,7,16,23,22,28,34,40,57,58,53,66,86,69,94
27,37,24,32,43,41,38,26,23,-1,16,11,16,29,43,45,39,43,61,48,68,82,97,53,59
28,40,30,30,35,36,-1,28,21,9,8,15,29,27,39,36,54,48,55,76,77,82,81,64,77
29,40,45,30,50,32,34,20,18,14,14,10,26,41,48,59,54,45,51,65,62,76,93,85,65
30,30,26,32,33,38,22,35,20,17,12,5,20,29,48,60,42,57,57,59,81,73,112,53,54
31,-1,30,62,57,50,-1,-1,-1,-1,19,14,21,30,36,62,55,45,70,67,73,95,3,-1,-1,-1
