May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,1,1,-1,1,1,2,1,5,7,3,6,2,7,4,4,9,9,1,2,1,3
2,1,-1,2,2,1,-1,-1,1,1,4,5,11,4,11,6,20,7,12,3,-1,12,10,3,2
3,3,-1,4,4,-1,2,1,2,2,5,6,9,16,14,16,12,10,20,11,9,2,4,-1,1
4,-1,10,2,1,1,-1,2,4,10,13,7,14,14,23,13,14,13,8,12,3,1,-1,-1,-1,-1
5,-1,2,-1,2,1,2,2,2,5,2,6,18,12,14,18,11,17,16,12,6,6,4,-1,1
6,-1,6,4,4,2,1,5,-1,3,5,12,13,14,22,10,27,20,25,14,14,6,2,6,-1,-1
7,1,1,1,3,2,1,2,3,4,11,15,12,24,24,16,21,12,21,14,11,6,8,1,-1,-1
8,-1,1,1,1,1,2,3,6,2,20,12,21,31,12,16,31,23,25,31,14,5,2,3,2
9,2,1,-1,6,2,3,6,2,5,10,13,24,25,25,26,14,20,25,16,10,2,9,3,6
10,6,4,1,7,7,2,4,8,15,19,20,51,40,20,37,24,35,25,25,8,7,6,5,1
11,4,1,3,8,4,3,12,6,16,14,29,36,21,173,392,31,26,18,13,8,6,19,4,2
12,1,4,1,3,1,1,3,12,5,11,26,37,31,38,27,21,30,13,10,7,11,8,4,5
13,5,6,4,11,7,7,18,14,8,20,30,43,44,38,28,22,42,23,23,14,13,15,12,5
14,3,3,3,17,11,14,15,15,20,31,21,34,42,28,37,13,27,14,28,13,26,32,-1,7
15,1,2,12,4,3,8,7,8,13,28,8,9,4,8,10,11,12,9,4,9,7,2,1,1
16,1,-1,3,1,3,1,6,2,6,6,7,12,15,6,12,8,5,5,5,6,6,5,5,1
17,1,2,-1,-1,2,3,2,2,3,14,10,11,13,9,10,15,8,12,15,6,3,4,1,4
18,3,-1,-1,3,-1,6,4,5,6,7,11,14,12,12,7,20,4,11,14,4,4,6,1,2
19,2,9,1,1,2,5,4,3,9,5,7,15,14,20,11,8,10,12,5,5,2,-1,7,4
20,-1,-1,1,3,8,7,5,11,13,13,16,17,21,20,28,15,23,16,7,10,5,4,8,9
21,-1,1,2,7,6,3,7,5,23,13,21,19,21,16,19,18,8,16,13,16,5,13,5,1
22,2,3,3,4,7,2,6,8,22,15,16,19,23,17,20,12,5,9,3,3,16,7,2,2
23,2,2,4,5,4,9,3,13,9,7,18,20,22,14,12,14,16,17,36,6,10,4,2,2
24,5,3,5,10,8,5,12,10,11,18,17,19,26,16,17,15,12,10,6,1,6,9,11,1
25,3,3,2,4,17,5,9,13,19,33,20,22,16,20,24,31,21,18,20,16,6,6,11,1
26,8,3,1,2,5,7,9,11,11,8,10,22,26,12,17,10,19,21,3,10,6,4,2,3
27,6,2,4,4,12,5,5,7,10,13,14,17,21,12,29,21,10,8,14,49,9,6,9,10
28,20,4,9,5,4,8,8,11,11,14,14,26,26,26,14,34,11,14,10,6,4,9,10,10
29,3,1,5,34,31,19,23,20,31,56,49,47,39,56,48,43,40,156,19,98,8,6,3,4
30,3,3,-1,8,20,4,12,12,22,20,20,29,34,29,40,18,22,2,-1,-1,-1,-1,-1,-1,-1
31,11,8,32,16,35,41,19,22,32,39,69,58,70,71,58,45,65,43,30,25,8,10,8,7
