sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,5,5,1,5,2,6,17,63,33,22,20,32,8,0,1,2,0,4,1,2,14,2,2,1
02,1,3,41,44,30,30,9,44,56,27,4,0,1,1,2,1,1,0,0,7,5,7,3,5
03,6,2,5,29,91,129,129,72,22,8,11,4,1,2,0,2,17,2,4,12,8,11,17,11
04,15,28,49,35,10,58,139,137,59,6,5,2,2,2,23,25,8,19,74,71,103,99,100,139
05,149,111,90,55,99,128,134,97,70,50,70,61,21,8,10,9,10,47,40,86,77,57,56,101
06,113,151,133,151,106,123,132,140,148,68,74,79,72,29,20,14,25,45,16,56,84,70,65,56
07,61,52,27,39,53,86,74,62,48,48,46,18,20,16,12,17,13,61,50,63,124,133,146,123
08,80,48,80,33,77,100,135,105,65,71,32,26,45,17,8,3,5,4,2,47,45,65,65,74
09,76,111,127,93,110,114,123,57,82,102,84,52,68,43,34,10,4,15,14,21,10,34,25,28
10,40,71,58,92,114,108,126,139,140,98,55,21,18,25,21,11,26,38,69,75,52,64,63,57
11,34,26,36,38,37,125,110,88,93,58,64,44,13,11,14,28,35,39,30,68,57,72,88,67
12,102,126,106,54,64,88,100,111,79,38,60,59,58,67,36,25,15,22,70,72,122,141,63,35
13,71,52,69,47,73,83,128,121,75,39,57,21,25,23,3,6,7,12,35,16,38,59,94,103
14,119,112,83,93,95,145,153,134,100,89,18,22,4,18,20,8,9,24,15,51,51,52,120,66
15,66,84,95,96,80,91,126,117,79,54,36,20,12,3,5,2,7,17,33,32,20,23,12,28
16,26,68,71,52,110,108,68,43,73,30,23,5,6,0,1,4,2,2,18,21,10,15,10,16
17,57,116,135,140,124,112,86,58,42,87,43,36,29,22,14,19,10,36,69,80,85,77,77,89
18,120,129,95,100,150,150,143,142,82,64,84,49,11,2,4,1,1,0,0,7,4,11,50,84
19,64,82,14,17,19,42,49,103,101,66,26,10,4,21,16,17,17,32,49,65,56,48,34,43
20,67,52,70,38,65,98,103,86,120,70,66,50,57,46,24,14,16,13,4,9,50,114,54,70
21,79,74,61,77,89,103,93,85,54,85,38,3,0,5,1,0,4,18,26,53,56,77,95,52
22,55,91,68,94,114,134,137,123,137,125,35,13,4,7,2,5,4,2,37,32,36,62,90,110
23,32,53,19,59,109,21,5,38,16,4,2,2,2,0,1,4,2,1,0,3,1,2,9,9
24,6,7,32,40,4,13,9,4,0,8,31,14,6,19,23,16,27,33,67,60,70,76,104,112
25,119,86,75,67,109,148,146,141,107,33,50,58,42,55,54,8,4,21,90,73,35,73,86,56
26,59,45,40,1,1,2,2,2,1,2,0,1,0,1,0,2,5,36,82,91,87,82,118,98
27,66,92,48,1,4,4,4,0,5,1,0,1,0,1,2,0,1,23,43,51,39,68,46,58
28,50,37,37,2,14,10,0,1,27,36,39,36,30,40,40,37,2,0,0,2,1,1,1,6
29,10,1,1,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,1,4,5,43
30,57,0,0,1,0,18,9,24,46,32,1,0,0,0,0,0,1,1,0,0,0,0,0,0
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
