jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,19,20,18,24,19,24,21,17,22,17,27,21,11,2,1,4,3,4,1,0,4,4,5,""
02,4,1,3,7,6,8,5,8,10,21,31,15,19,8,24,15,20,17,12,19,15,17,16,12,""
03,18,18,13,26,32,21,29,25,24,22,27,22,24,31,21,23,15,11,9,15,12,18,18,19,""
04,15,18,25,17,25,23,36,23,15,17,23,24,22,22,15,26,23,23,11,16,16,15,19,25,""
05,23,20,22,19,29,25,26,21,26,31,21,28,30,21,33,25,16,14,15,25,18,15,14,28,""
06,21,24,23,23,28,25,30,16,1,14,22,19,26,18,25,16,22,20,14,14,18,18,16,16,""
07,16,19,16,26,20,18,27,33,13,19,20,29,26,27,30,20,19,23,20,16,11,13,10,13,""
08,15,23,23,19,26,32,28,35,14,19,18,26,25,29,22,28,24,18,18,15,20,16,18,13,""
09,17,15,18,25,24,20,35,26,26,28,22,21,20,20,19,17,13,18,14,15,21,16,21,18,""
10,23,23,18,27,25,21,35,39,30,32,19,30,31,16,23,26,19,16,21,25,21,23,19,23,""
11,15,16,22,27,35,27,36,30,23,41,27,34,29,22,21,20,28,19,21,22,17,17,23,19,""
12,25,24,22,31,18,36,26,28,25,15,19,18,25,26,22,27,18,18,16,21,27,16,20,19,""
13,23,27,18,28,26,27,30,19,31,30,17,20,22,27,29,18,32,18,29,25,13,23,27,20,""
14,25,24,21,23,23,30,23,30,37,25,28,25,24,16,21,29,21,31,16,19,21,21,17,20,""
15,16,22,27,28,37,36,32,33,27,18,32,29,19,20,16,29,19,17,29,24,22,16,26,20,""
16,20,22,23,25,25,29,29,40,26,36,24,29,18,24,24,23,29,25,25,18,18,20,19,18,""
17,15,20,30,25,25,28,23,28,27,40,24,30,30,26,21,21,23,20,19,26,14,21,24,24,""
18,33,17,19,32,33,21,8,0,0,0,23,18,28,24,28,14,19,17,16,22,32,21,20,27,""
19,18,20,27,25,23,30,26,26,30,20,31,16,27,14,30,30,31,21,24,26,19,28,36,14,""
20,22,37,23,29,33,30,25,32,25,31,24,29,34,26,35,34,18,13,31,23,23,25,20,31,""
21,31,31,28,18,28,29,26,26,29,32,44,33,25,25,42,27,25,30,27,22,25,26,23,19,""
22,34,31,39,31,20,22,32,31,31,22,27,43,36,29,32,29,25,33,22,30,22,18,25,31,""
23,26,31,28,41,33,24,18,34,38,26,26,23,31,23,25,22,31,19,24,27,22,24,24,19,""
24,30,29,23,25,35,30,40,29,22,31,23,24,21,30,26,29,27,32,27,20,21,34,34,32,""
25,22,26,27,37,30,31,33,31,39,25,31,31,24,26,25,26,27,40,18,25,29,18,24,26,""
26,15,25,27,36,28,37,31,36,31,27,29,33,26,33,28,38,38,33,26,27,25,22,31,39,""
27,30,29,27,38,34,46,35,26,40,40,43,26,36,45,43,36,29,27,30,22,19,26,26,22,""
28,27,30,41,36,29,30,37,36,45,31,36,35,24,26,35,38,32,33,29,29,16,29,32,30,""
29,35,25,24,35,40,43,37,31,33,27,27,25,28,28,25,36,24,40,42,24,38,42,21,31,""
30,34,35,41,34,35,36,32,29,33,27,19,21,22,26,17,23,20,31,17,21,26,21,16,24,""
31,25,27,32,28,30,26,33,29,37,31,20,23,22,29,25,25,22,25,25,25,33,21,23,-1,""
