jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,5,9,14,15,26,22,34,26,22,14,10,14,23,17,13,9,13,6,9,8,3,1,8,3,""
02,4,8,13,14,17,18,12,16,20,7,22,20,13,15,22,14,15,18,12,4,7,11,12,8,""
03,7,14,15,20,26,24,28,19,29,12,14,17,25,21,16,22,12,9,6,5,7,12,8,5,""
04,11,6,8,18,32,84,37,29,20,14,8,15,19,27,27,20,14,5,6,5,4,5,12,14,""
05,12,13,14,21,15,24,18,27,26,28,16,20,19,30,18,17,21,11,5,12,15,8,10,11,""
06,13,20,21,25,10,33,30,22,7,0,8,18,19,16,23,17,12,21,12,7,10,21,41,13,""
07,27,23,18,26,25,27,27,29,26,14,12,13,13,22,18,17,15,5,7,7,11,5,13,10,""
08,11,20,19,18,27,25,26,27,16,20,7,15,17,20,26,16,15,20,9,10,9,5,8,13,""
09,10,15,27,27,30,35,27,27,29,17,13,23,17,22,18,21,14,18,10,9,9,9,13,14,""
10,20,25,16,25,32,31,35,32,22,31,18,16,12,22,24,22,18,17,8,13,11,9,16,12,""
11,11,17,26,24,26,29,25,30,16,18,10,13,17,20,16,21,17,22,16,5,14,13,18,8,""
12,21,19,21,29,28,20,22,20,23,24,18,21,20,21,15,22,26,17,13,12,8,13,13,15,""
13,15,7,22,25,34,39,19,20,25,14,22,13,12,19,19,13,12,12,8,13,10,10,10,14,""
14,12,20,21,29,29,22,17,28,14,25,17,12,16,12,19,22,14,19,10,9,9,12,15,16,""
15,14,16,26,18,27,22,27,23,27,26,15,19,19,26,21,22,16,12,13,13,9,12,13,14,""
16,20,24,26,33,32,18,30,22,27,21,26,15,15,19,11,11,20,8,7,7,9,15,7,13,""
17,8,50,36,79,26,17,14,19,22,29,14,21,15,17,15,21,16,21,14,14,15,20,11,19,""
18,26,24,18,36,38,30,32,7,0,0,0,15,23,15,16,27,13,15,12,9,13,16,11,13,""
19,30,20,30,30,24,25,24,21,18,20,21,21,24,12,27,23,19,9,15,16,9,10,15,16,""
20,12,20,34,33,22,32,29,19,17,21,8,14,19,18,24,28,15,13,12,11,12,20,16,18,""
21,24,25,29,37,29,36,21,15,22,17,10,17,27,20,20,18,30,19,11,13,20,11,11,12,""
22,23,26,42,45,36,59,35,31,13,17,21,13,13,20,24,22,21,10,13,12,16,10,21,19,""
23,19,32,38,36,54,42,48,34,12,21,15,21,25,34,24,26,18,10,9,21,24,16,23,10,""
24,18,38,30,50,49,33,32,30,13,17,18,24,17,24,22,21,22,10,16,10,14,17,15,18,""
25,16,33,45,43,51,40,35,36,19,20,14,23,19,16,27,19,16,15,11,9,12,9,17,19,""
26,26,50,47,57,52,37,43,21,23,19,14,10,21,21,12,20,10,13,13,8,10,14,26,24,""
27,22,45,51,56,51,37,34,28,33,11,23,18,15,19,32,25,21,20,15,18,21,12,29,29,""
28,36,56,81,75,64,57,46,34,23,19,27,12,29,28,30,17,9,19,11,15,12,8,13,30,""
29,37,53,66,69,64,55,38,28,17,19,16,22,16,11,17,23,22,20,13,15,10,12,15,23,""
30,28,58,64,55,61,50,48,37,32,16,22,10,16,26,28,15,12,13,13,13,8,7,10,19,""
31,27,36,42,58,60,60,35,16,21,21,19,18,17,24,20,24,26,12,13,13,27,13,16,32,""
