jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,39,38,33,44,40,46,42,41,23,43,38,49,57,33,22,33,10,23,26,13,10,22,16,14,""
02,22,33,36,31,46,43,33,31,32,34,32,28,55,59,52,64,31,22,13,21,16,22,36,22,""
03,27,32,45,38,37,41,40,48,46,26,30,38,42,38,36,18,28,18,25,10,11,11,22,19,""
04,76,190,25,30,34,25,34,27,27,33,22,36,39,29,29,28,45,19,9,15,12,22,23,30,""
05,20,40,48,46,51,55,52,38,41,32,27,40,49,40,28,39,18,20,13,15,13,16,25,30,""
06,40,39,37,42,46,49,35,13,0,20,28,19,38,40,37,24,24,20,14,0,8,14,14,36,""
07,30,25,31,39,46,61,40,28,29,26,38,40,32,39,27,21,18,14,4,18,14,9,22,26,""
08,24,22,23,46,37,42,32,33,25,17,30,26,34,27,34,32,18,14,15,8,9,16,26,12,""
09,25,20,32,32,34,40,38,41,30,25,37,30,25,21,29,46,20,19,15,12,14,13,20,28,""
10,35,43,52,57,36,37,44,35,37,19,28,25,29,23,20,23,18,18,15,11,15,27,27,35,""
11,35,47,37,51,45,37,35,36,32,28,30,35,33,21,15,20,15,12,16,10,24,11,18,26,""
12,38,35,42,43,41,49,28,29,38,34,25,25,39,29,27,19,17,13,18,13,18,20,22,28,""
13,31,35,39,45,48,32,37,35,23,20,17,22,22,18,19,21,16,11,13,8,16,24,21,22,""
14,21,32,34,31,49,21,48,29,23,20,19,35,11,20,21,14,17,16,13,6,9,23,20,20,""
15,24,40,30,23,26,32,34,29,34,25,24,28,31,32,20,11,15,8,14,8,20,30,22,22,""
16,25,36,36,39,36,37,19,40,25,27,27,23,22,16,25,18,18,31,13,8,11,11,7,24,""
17,29,32,38,30,37,28,23,29,29,26,23,32,21,26,36,27,22,25,15,12,8,5,16,23,""
18,32,32,35,35,40,36,8,0,5,2,26,17,23,19,22,38,18,18,15,21,26,23,23,26,""
19,40,53,45,29,29,34,29,39,38,21,25,28,33,34,24,40,28,24,14,11,25,16,25,33,""
20,42,53,41,33,48,48,35,29,39,26,39,34,25,30,25,20,19,17,24,15,22,15,17,30,""
21,41,54,46,61,36,43,39,27,37,21,29,25,16,22,23,19,25,20,20,30,15,21,26,32,""
22,53,62,51,57,43,29,24,22,31,21,26,23,30,15,21,17,14,12,12,17,12,28,19,35,""
23,47,55,57,51,41,55,43,28,31,43,15,19,25,16,25,10,16,13,12,19,18,30,24,25,""
24,42,47,47,67,50,41,36,29,25,20,26,21,27,36,44,17,14,18,17,17,20,26,21,31,""
25,50,44,45,49,50,46,40,40,28,24,35,17,22,18,21,21,20,22,12,17,26,23,40,24,""
26,53,63,55,59,48,41,31,26,37,32,24,32,23,15,17,17,18,20,143,51,24,20,23,18,""
27,35,49,44,42,45,35,28,22,28,14,11,6,5,12,6,8,9,7,5,6,10,7,12,12,""
28,20,28,31,22,25,19,10,18,12,11,6,11,7,22,27,17,15,12,6,9,2,2,11,15,""
29,27,20,15,22,20,18,29,27,19,5,5,1,7,9,6,11,6,0,5,5,12,16,10,11,""
30,23,19,32,29,17,16,7,7,11,7,4,2,3,3,4,3,2,2,0,2,14,44,38,14,""
31,19,18,24,23,23,12,11,11,7,8,6,2,7,3,6,4,3,7,7,9,3,5,15,-1,""
