jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,5,4,7,5,0,1,4,5,6,5,16,4,14,4,11,9,10,13,4,12,2,2,9,""
02,5,16,11,15,15,23,13,19,32,25,13,24,28,13,41,30,41,27,35,14,23,18,10,20,""
03,6,6,1,2,2,4,0,0,3,3,3,8,11,18,12,9,11,8,12,6,6,7,3,0,""
04,5,4,2,2,2,3,1,0,5,6,2,2,7,22,12,10,6,9,10,18,9,9,5,2,""
05,8,7,6,2,7,9,8,11,6,14,9,13,15,9,13,15,15,13,20,5,13,12,12,14,""
06,13,19,13,5,5,5,7,17,8,16,14,20,7,10,18,22,21,18,24,34,38,20,19,23,""
07,23,19,20,23,19,13,11,19,18,21,50,41,30,53,45,59,67,48,38,39,34,25,12,10,""
08,13,11,7,5,1,4,5,4,7,11,10,10,12,15,18,9,24,25,18,12,17,13,5,1,""
09,2,5,13,11,6,6,6,9,3,4,9,10,13,11,11,11,2,1,8,12,3,3,6,6,""
10,8,3,3,8,5,5,4,8,9,5,6,4,18,33,19,29,15,18,12,12,6,6,4,2,""
11,9,4,0,3,1,1,4,6,7,6,0,2,9,7,10,5,11,4,4,5,5,6,4,3,""
12,7,3,6,3,2,1,5,2,3,4,3,3,3,3,4,7,10,8,7,3,6,3,3,4,""
13,6,0,2,9,13,19,20,15,12,5,10,24,10,18,23,30,73,117,140,100,106,81,47,48,""
14,25,38,38,38,43,47,44,34,50,65,54,45,39,73,51,57,56,68,43,24,18,11,30,30,""
15,41,55,48,38,50,47,69,77,86,58,42,37,41,56,78,86,81,102,75,78,86,79,61,49,""
16,37,30,33,26,10,9,12,21,28,47,43,35,31,60,53,61,59,57,33,36,27,28,22,10,""
17,18,21,11,22,8,32,22,17,30,36,27,19,28,27,36,22,30,34,20,37,33,29,24,23,""
18,18,9,15,28,20,9,16,17,19,19,10,26,30,59,33,69,55,59,32,34,14,8,5,3,""
19,2,1,1,1,7,6,3,0,1,2,0,5,10,6,9,2,7,2,6,5,4,2,2,2,""
20,1,2,2,5,2,0,7,2,11,10,12,15,18,28,33,35,49,46,38,36,35,28,22,15,""
21,30,11,8,4,8,9,8,3,7,5,5,4,1,6,4,4,6,9,5,10,8,7,8,1,""
22,1,7,6,6,9,16,5,2,6,9,10,12,10,15,11,14,21,10,14,15,13,10,3,3,""
23,1,2,3,5,3,5,6,5,4,7,10,12,19,23,27,32,31,29,24,12,20,13,18,6,""
24,4,0,4,2,1,3,3,8,6,8,12,7,12,22,18,26,19,24,25,27,21,27,10,20,""
25,11,10,1,4,8,7,9,15,11,24,23,25,13,9,7,10,3,18,35,21,35,16,18,13,""
26,20,54,35,15,11,22,11,36,13,25,25,12,19,46,59,63,101,83,111,84,70,52,34,67,""
27,27,13,20,15,0,0,0,0,0,1,0,56,93,104,59,31,22,22,28,19,59,72,40,28,""
28,13,2,2,0,0,0,1,0,0,1,4,8,3,0,2,0,2,2,6,2,3,1,1,1,""
29,1,1,2,2,1,4,1,2,1,1,5,10,6,9,10,7,7,6,3,4,4,4,3,5,""
30,7,4,4,4,8,4,5,8,2,12,3,2,17,28,27,38,29,32,24,27,10,22,16,14,""
31,15,10,14,8,16,11,17,20,12,9,16,19,12,27,21,24,12,12,18,38,21,41,49,13,""
[E]hgm{l~'belbfj`,"bIndh`e'jfd"
