Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,16,23,36,27,31,33,27,16,25,22,29,22,27,22,12,11,10,16,31,24,30,19,38,14
2,18,12,11,25,20,14,18,11,16,17,11,23,24,16,25,19,8,23,11,15,21,23,15,7
3,18,13,9,15,12,18,17,14,18,10,20,15,14,16,17,9,6,15,15,12,16,14,13,12
4,8,10,9,8,18,17,24,11,10,6,4,15,9,22,9,10,12,8,11,13,18,24,16,16
5,11,15,27,17,15,23,23,18,17,22,27,9,7,17,13,8,10,8,8,13,13,18,15,17
6,8,14,12,35,19,27,17,21,19,25,49,19,18,6,31,10,7,9,14,11,18,16,23,14
7,15,21,14,25,23,20,23,30,24,24,11,10,18,20,24,17,11,15,18,19,17,17,12,21
8,12,29,14,18,23,18,17,21,14,28,19,25,16,14,19,14,13,12,15,17,16,15,24,17
9,14,9,13,13,24,36,29,23,24,20,13,9,9,9,13,14,10,14,24,16,19,18,17,11
10,25,24,13,17,22,27,30,32,17,25,23,7,11,16,11,7,9,9,10,25,20,24,14,23
11,11,27,10,9,23,28,36,51,28,31,21,16,26,29,19,22,13,8,16,255,20,41,51,43
12,29,31,16,23,39,60,48,43,35,23,33,22,21,7,21,8,12,15,39,38,45,33,47,19
13,20,29,24,19,79,58,69,69,40,29,19,9,14,9,5,10,14,19,27,49,61,51,69,56
14,67,67,112,57,104,111,115,106,75,57,20,12,12,17,7,22,5,27,43,68,71,100,173,140
15,103,58,35,63,73,68,72,35,59,35,36,8,16,11,16,7,4,14,10,10,21,14,18,13
16,9,11,10,30,16,14,18,13,23,9,24,52,71,25,17,9,2,14,10,16,19,15,9,12
17,28,26,16,10,25,38,16,23,24,18,14,17,14,10,15,7,14,9,5,10,18,18,14,24
18,14,12,46,10,21,38,14,28,24,11,9,15,9,16,9,11,5,12,9,12,12,20,14,20
19,20,17,19,9,26,17,18,20,26,16,17,8,9,15,9,13,19,4,13,9,8,15,26,12
20,7,7,12,17,28,13,31,36,27,19,9,13,18,8,14,7,8,9,7,4,3,13,11,11
21,10,10,17,12,9,14,24,33,21,16,7,6,12,17,15,9,18,3,8,8,8,12,9,25
22,9,23,34,35,25,15,17,17,47,24,12,18,11,17,4,23,15,11,13,4,7,2,7,23
23,18,58,19,12,28,16,15,18,25,20,16,11,12,8,11,13,11,12,7,9,12,7,9,27
24,6,10,12,11,22,13,6,31,12,15,13,17,10,29,-1,-1,-1,-1,-1,6,12,19,8,9
25,7,24,9,8,11,16,10,13,28,20,25,15,21,12,19,-1,-1,-1,-1,-1,-1,-1,6,10
26,20,6,11,7,10,15,8,20,23,7,14,8,9,8,10,8,7,8,7,10,10,10,7,11
27,6,13,6,12,10,7,4,6,30,7,9,15,23,14,10,14,16,10,10,11,8,8,10,17
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,10,8,21,-1,-1,-1,-1,8,8,12,5,8,14
29,22,11,5,21,26,16,11,18,20,22,23,18,12,16,12,9,4,19,7,10,4,7,10,7
30,10,8,14,9,16,13,14,18,13,24,15,21,19,29,11,9,8,11,11,8,10,13,6,7
31,8,30,19,25,13,17,17,12,19,25,25,12,23,24,11,9,12,13,15,12,15,11,8,11
