Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,27,86,82,87,73,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,30,2
2,-1,-1,2,81,75,61,88,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,35,2
3,-1,-1,18,72,86,71,52,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,46,5
4,-1,-1,1,116,80,71,88,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,36,4
5,-1,-1,3,84,109,73,87,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,44,3
6,-1,-1,3,81,94,91,75,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,40,4
7,-1,-1,-1,4,76,84,103,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,35,-1,-1
8,-1,-1,7,62,73,86,76,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,60,19
9,-1,-1,1,56,89,84,93,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,30,9
10,-1,-1,14,64,79,99,64,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,22,3
11,-1,-1,20,60,91,79,51,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,67,7
12,-1,1,1,60,69,77,70,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,67,-1,-1
13,-1,-1,16,122,89,84,42,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,40,-1,-1
14,-1,1,23,29,86,93,133,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,193,140,5
15,-1,-1,18,141,113,87,149,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,42,-1,-1
16,-1,1,3,33,21,34,18,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,25,6
18,-1,-1,1,100,75,71,64,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,36,7
19,-1,-1,36,69,65,78,85,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,30,2
20,-1,-1,1,60,90,77,68,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,31,-1,-1
21,-1,-1,-1,38,85,51,76,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,45,1
22,-1,-1,16,55,93,80,63,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,52,10
23,-1,-1,16,76,79,96,71,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,28,5
24,-1,5,38,78,63,75,71,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,37,10
25,2,-1,-1,16,70,58,91,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,27,-1,-1
27,-1,2,28,31,55,54,50,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,15,-1,-1
28,-1,-1,1,30,53,65,67,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,28,3
29,-1,-1,16,81,82,50,53,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,20,1
30,-1,-1,8,96,60,61,55,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,35,3
31,4,7,26,75,77,65,57,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
