Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,11,8,11,4,7,3,6,2,4,4,5,2,4,2,5,4,2,9,8,8,15,15,10,10
2,9,8,12,6,9,4,7,9,3,1,3,3,4,3,9,3,10,8,13,10,13,16,14,9
3,8,12,12,14,11,8,8,4,4,1,5,9,2,6,7,10,10,14,5,20,11,22,19,10
4,13,13,8,8,13,4,5,1,-1,4,3,4,8,5,6,4,15,7,20,13,11,18,21,14
5,8,13,13,12,12,5,6,5,4,2,2,2,9,9,6,4,7,8,10,16,19,13,18,11
6,8,9,12,7,14,7,5,3,1,4,2,8,10,4,9,13,3,6,16,18,14,10,13,15
7,13,9,7,6,8,7,5,5,-1,4,7,4,4,8,9,11,7,6,8,17,16,21,18,12
8,9,12,8,14,12,10,3,3,7,1,4,3,5,3,4,15,5,11,14,12,12,10,6,16
9,14,11,-1,5,10,4,5,1,3,4,3,4,5,5,1,7,13,9,14,20,10,16,9,20
10,14,12,7,13,7,7,4,4,2,3,8,8,5,5,9,7,6,14,15,19,12,7,17,17
11,9,14,19,8,6,9,7,4,2,2,6,5,7,10,6,4,7,17,8,23,12,16,23,15
12,11,13,13,12,7,6,6,5,5,4,7,11,13,13,9,8,12,14,25,30,22,21,25,23
13,22,6,16,12,8,8,-1,3,3,9,7,24,16,16,14,13,6,20,27,45,44,30,25,16
14,16,12,4,9,7,3,3,1,3,8,22,20,20,20,17,14,13,12,36,47,40,48,40,36
15,17,15,11,14,6,8,5,3,5,4,12,9,6,12,4,22,6,14,28,45,41,49,31,27
16,17,15,12,15,10,5,4,4,6,7,4,5,6,3,4,9,17,12,25,22,12,13,15,18
17,16,9,8,16,11,8,6,4,4,2,3,3,2,6,5,6,7,10,17,18,11,11,12,15
18,22,16,17,11,8,9,3,6,4,5,4,5,8,5,3,11,5,10,8,19,12,13,21,16
19,13,13,19,16,15,5,2,-1,4,1,8,10,5,3,6,8,6,10,17,11,18,16,17,9
20,9,15,8,10,15,7,1,1,1,4,5,-1,6,7,10,4,6,14,17,10,11,17,10,9
21,13,10,9,6,6,5,4,7,5,2,5,5,4,1,4,5,8,8,14,10,12,12,13,18
22,7,12,8,11,11,9,5,1,3,4,1,1,4,3,3,2,1,8,8,15,9,11,12,13
23,8,9,16,12,5,8,6,6,1,4,4,3,2,3,4,4,4,10,11,14,18,10,13,8
24,9,9,12,10,10,5,6,7,3,3,1,5,3,2,1,4,4,5,7,9,10,7,9,9
25,10,10,13,6,6,2,6,5,4,2,-1,3,3,7,3,2,5,10,12,9,11,19,9,4
26,17,14,7,13,9,5,3,4,1,3,3,1,1,3,2,3,5,7,6,11,11,16,14,11
27,14,14,6,8,12,10,3,8,1,4,1,3,1,3,5,5,2,6,8,9,16,10,7,20
28,7,24,8,13,12,1,6,4,2,1,1,2,2,2,3,2,11,4,10,10,7,8,6,11
29,9,7,5,10,7,4,3,1,7,-1,2,4,4,1,3,4,7,7,3,10,13,7,6,10
30,8,7,10,11,3,8,2,4,1,4,6,-1,5,-1,2,1,6,16,6,7,7,7,8,12
31,9,13,16,6,11,7,8,7,6,2,2,2,2,5,3,3,2,10,9,7,11,5,8,7
