Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,5,8,13,4,4,3,1,1,3,1,2,4,5,3,6,2,3,6,10,10,11,7,5,5
2,5,8,1,2,3,3,2,-1,1,-1,1,3,8,4,2,8,4,10,14,13,12,8,9,7
3,3,4,5,11,5,2,2,2,1,2,3,5,5,4,5,2,4,9,6,19,12,13,9,2
4,3,3,4,1,4,2,2,2,4,3,1,7,8,2,7,5,9,8,6,15,9,9,4,5
5,1,8,2,15,5,3,3,5,1,4,3,4,8,4,6,7,12,11,16,13,15,15,11,10
6,6,9,2,3,6,2,2,4,3,2,5,-1,8,5,3,6,5,10,4,13,11,12,7,9
7,6,4,4,5,1,3,1,5,1,3,1,2,2,1,1,9,13,9,10,18,15,10,8,6
8,4,5,3,3,10,-1,-1,2,1,3,4,3,3,5,2,3,7,9,12,11,20,17,9,3
9,4,6,4,6,4,5,4,2,1,-1,1,3,11,3,9,4,11,4,16,9,7,10,8,8
10,2,2,2,-1,-1,-1,-1,2,-1,3,2,4,8,5,2,5,3,2,3,8,4,8,6,7
11,3,2,1,3,5,6,2,2,3,-1,3,4,10,17,10,5,12,12,5,21,21,15,14,6
12,5,8,5,3,2,9,3,1,3,5,7,6,6,11,16,8,11,10,18,25,33,29,18,13
13,2,-1,2,1,1,5,3,2,1,2,3,7,24,28,22,9,5,15,15,42,45,26,27,9
14,7,9,5,2,2,-1,1,2,4,7,12,13,24,36,45,12,5,12,56,72,79,60,38,21
15,13,6,6,5,6,3,3,1,2,1,1,4,6,4,3,22,11,16,53,63,54,61,30,17
16,4,3,5,3,2,2,4,2,2,-1,-1,2,2,7,7,4,8,12,19,22,21,17,15,8
17,3,4,7,3,5,5,1,4,1,1,8,2,1,5,3,9,3,11,9,17,17,13,5,3
18,7,3,4,3,2,2,2,1,2,3,2,3,2,8,3,3,4,9,12,8,13,9,7,5
19,2,7,3,3,-1,-1,1,-1,-1,-1,2,2,2,3,2,12,13,12,11,13,9,5,4,6
20,8,9,5,4,8,9,10,3,4,3,4,7,2,-1,5,-1,2,-1,-1,7,5,3,7,8
21,10,10,9,2,4,4,-1,1,3,-1,1,1,5,7,2,1,4,4,6,9,10,13,15,9
22,6,4,7,4,2,1,2,2,3,2,5,4,10,6,6,2,10,12,12,23,14,13,14,12
23,13,6,8,4,2,3,2,-1,-1,2,2,-1,-1,4,2,6,10,14,17,20,18,9,7,12
24,8,9,3,2,1,1,2,2,-1,-1,6,-1,6,1,4,4,8,7,4,12,12,16,13,7
25,5,4,6,1,5,1,1,-1,2,1,2,6,1,1,1,2,6,10,9,15,6,14,13,10
26,3,1,2,2,7,3,1,1,-1,2,3,1,1,5,2,1,6,10,7,7,11,13,10,12
27,-1,4,3,2,2,3,2,2,1,1,-1,-1,2,4,1,4,4,5,8,7,13,5,6,2
28,5,7,1,4,9,-1,-1,3,-1,-1,1,5,6,5,5,1,3,6,3,7,8,10,4,5
29,3,3,4,5,2,4,1,1,-1,1,-1,-1,1,3,5,5,5,10,10,11,9,11,12,10
30,7,4,2,6,1,3,1,-1,1,-1,-1,2,2,2,2,1,5,6,8,5,15,8,2,11
31,5,9,5,4,5,3,4,4,-1,1,3,4,2,5,5,5,5,9,2,8,11,11,14,9
