Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,264,290,291,217,268,215,239,221,160,117,130,143,130,167,162,127,146,157,170,196,242,222,213,123
2,253,324,354,352,321,292,243,201,218,199,193,187,169,170,147,131,132,129,145,186,129,173,213,212
3,227,267,274,317,297,278,297,256,194,197,172,169,134,153,140,146,123,134,155,166,191,217,196,241
4,283,266,316,326,320,349,306,231,222,183,173,159,166,181,164,156,169,154,185,167,119,206,221,179
5,264,335,243,222,260,221,174,165,141,130,89,88,102,134,81,94,75,69,49,121,184,225,185,95
6,243,237,280,214,267,288,234,191,180,179,146,124,137,109,129,116,119,120,171,151,186,129,174,145
7,200,254,253,240,273,243,254,258,198,127,138,124,164,145,121,109,123,136,85,178,197,219,136,206
8,225,270,308,289,201,241,225,213,166,144,111,118,125,127,116,133,418,254,160,98,104,170,200,190
9,163,220,267,187,169,222,209,137,119,124,118,117,123,99,59,85,142,170,136,172,151,122,189,209
10,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,97,107,95,112,78,106,114,200,177,207,224,175,251
12,228,288,244,212,246,270,266,232,189,140,116,111,119,106,110,113,173,79,151,237,251,168,270,206
13,254,300,274,352,268,256,296,208,174,188,144,131,107,137,126,156,180,206,162,204,240,188,246,287
14,319,298,293,280,243,266,242,208,215,203,180,138,125,126,150,136,92,69,107,161,183,220,194,147
15,150,193,118,190,184,170,167,155,128,120,96,89,91,94,82,110,97,98,117,141,126,154,177,177
16,139,142,159,139,131,165,148,171,120,116,94,108,96,84,86,98,79,88,79,109,115,138,135,138
17,138,149,164,132,125,140,83,89,92,84,103,81,123,74,84,78,66,74,94,98,143,127,142,131
18,155,168,152,153,149,103,98,103,94,66,77,84,71,90,72,62,86,88,69,98,105,136,135,153
19,177,190,190,189,181,199,158,134,115,124,112,100,105,99,86,82,74,89,98,103,130,120,103,133
20,149,160,162,163,154,165,159,143,151,120,88,93,84,59,54,44,53,84,80,54,74,95,84,124
21,139,125,112,143,145,147,114,128,132,75,78,59,79,80,61,61,65,76,46,109,60,98,128,131
22,106,128,125,150,140,143,130,114,132,126,78,70,64,76,59,76,67,69,53,61,83,105,128,112
23,156,149,158,141,166,161,137,156,155,128,108,92,91,82,53,67,81,93,70,68,113,128,120,134
24,139,171,148,153,176,180,183,160,169,126,111,94,110,117,111,84,92,91,105,101,127,104,95,124
25,160,177,209,185,181,179,182,161,128,110,120,103,91,94,99,94,94,110,105,104,135,165,98,132
26,104,134,182,156,189,169,188,145,148,137,115,95,105,94,82,102,75,102,101,107,99,142,133,128
27,162,173,162,164,93,174,175,170,133,101,104,78,82,76,85,77,70,71,84,88,96,60,101,89
28,110,144,162,164,169,126,97,109,99,107,90,85,78,73,77,93,88,75,80,86,82,113,146,142
29,168,197,182,188,204,212,168,153,142,155,110,118,100,91,87,71,54,100,95,132,150,131,134,166
30,170,167,155,183,213,213,196,176,127,131,108,90,100,83,104,84,93,78,81,99,87,108,99,130
31,136,145,145,153,175,173,137,124,137,100,91,64,73,56,60,44,34,43,40,40,70,71,77,93
