Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,21,21,25,13,14,-1,-1,13,17,11,11,19,15,10,13,10,17,21,27,29,34,33,20,33
2,21,40,8,8,13,12,11,7,11,12,26,27,24,19,19,17,29,20,25,24,25,32,45,18
3,25,20,19,13,13,11,13,7,-1,3,15,24,22,19,13,19,17,23,41,32,35,42,29,29
4,19,27,24,18,16,-1,-1,-1,15,18,15,16,17,20,21,15,23,23,29,38,30,30,29,31
5,23,23,23,15,17,8,-1,9,11,18,16,18,33,17,18,26,23,21,28,31,28,42,25,40
6,24,20,17,10,13,6,12,7,8,9,20,18,23,13,19,17,18,25,29,31,28,29,37,31
7,-1,-1,-1,-1,-1,-1,-1,-1,13,15,17,18,21,22,18,21,14,25,25,30,26,29,-1,16
8,24,23,-1,20,12,-1,-1,-1,11,15,14,22,20,24,14,25,24,16,28,29,36,26,32,25
9,19,-1,-1,11,18,10,14,12,8,15,13,26,19,29,25,15,13,15,31,27,26,30,35,19
10,21,9,18,18,16,21,14,14,13,13,22,23,46,28,28,20,14,18,26,33,26,36,29,25
11,27,23,21,19,8,8,13,4,8,21,21,31,44,33,31,20,22,22,28,29,23,32,40,29
12,24,-1,-1,-1,-1,-1,-1,12,17,19,29,28,46,56,47,35,17,22,31,36,33,46,30,33
13,27,16,17,16,14,11,7,10,10,23,39,71,68,79,68,51,19,16,27,29,44,62,45,47
14,29,28,19,20,25,9,21,10,10,12,54,60,75,98,90,58,25,29,30,50,69,64,77,58
15,37,23,15,17,17,12,13,8,11,14,25,34,27,37,30,10,51,27,35,50,55,65,73,46
16,28,20,23,-1,-1,-1,-1,8,13,11,19,22,15,13,27,25,18,13,24,36,40,38,31,33
17,19,28,24,7,14,14,10,12,13,9,18,23,13,14,16,19,16,15,17,18,24,25,41,29
18,23,7,18,18,13,10,7,11,13,11,16,31,25,17,12,-1,-1,18,30,19,27,38,21,31
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,17,19,17,25,24,24,34,34,38,36,32
20,26,22,-1,13,10,11,6,7,8,7,12,10,22,23,15,17,18,23,22,26,27,26,31,20
21,23,26,27,15,17,15,16,7,5,14,8,17,20,13,18,13,18,17,25,19,30,24,26,28
22,27,29,20,-1,-1,-1,-1,-1,10,12,14,24,13,23,18,21,20,15,25,37,30,28,22,33
23,33,24,12,-1,-1,-1,-1,20,8,13,16,14,20,17,17,12,14,28,27,25,31,30,27,21
24,19,26,-1,-1,-1,-1,8,12,6,8,16,19,17,19,19,12,22,25,25,25,30,25,21,31
25,23,17,23,13,22,-1,-1,-1,12,13,11,22,10,15,16,9,16,18,29,33,26,22,28,15
26,-1,-1,-1,-1,-1,-1,-1,-1,8,10,15,16,15,16,13,27,23,16,20,21,26,28,-1,14
27,19,21,18,17,8,14,12,-1,9,9,20,19,9,15,16,20,21,26,28,33,30,33,27,16
28,24,18,16,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,11,15,22,23,25,23,27,36,23,25
29,10,11,24,16,11,7,8,7,7,11,14,9,23,7,12,15,13,15,14,22,32,24,26,28
30,22,14,17,12,-1,16,12,6,4,11,13,21,10,10,17,20,19,19,29,27,26,31,22,23
31,17,13,16,14,14,11,10,13,8,11,14,12,12,16,17,13,15,19,21,23,30,23,25,23
