Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,108,140,139,181,174,193,252,252,255,329,342,409,378,349,276,283,296,257,205,171,133,130,107,103
2,93,129,149,151,188,214,231,273,362,426,383,445,298,247,231,182,255,261,237,227,176,165,141,134
3,148,159,150,255,235,320,286,340,365,383,469,478,407,346,353,384,355,324,282,229,172,170,137,126
4,114,118,178,194,237,249,278,341,453,448,496,432,352,282,230,239,217,277,233,189,153,137,109,106
5,89,107,153,202,263,243,302,302,385,434,425,458,363,312,295,247,280,270,251,210,184,132,130,119
6,109,117,160,230,229,275,264,289,329,410,468,491,494,369,290,274,241,212,222,263,171,126,106,88
7,108,126,162,226,241,273,244,325,318,415,467,451,335,310,259,223,212,173,192,188,204,148,124,117
8,118,173,207,229,247,322,329,424,383,420,437,486,429,392,403,345,311,291,275,246,200,153,122,113
9,122,163,214,276,272,374,385,407,339,342,367,427,409,356,351,301,257,316,265,261,262,200,163,148
10,138,191,246,355,374,466,460,430,432,417,460,490,497,389,421,467,417,402,348,320,285,242,124,120
11,331,414,447,425,494,532,513,494,532,513,563,574,513,478,480,469,414,366,313,256,224,177,156,119
12,171,236,328,395,524,492,526,541,571,518,556,599,598,525,532,554,466,427,372,318,304,241,191,170
13,187,318,452,579,635,647,552,645,674,578,589,639,651,606,510,487,433,292,351,317,251,199,186,147
14,164,350,503,577,604,586,605,603,626,565,549,547,566,552,451,373,358,418,412,259,238,179,137,106
15,143,245,325,439,441,437,440,158,-1,-1,226,481,530,451,416,394,401,346,310,250,233,182,131,133
16,135,187,247,283,287,336,397,370,428,511,526,577,513,401,435,-1,-1,-1,-1,397,372,264,198,112
17,122,172,200,234,273,350,381,378,492,473,581,522,470,458,488,420,407,421,301,271,241,186,126,99
18,136,151,204,224,250,290,336,372,446,427,398,506,479,377,408,372,411,432,356,318,299,222,141,134
19,106,130,205,235,237,274,313,360,480,541,506,525,449,402,457,437,416,410,320,270,256,176,150,154
20,124,108,146,199,250,287,344,329,495,498,533,544,596,486,404,393,333,270,286,214,172,194,151,130
21,117,128,147,200,221,256,279,347,432,500,484,527,461,404,414,371,339,398,347,273,188,170,134,113
22,148,119,177,169,195,219,274,353,395,463,464,531,469,406,441,423,344,300,267,229,154,141,133,125
23,132,145,191,216,232,248,370,413,465,530,555,548,476,400,419,333,268,332,346,289,242,161,175,157
24,112,139,162,197,273,346,320,383,454,471,531,607,492,433,433,420,403,432,429,435,249,236,173,174
25,142,140,192,233,292,327,391,407,498,581,597,526,491,486,421,414,441,410,379,338,264,186,157,151
26,132,148,203,249,306,349,381,453,472,550,631,581,536,503,492,393,310,336,260,310,215,176,128,140
27,125,143,165,231,294,293,369,360,431,471,544,576,598,519,471,407,391,388,313,259,239,167,157,86
28,95,119,168,199,253,274,298,353,394,448,481,510,473,459,438,378,407,404,352,293,232,174,140,157
29,154,170,193,313,338,374,355,382,500,554,579,564,580,483,496,487,423,432,368,340,282,227,149,143
30,146,190,232,156,296,302,382,442,573,572,575,595,542,453,510,491,469,443,381,393,320,223,215,131
31,131,167,195,353,315,293,358,431,472,604,632,641,615,513,513,489,473,467,406,349,323,261,181,162
