Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,157,187,183,178,158,139,155,137,152,116,110,126,107,79,75,50,54,77,80,123,117,131,153,148
2,208,219,184,169,180,165,165,183,170,178,173,142,107,108,100,94,63,86,96,95,111,129,143,177
3,207,215,173,170,181,194,193,-1,204,189,179,123,112,107,99,75,54,82,80,100,94,131,153,165
4,203,201,201,175,192,193,186,189,177,178,151,164,123,110,78,76,68,67,43,111,122,107,174,164
5,189,182,164,200,188,169,152,167,155,190,143,116,106,102,-1,-1,-1,67,65,89,93,90,123,138
6,204,185,166,169,127,141,152,175,156,154,141,102,101,74,56,48,83,59,87,102,103,135,139,127
7,160,161,172,191,151,139,143,156,141,137,132,91,97,70,68,78,47,49,90,103,124,111,119,156
8,149,140,145,150,145,135,143,151,154,136,129,127,101,73,83,62,60,61,78,104,99,111,118,135
9,174,187,161,158,159,148,156,165,158,150,126,122,94,81,58,56,46,69,74,104,98,114,133,151
10,189,166,147,166,152,174,156,170,148,148,120,100,92,75,63,45,47,83,85,107,130,109,149,163
11,193,248,188,180,190,156,158,167,157,167,142,113,110,66,91,101,59,82,86,129,160,163,180,214
12,246,283,198,183,180,140,159,139,166,150,140,103,90,64,72,58,47,87,118,203,188,235,194,190
13,298,303,286,219,175,159,165,190,181,179,152,106,76,89,53,57,64,98,145,234,287,300,320,360
14,392,430,415,329,281,303,241,256,234,215,148,99,104,85,60,76,63,110,175,235,252,263,293,292
15,346,348,290,251,242,173,171,211,172,164,145,107,84,84,59,66,54,83,83,88,111,121,123,123
16,151,164,142,138,135,125,128,162,152,150,142,-1,96,82,63,60,56,57,49,71,82,69,95,119
17,135,182,146,149,152,145,122,142,148,135,104,110,99,76,50,57,55,51,71,54,91,85,115,130
18,127,148,173,136,143,161,136,153,168,152,132,89,94,63,52,49,52,57,52,78,81,82,103,137
19,132,136,139,141,166,147,138,124,145,99,120,87,68,66,46,61,37,41,58,74,73,80,98,128
20,123,144,145,140,134,125,155,178,127,140,112,87,86,66,45,51,60,39,55,69,61,78,97,118
21,112,166,159,178,158,141,161,196,148,122,130,100,86,111,83,77,70,65,64,91,91,116,125,143
22,137,171,176,156,161,174,224,209,218,173,171,163,114,84,85,76,64,98,81,90,98,115,142,129
23,195,185,187,186,188,194,220,188,207,171,205,142,108,99,80,55,58,65,75,90,84,101,96,137
24,162,130,172,150,168,193,172,189,161,168,184,151,121,85,63,84,56,62,71,89,-1,-1,-1,-1,-1
25,-1,-1,-1,-1,-1,-1,-1,-1,162,134,145,117,109,83,69,66,59,53,49,62,72,74,99,129
26,150,146,146,130,139,132,122,144,114,138,145,102,73,104,49,37,38,50,50,64,83,78,100,97
27,112,113,113,118,130,122,139,155,154,113,115,113,98,-1,-1,46,51,54,77,70,71,72,93,96
28,108,137,153,128,112,119,125,153,143,134,155,116,82,67,63,42,33,59,48,67,90,76,81,123
29,130,153,133,146,131,126,129,150,160,160,136,103,97,64,64,38,32,49,48,73,77,87,85,98
30,109,128,138,99,132,105,113,139,135,119,94,98,103,87,66,63,40,52,62,74,70,67,64,100
31,126,152,174,135,130,153,177,163,121,156,140,93,92,78,53,51,43,49,65,58,62,74,93,107
