Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,11,14,26,28,24,24,33,23,23,12,5,13,19,9,10,14,11,11,17,15,12,16,12,23
2,23,16,25,29,19,23,23,18,24,13,23,11,9,15,17,15,17,19,13,19,13,18,18,10
3,12,15,18,25,21,14,25,14,16,22,22,18,12,18,11,6,15,21,11,18,20,15,11,40
4,12,17,19,37,30,14,17,15,13,21,14,8,17,7,11,7,7,9,18,11,20,22,17,19
5,16,20,20,31,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,15,3,21,15,4,11,14,14,14
7,16,24,22,43,56,48,44,43,33,27,20,13,15,8,19,20,10,34,29,34,31,41,32,20
8,33,22,38,29,41,50,39,36,20,42,32,20,25,21,29,13,25,26,24,27,32,41,32,24
9,17,29,29,39,42,46,48,39,29,29,28,18,32,14,10,14,27,17,19,25,36,38,38,25
10,28,23,28,29,45,37,28,34,22,24,14,16,16,14,22,21,15,16,33,25,45,35,26,25
11,27,29,27,38,34,44,38,34,29,28,17,21,23,21,15,16,12,29,22,48,55,44,42,30
12,17,28,27,47,49,60,66,41,29,17,24,18,12,16,12,16,20,28,40,39,75,56,55,29
13,24,22,32,64,81,98,63,45,34,24,25,15,25,13,5,12,22,36,52,59,81,93,74,44
14,85,28,54,148,86,125,93,75,48,21,18,17,13,16,10,11,24,47,58,64,95,77,81,34
15,7,16,26,55,66,64,57,34,30,15,11,16,20,18,13,21,17,25,33,21,28,30,20,16
16,21,15,24,28,37,35,39,33,22,34,30,14,29,19,18,24,25,21,23,19,19,23,20,18
17,25,24,36,35,47,36,30,38,36,29,25,21,24,18,15,23,31,34,17,29,21,18,18,35
18,15,28,33,34,35,33,29,33,27,22,30,19,24,15,19,23,19,30,16,23,32,12,18,21
19,21,24,34,42,37,16,22,25,28,34,23,28,20,19,19,21,19,32,12,24,24,20,23,16
20,24,28,30,32,35,43,42,33,38,40,27,24,27,16,28,18,25,38,11,12,4,5,6,6
21,15,28,26,38,30,33,39,16,19,20,9,20,12,15,9,22,25,26,9,6,7,19,22,22
22,10,23,34,22,38,41,41,30,29,19,25,32,18,19,12,11,10,15,11,11,21,15,16,25
23,21,18,19,36,16,17,16,22,18,19,10,9,11,10,5,12,6,17,11,14,10,11,14,10
24,15,14,21,16,18,22,20,12,18,14,7,11,6,8,3,7,10,11,19,8,11,11,9,7
25,4,15,14,18,12,15,10,11,8,16,5,6,6,7,6,3,8,7,3,10,10,8,5,8
26,13,12,13,17,13,13,13,15,12,7,10,6,8,10,3,5,9,11,2,7,7,10,8,16
27,11,17,13,21,20,16,19,7,10,7,11,7,8,2,7,5,9,16,2,5,18,5,5,9
28,10,15,15,13,30,16,13,13,18,15,11,9,6,14,7,7,12,7,5,11,5,6,11,10
29,15,23,20,18,23,15,13,21,14,18,20,7,16,8,8,5,13,19,15,3,13,8,7,10
30,10,21,6,19,17,13,19,14,14,13,22,16,14,6,10,8,16,14,9,10,15,16,7,11
31,12,17,14,26,20,17,15,14,14,13,12,10,13,9,7,6,17,14,20,13,10,15,17,19
