Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,1,11,101,96,60,36,118,49,1,14,4,-1,57,5
2,15,1,-1,9,16,7,19,19,46,104,58,5,70,49,34,106,62,12,1,55,43,52,44,52
3,12,6,9,16,18,25,28,-1,-1,2,2,2,-1,26,47,52,14,102,26,37,15,30,25,60
4,32,39,86,33,27,13,67,90,-1,-1,56,84,20,9,7,25,8,1,4,4,1,1,2,10
5,4,-1,-1,1,-1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,9,11,9,-1,13,3,5,23
6,-1,3,12,12,6,5,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,18,28,-1,41,53,94,4,11
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,19,26,9,2,2,9,-1,25,30,53,66,31,34
8,-1,2,-1,-1,-1,-1,1,2,-1,-1,2,3,-1,1,-1,-1,45,8,4,-1,1,2,-1,1
9,-1,-1,-1,-1,-1,-1,3,1,-1,2,12,13,1,-1,4,-1,-1,6,14,-1,39,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,113,15,15,23,2,1,6,3,48,6,-1,9,7,2
11,-1,-1,-1,-1,-1,-1,2,-1,6,15,35,71,69,24,75,8,9,85,45,113,46,59,93,61
12,-1,-1,-1,-1,-1,-1,-1,11,13,13,134,88,85,209,235,98,77,84,55,144,120,60,33,94
13,67,73,101,110,254,237,198,220,152,154,26,167,249,67,97,122,46,37,43,-1,103,279,127,62
14,-1,7,6,87,83,90,77,62,94,13,-1,8,29,-1,-1,-1,1,-1,2,7,6,2,93,83
15,64,79,71,94,51,13,11,58,129,86,13,58,99,92,21,87,56,59,15,-1,10,11,11,8
16,-1,-1,1,-1,-1,3,1,7,2,32,48,26,84,32,31,52,33,50,6,3,3,-1,-1,1
17,-1,-1,4,3,5,50,84,29,77,149,190,113,76,37,35,5,11,5,1,-1,-1,-1,11,12
18,2,13,-1,38,5,-1,-1,53,159,136,49,20,9,-1,2,29,5,-1,2,-1,-1,-1,-1,-1,-1
19,-1,-1,-1,-1,-1,10,-1,-1,5,1,102,50,97,168,89,16,15,72,32,92,121,114,68,65
20,-1,-1,-1,-1,1,-1,1,9,37,2,-1,-1,-1,-1,-1,2,19,55,3,23,8,10,123,60
21,92,113,116,75,190,113,97,45,127,146,225,241,189,154,15,4,9,-1,9,176,47,39,1,25
22,3,1,1,9,13,8,9,3,6,21,11,5,1,40,34,36,38,7,9,52,25,-1,-1,-1,-1
23,-1,1,6,14,2,4,9,7,2,3,1,44,66,53,25,53,74,-1,3,38,6,-1,-1,-1,-1
24,33,58,35,19,31,53,45,-1,-1,-1,15,13,1,7,7,7,21,30,11,40,-1,3,25,54
25,19,-1,3,4,-1,35,23,-1,96,54,3,2,-1,-1,1,-1,3,5,23,31,17,37,22,33
26,44,38,7,15,10,49,8,34,15,3,10,26,5,2,-1,-1,1,66,138,82,11,34,41,49
27,48,40,59,71,137,77,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,-1,-1,1,-1,-1,2,7,-1,2,155,104,69,171,171,52,-1,-1,-1,-1,-1,5,53,19,80
29,108,75,76,43,35,111,17,17,116,34,-1,-1,-1,31,1,5,-1,29,29,21,10,-1,-1,-1,-1
30,3,2,-1,-1,1,-1,6,102,5,12,39,10,-1,5,19,1,-1,10,7,35,44,-1,12,23
31,3,13,12,1,6,33,56,-1,20,10,3,-1,-1,-1,-1,28,1,5,-1,-1,76,107,50,67
