oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,27,24,34,22,22,28,28,19,23,18,12,14,9,8,11,14,10,10,14,17,24,30,29,24,""
02,36,39,44,30,34,25,26,28,30,12,22,16,17,14,14,24,11,11,13,20,22,25,30,27,""
03,21,42,27,18,38,28,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,20,19,26,31,31,""
05,26,32,31,33,26,32,31,19,17,21,21,14,7,14,6,13,13,9,15,15,24,25,37,24,""
06,25,29,27,29,28,28,30,26,18,24,23,17,12,14,16,23,12,7,15,15,17,26,29,30,""
07,31,21,35,31,31,35,25,27,26,19,12,9,13,9,11,7,4,10,9,9,24,27,29,28,""
08,34,27,38,32,30,33,39,35,26,18,7,17,11,10,15,10,6,12,7,15,18,34,25,26,""
09,37,29,34,33,36,41,30,31,26,17,24,26,17,10,23,13,13,16,9,20,17,40,29,20,""
10,27,22,29,25,19,19,33,29,26,14,16,11,7,9,12,9,14,5,8,22,14,22,31,21,""
11,32,30,34,27,35,34,26,22,20,23,16,17,12,14,13,14,8,9,11,10,23,22,25,17,""
12,23,37,20,25,25,23,14,12,18,12,15,22,14,16,18,8,13,15,18,27,23,33,28,27,""
13,24,21,33,50,39,35,24,25,29,20,30,18,20,13,15,11,11,12,12,13,23,26,23,32,""
14,19,19,38,11,16,12,19,24,23,18,14,15,5,12,13,12,8,8,9,19,25,11,18,14,""
15,21,28,25,26,16,13,25,19,18,19,16,19,15,7,14,8,8,12,14,14,12,14,26,18,""
16,24,23,25,31,17,28,18,26,30,27,16,10,19,18,24,15,13,13,13,12,19,27,20,21,""
17,19,26,18,23,24,18,20,20,12,8,16,10,6,8,13,7,5,8,13,7,20,14,17,17,""
18,25,18,21,18,24,23,21,18,18,13,14,16,8,17,14,9,13,8,18,19,25,20,23,36,""
19,27,29,32,32,40,37,26,32,32,14,22,11,13,14,6,14,8,13,16,19,28,22,19,34,""
20,39,32,39,38,32,19,21,16,23,19,22,10,10,8,18,8,10,13,16,16,33,28,23,32,""
21,27,33,37,30,25,27,39,20,21,14,12,8,11,13,11,12,13,9,15,18,27,26,29,25,""
22,32,33,26,33,36,28,33,26,26,33,29,21,16,20,8,15,11,21,19,15,29,30,35,26,""
23,37,43,39,40,24,27,32,45,32,30,23,26,11,16,20,21,15,10,16,25,26,30,38,29,""
24,31,26,40,25,23,35,31,31,38,30,19,17,18,12,7,8,18,12,20,16,20,36,33,43,""
25,42,41,47,39,34,36,35,41,25,19,38,17,18,17,10,7,4,6,6,13,24,31,39,22,""
26,32,41,36,44,35,15,34,37,28,27,30,19,20,11,12,10,5,6,15,8,25,26,33,27,""
27,29,31,35,32,33,49,35,28,28,23,21,12,13,15,13,16,16,15,12,21,15,20,33,23,""
28,29,21,27,26,38,29,35,24,23,13,22,30,13,21,16,11,15,11,13,14,30,22,28,25,""
29,26,27,46,34,32,29,18,14,15,29,23,22,24,16,26,13,9,7,13,12,18,19,24,43,""
30,36,44,32,32,36,28,36,28,28,26,15,23,27,21,2,11,9,6,6,15,21,19,15,13,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
