sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,176,218,202,249,224,228,203,189,203,123,1,144,153,0,88,126,42,3,0,31,42,18,5,97,""
02,160,172,160,246,239,245,241,136,218,234,204,181,182,172,157,121,101,108,99,137,127,130,182,173,""
03,164,167,160,219,247,252,250,224,184,19,1,0,0,5,5,18,163,1,0,1,2,0,23,159,""
04,174,158,158,207,188,208,212,222,158,155,155,177,111,132,110,82,189,187,214,190,158,179,117,162,""
05,143,145,121,169,187,177,184,173,147,140,193,159,170,155,127,152,111,157,153,161,192,107,150,135,""
06,120,128,132,136,123,229,206,228,216,198,169,116,39,11,2,23,7,62,45,164,151,4,86,0,""
07,0,140,231,167,243,263,263,41,22,2,0,3,29,20,0,0,2,87,38,120,89,111,135,148,""
08,128,158,156,136,168,179,163,148,159,165,19,148,181,25,99,73,75,126,101,115,146,169,197,149,""
09,173,207,172,201,196,219,217,162,173,133,143,28,139,141,107,78,97,71,60,77,70,32,27,24,""
10,115,146,169,128,179,226,220,204,152,160,131,101,72,75,112,104,90,142,145,134,177,113,112,118,""
11,132,133,135,127,186,188,204,191,173,174,159,120,173,116,120,99,94,83,100,103,111,86,74,155,""
12,161,120,118,122,179,224,214,194,151,147,149,158,145,126,154,78,100,196,92,115,122,134,78,229,""
13,150,139,143,144,146,226,246,169,55,129,97,94,81,79,79,73,45,130,77,56,70,87,172,196,""
14,207,253,224,158,185,182,201,178,151,122,158,156,216,93,92,115,100,87,53,56,46,81,86,101,""
15,122,138,107,70,99,132,123,116,97,81,51,106,89,106,79,50,46,44,60,68,48,66,76,2,""
16,129,103,73,20,121,147,159,132,63,139,158,113,114,116,109,132,120,52,101,106,141,154,100,154,""
17,176,172,149,168,212,220,205,228,208,193,184,168,163,150,122,115,85,116,112,90,122,235,203,157,""
18,184,192,161,134,195,243,221,210,193,182,178,154,169,136,116,112,152,163,233,231,216,216,109,157,""
19,153,198,176,241,220,258,244,233,211,293,165,162,135,138,127,33,10,91,102,109,108,116,111,172,""
20,155,149,143,139,162,214,253,222,191,159,221,123,126,115,41,72,73,41,97,128,82,98,145,171,""
21,134,169,168,171,226,324,309,270,174,210,183,157,112,133,106,115,127,109,167,134,78,225,251,238,""
22,121,144,89,27,91,172,198,155,126,11,84,109,102,72,57,47,53,30,35,58,65,70,99,55,""
23,21,3,7,33,77,192,189,214,166,127,108,98,79,65,63,48,40,40,46,88,240,300,61,301,""
24,328,229,1,24,83,205,217,188,177,165,176,169,174,130,105,86,78,73,133,160,115,147,205,266,""
25,171,15,20,12,77,211,171,77,110,161,168,145,124,89,59,67,49,38,79,227,302,1,195,216,""
26,283,10,4,25,81,257,192,0,2,28,166,134,165,25,79,57,79,81,54,53,25,56,59,8,""
27,8,13,16,53,0,196,199,150,200,205,185,135,111,106,79,68,2,59,154,64,70,57,111,109,""
28,23,4,5,13,163,160,171,163,6,51,168,178,144,109,86,60,65,59,66,109,136,149,156,159,""
29,184,202,195,298,213,221,240,188,108,250,149,146,6,67,89,-1,12,162,169,177,196,158,258,301,""
30,244,235,230,270,284,230,262,225,179,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
