Sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,74,61,89,106,98,67,71,70,100,79,79,52,62,82,53,48,57,42,42,46,83,68,76,59,""
2,61,74,76,80,80,64,69,81,77,-1,-1,-1,65,65,79,54,51,33,45,39,58,62,59,74,""
3,74,67,83,97,91,116,72,90,104,87,66,79,69,85,75,81,60,44,36,49,66,70,74,72,""
4,83,85,96,117,98,79,84,96,112,90,87,75,77,88,81,63,61,51,68,56,64,61,68,75,""
5,86,75,98,93,109,99,110,89,90,87,66,87,66,69,89,72,76,50,44,49,59,74,70,61,""
6,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,56,52,53,41,40,53,55,62,79,81,""
7,71,84,79,99,104,96,73,86,114,71,77,76,75,60,53,46,35,35,40,47,49,47,57,46,""
8,63,63,62,65,78,79,69,82,115,99,95,54,61,52,54,142,27,29,31,38,63,44,45,72,""
9,63,66,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,56,38,36,41,70,51,61,70,65,""
10,87,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,47,32,35,45,34,53,50,63,60,""
11,75,65,59,55,80,83,96,100,96,90,64,56,82,67,59,46,35,41,30,37,54,39,62,53,""
12,62,60,67,67,68,109,97,67,94,58,65,73,56,53,57,56,52,34,58,48,54,89,104,54,""
13,87,88,87,93,102,76,100,87,112,79,86,62,79,65,61,45,44,38,35,43,61,63,53,66,""
14,62,67,106,98,148,87,71,75,108,96,98,56,69,69,74,60,50,54,40,49,62,64,76,67,""
15,76,96,107,122,89,100,81,94,85,96,73,77,77,73,80,48,63,44,50,48,66,48,61,71,""
16,70,73,91,94,101,81,95,98,95,89,77,60,72,79,69,59,65,46,51,73,56,66,68,67,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,75,73,55,44,40,40,52,72,67,55,70,""
19,68,72,85,75,132,95,87,107,114,103,110,102,82,82,95,65,65,30,65,62,57,62,69,85,""
20,93,81,86,129,123,90,107,104,93,104,93,95,97,69,62,78,47,46,35,49,64,52,63,76,""
21,82,71,88,83,120,93,79,144,143,171,95,87,79,77,62,51,65,37,54,53,67,83,76,103,""
22,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,65,84,48,46,67,109,111,76,88,""
23,87,77,88,113,59,89,95,107,103,110,84,77,75,69,63,71,50,55,60,57,89,68,69,76,""
24,63,79,95,108,108,87,86,110,122,107,117,89,97,89,77,75,74,48,53,63,74,78,70,70,""
25,82,73,90,112,101,98,96,114,112,98,82,84,102,95,82,75,59,48,52,53,59,74,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,78,63,56,87,72,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,61,57,60,55,76,58,69,83,""
28,79,89,106,104,128,104,95,102,89,113,101,88,94,105,77,57,50,86,44,72,65,53,83,86,""
29,89,77,94,109,101,91,90,115,114,108,104,106,120,93,87,75,59,51,55,54,74,78,77,87,""
30,80,75,83,89,78,89,108,131,123,118,102,104,114,95,90,65,58,48,50,54,74,69,62,62,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
