jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,59,48,57,68,68,63,57,66,68,78,68,76,66,48,45,37,38,33,30,-1,-1,35,46,47,""
02,56,49,57,54,63,65,71,73,72,54,65,59,59,62,41,30,35,31,30,27,77,48,45,63,""
03,45,59,63,68,78,74,90,75,63,62,69,46,35,34,27,30,17,22,40,28,16,16,20,40,""
04,86,119,138,133,148,180,158,129,161,213,218,184,168,66,136,82,50,44,42,39,35,46,36,44,""
05,54,56,52,47,59,69,76,52,29,47,55,51,71,53,43,35,36,24,30,30,35,31,33,-1,""
06,-1,-1,-1,-1,-1,-1,-1,-1,34,41,45,66,50,53,52,32,28,21,24,39,26,42,35,48,""
07,57,71,70,69,60,74,67,76,71,60,57,57,58,46,44,38,37,31,37,68,45,50,48,52,""
08,39,53,61,66,67,78,73,67,52,66,62,67,62,56,50,41,40,30,30,43,35,38,44,49,""
09,75,57,65,56,53,50,49,59,44,54,55,50,69,43,40,29,24,33,25,39,29,46,36,47,""
10,46,54,70,60,61,60,66,43,44,71,76,68,54,58,62,37,33,24,27,38,38,36,52,59,""
11,53,56,70,69,57,55,58,59,68,54,81,60,67,46,39,34,31,31,30,34,30,38,45,35,""
12,42,56,45,51,67,45,59,58,69,47,68,57,45,63,44,29,22,19,34,33,33,-1,31,44,""
13,45,46,55,51,63,43,49,36,59,74,86,82,113,87,56,56,38,44,47,44,61,40,54,47,""
14,81,91,79,89,92,94,94,93,85,87,90,94,86,71,66,34,43,31,45,42,57,56,68,80,""
15,83,85,95,94,106,107,91,104,98,76,44,83,104,66,52,44,48,45,47,59,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,32,32,43,""
17,53,50,61,63,58,54,60,53,62,64,62,75,63,45,33,25,22,21,22,18,29,35,41,39,""
18,52,54,76,60,58,56,69,66,56,31,25,28,27,53,28,26,17,30,30,25,22,28,33,40,""
19,55,54,48,60,61,55,54,42,44,46,47,64,54,50,34,23,25,26,28,29,33,38,36,32,""
20,44,59,50,57,52,43,53,47,47,40,40,35,60,36,32,34,26,13,13,19,13,14,23,26,""
21,22,29,39,31,28,26,30,23,46,45,52,44,44,46,35,25,18,19,13,20,8,13,32,28,""
22,33,25,35,43,31,36,43,34,28,32,32,28,16,14,12,24,8,10,9,13,18,26,24,13,""
23,28,34,24,37,34,30,20,16,36,44,49,48,14,31,29,23,21,14,19,15,31,27,25,27,""
24,38,49,44,49,45,47,42,43,43,40,41,35,43,32,25,14,16,24,25,20,22,23,27,24,""
25,30,22,32,33,32,42,37,36,30,30,48,39,33,26,16,13,9,27,27,17,29,25,34,31,""
26,30,41,32,32,29,48,39,59,44,59,37,39,29,18,12,12,19,19,21,22,17,34,27,32,""
27,36,39,48,26,44,42,30,17,22,38,35,44,35,29,3,4,7,6,16,28,20,17,35,65,""
28,39,31,35,39,41,47,46,42,33,36,28,12,21,20,6,5,17,4,1,4,6,11,30,47,""
29,42,29,31,39,38,36,37,38,22,48,27,30,19,14,28,14,14,11,20,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]bchb,"kIndh`e'jfd"
