Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,12,32,20,12,12,11,15,7,9,10,8,8,14,22,17,31,13,34,33,41,35,34,32,26
2,12,17,14,13,10,12,4,8,10,10,6,14,24,20,18,8,21,48,45,37,41,21,31,11
3,21,19,16,21,18,9,17,11,6,9,9,12,14,26,32,23,50,71,67,61,47,41,26,28
4,17,21,26,18,14,14,11,9,6,10,9,17,25,34,34,39,43,42,31,37,39,31,25,20
5,24,14,22,9,17,10,3,9,10,6,10,8,23,28,32,40,27,61,55,47,56,42,40,30
6,19,20,14,8,12,8,8,-1,10,6,9,12,29,39,19,38,45,58,59,52,42,42,39,37
7,41,40,17,28,15,18,15,4,10,9,3,17,22,34,31,41,47,55,57,68,64,64,51,49
8,49,42,36,14,19,19,9,14,6,8,14,17,23,25,39,28,43,56,60,73,70,52,46,44
9,49,40,33,34,24,19,17,16,15,6,12,15,25,29,33,38,39,46,59,55,60,65,67,42
10,18,23,10,12,12,8,9,9,11,7,9,10,23,43,41,49,58,63,79,74,74,74,43,36
11,30,21,17,12,11,10,9,9,8,15,19,23,36,57,73,61,46,50,82,94,76,53,41,55
12,35,31,29,16,109,6,-1,-1,7,7,6,13,37,66,87,67,45,64,87,136,87,95,80,46
13,41,27,24,17,14,5,8,13,7,7,8,35,93,114,140,80,56,66,141,128,128,72,67,37
14,22,14,20,20,9,8,-1,-1,7,12,34,44,109,123,135,32,55,154,215,206,186,160,97,61
15,40,23,23,15,20,12,11,9,7,10,9,15,25,43,36,48,86,108,182,133,118,115,86,58
16,39,21,30,18,15,15,15,14,8,10,6,11,17,32,39,18,35,30,49,68,62,32,48,47
17,21,15,10,-1,-1,-1,-1,-1,10,5,3,11,23,17,-1,37,33,35,57,51,42,43,36,33
18,41,28,14,20,17,12,8,-1,10,11,8,9,16,22,23,33,34,45,61,47,54,51,49,42
19,45,26,28,27,23,13,8,12,8,8,4,11,24,21,16,33,45,42,57,67,61,37,34,42
20,-1,-1,16,-1,-1,6,6,13,7,4,9,11,18,22,30,32,47,45,50,33,40,46,31,36
21,40,39,-1,18,15,15,14,13,12,7,18,13,16,26,25,32,39,45,59,46,44,52,33,31
22,29,30,18,27,12,12,8,8,7,8,10,13,-1,18,21,27,40,44,54,49,63,46,52,41
23,35,23,11,19,12,7,-1,6,5,3,6,6,15,21,26,20,24,32,32,28,33,42,54,31
24,26,26,28,16,-1,14,7,3,6,8,5,9,16,18,16,32,38,41,48,38,41,41,42,24
25,22,24,12,16,14,11,12,8,7,10,5,9,9,6,18,25,27,39,33,23,30,47,33,33
26,23,21,14,-1,-1,8,8,6,9,13,14,10,14,38,29,23,23,36,38,28,63,51,39,39
27,42,36,-1,7,12,5,6,-1,6,7,9,7,-1,24,20,13,42,57,50,48,50,46,49,47
28,19,-1,4,5,14,-1,14,-1,-1,10,1,13,14,21,20,22,31,37,44,33,59,61,30,26
29,28,26,24,9,18,4,6,-1,-1,1,7,6,15,21,18,21,23,33,28,30,28,32,17,23
30,15,26,6,12,11,18,7,9,5,14,6,9,22,29,24,27,27,33,54,38,43,41,39,40
31,27,18,31,26,17,10,8,16,15,8,3,8,14,23,27,29,42,52,33,45,34,57,49,30
