Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,2,11,9,11,13,53,5,34,25,6,7,10,3,6,16,1,3,14,3,6,15,9,4,9
2,6,6,8,9,24,4,8,24,15,5,13,14,6,5,10,2,6,1,5,7,8,6,9,1
3,6,6,18,22,16,15,18,7,5,8,3,6,3,4,-1,2,2,2,6,4,8,15,9,2
4,3,3,11,19,35,17,32,22,34,12,11,26,11,-1,-1,-1,8,18,7,14,9,15,9,5
5,4,7,15,18,23,16,25,-1,23,-1,17,4,4,6,20,3,1,2,32,2,6,9,9,4
6,5,13,19,10,22,18,9,9,20,17,5,3,1,6,1,5,4,5,2,5,8,28,16,3
7,5,4,3,8,8,14,20,26,15,8,21,9,8,4,2,14,2,2,9,7,12,6,12,5
8,2,10,3,14,16,8,25,11,5,5,15,9,11,2,2,7,2,2,3,9,5,3,8,7
9,2,3,5,23,31,9,15,6,9,30,5,1,3,1,4,3,4,-1,3,6,4,8,6,1
10,6,1,3,13,18,6,26,9,17,5,10,3,4,3,1,1,1,2,4,4,2,6,4,-1,-1
11,2,1,2,7,12,9,4,7,6,4,9,5,3,-1,1,-1,-1,-1,-1,1,5,4,9,1
12,-1,1,3,4,5,8,8,21,10,15,4,5,3,3,5,2,4,3,3,3,6,12,22,2
13,4,16,15,10,14,19,19,32,34,10,29,8,4,-1,4,8,20,25,8,8,18,38,34,9
14,19,21,30,33,21,51,48,83,63,40,24,10,5,1,7,20,26,16,13,6,8,25,14,6
15,9,20,7,18,21,11,8,29,16,19,6,5,5,3,10,6,3,2,8,2,5,5,5,2
16,3,4,15,18,42,30,9,10,7,13,5,9,15,3,5,6,2,-1,-1,6,13,22,5,4
17,17,3,5,4,8,13,11,14,11,13,24,1,4,3,1,-1,5,-1,-1,1,1,2,2,1
18,3,1,3,7,8,14,9,20,5,11,2,1,2,3,2,-1,-1,-1,-1,-1,2,5,2,2
19,1,-1,1,12,14,5,6,4,5,4,3,10,2,3,1,1,1,-1,-1,-1,2,3,2,-1,-1
20,3,-1,1,6,6,8,15,2,4,1,4,-1,1,1,4,2,-1,-1,3,2,3,4,1,1
21,3,-1,1,8,10,28,5,6,3,3,10,15,-1,1,6,-1,9,1,2,-1,1,10,5,1
22,-1,1,1,1,12,6,11,9,4,10,4,2,7,4,8,-1,-1,-1,10,-1,10,2,6,2
23,2,2,2,3,13,11,12,5,5,5,2,5,2,2,-1,-1,-1,3,1,2,6,4,3,-1,-1
24,3,1,2,4,26,6,8,5,5,6,2,7,2,2,6,1,1,1,1,2,1,4,5,2
25,1,1,2,8,17,6,9,5,28,7,10,5,4,7,8,2,2,-1,2,1,2,6,14,2
26,2,2,6,1,7,7,8,24,8,14,13,15,6,3,2,1,5,-1,3,10,2,3,6,1
27,2,2,2,2,9,5,5,16,10,22,5,13,3,1,2,2,-1,1,1,-1,2,6,4,5
28,1,3,2,6,12,8,17,12,4,11,10,12,3,2,1,2,-1,-1,3,4,3,2,2,1
29,-1,1,1,4,12,13,11,6,14,12,12,2,4,2,1,1,-1,1,1,2,2,3,6,2
30,1,2,5,2,6,5,2,6,3,11,2,1,2,1,2,2,6,-1,2,1,1,1,3,1
31,3,4,6,7,7,18,4,3,5,6,4,4,4,2,-1,1,1,1,1,2,1,4,3,6
