Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,25,32,20,15,20,5,15,9,15,15,25,38,41,41,47,64,61,62,61,51,60,74,59,46
2,38,15,25,16,17,17,11,7,10,14,-1,-1,-1,48,56,74,62,61,47,45,51,63,52,38
3,36,29,28,20,11,18,12,7,17,16,25,30,38,38,57,60,60,49,56,50,64,71,54,37
4,40,19,26,21,7,20,11,10,-1,-1,30,40,47,55,84,90,80,68,55,44,56,71,50,32
5,11,19,15,20,21,20,18,10,13,24,14,27,42,49,55,65,65,56,39,33,56,34,42,24
6,18,20,10,5,3,7,7,2,4,4,15,49,56,47,45,62,64,63,46,44,60,53,59,50
7,31,17,21,8,24,12,5,2,6,11,22,33,52,61,68,99,87,77,65,48,61,55,51,39
8,32,16,23,14,14,13,12,8,9,15,23,32,38,48,67,77,73,58,45,44,58,49,58,40
9,30,25,13,15,15,9,4,7,7,13,13,29,43,40,64,105,100,90,97,69,90,96,76,54
10,34,32,28,18,13,13,9,21,17,21,29,46,71,69,85,80,84,86,79,85,69,60,44,28
11,22,20,15,13,15,7,-1,-1,6,15,17,36,48,48,56,93,67,89,72,60,55,53,56,31
12,27,15,19,17,20,14,14,9,14,13,14,28,36,27,27,94,80,65,60,61,65,73,47,37
13,22,19,29,45,23,12,8,12,18,34,22,38,62,75,81,128,91,86,81,77,73,56,42,42
14,33,21,14,25,20,19,10,13,9,12,24,49,98,147,95,114,109,97,103,68,58,75,62,51
15,27,26,27,23,24,10,10,7,14,13,22,26,49,44,48,48,60,55,58,42,71,70,60,40
16,32,33,25,20,16,15,15,12,-1,-1,23,31,36,57,41,63,59,45,44,50,61,68,57,42
17,24,16,26,22,15,17,14,8,17,28,31,48,34,43,53,42,61,56,54,47,60,60,47,-1,-1
18,32,24,13,12,6,17,6,9,32,12,32,45,37,35,64,80,77,104,70,73,105,66,55,34
19,21,40,21,21,15,18,13,7,16,16,36,47,48,50,65,60,55,42,42,56,74,72,58,41
20,32,68,19,28,19,17,12,12,8,14,31,26,56,50,61,56,50,60,48,65,102,91,63,50
21,33,40,46,26,30,21,14,7,17,23,22,46,39,57,51,52,56,52,62,57,66,58,53,40
22,35,30,19,31,13,12,17,16,17,31,22,26,39,50,47,52,45,43,52,57,47,54,63,27
23,37,20,31,23,47,17,10,11,13,15,24,31,38,51,57,63,79,66,60,65,99,110,87,53
24,27,29,-1,-1,-1,22,8,6,17,30,35,54,65,73,96,81,70,67,73,83,72,73,63,41
25,43,33,19,14,14,14,13,8,4,19,26,44,63,71,84,108,101,80,68,69,81,72,56,44
26,46,23,21,30,18,10,14,5,14,22,35,41,60,74,104,83,93,67,69,50,82,73,70,50
27,30,19,24,23,25,15,10,16,12,15,27,38,68,91,94,104,91,89,71,67,74,65,62,50
28,29,22,20,33,20,13,13,10,17,22,25,40,51,61,66,73,61,54,52,49,69,69,54,48
29,19,-1,-1,-1,-1,13,12,-1,17,26,23,47,53,68,54,99,103,105,76,67,74,72,71,53
30,-1,32,26,24,29,22,22,14,18,19,30,42,55,66,59,64,61,49,49,57,69,67,65,48
31,32,29,23,30,17,16,12,10,23,20,22,35,47,68,72,74,64,55,55,58,74,94,68,51
