Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,1,2,4,1,-1,-1,-1,-1,-1,1,8,14,3,7,11,50,102,42,151,89,132,50,50
2,132,123,191,181,227,191,169,179,182,176,153,90,86,159,149,135,122,83,78,97,71,79,76,53
3,119,74,76,86,90,130,109,210,149,47,10,11,3,3,4,12,4,24,14,26,18,9,3,2
4,1,-1,2,2,2,1,1,-1,-1,1,-1,-1,1,1,1,9,51,115,99,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
7,-1,-1,-1,4,7,21,16,15,1,53,58,52,60,95,61,58,34,44,73,85,78,70,70,81
8,48,92,51,115,122,161,135,135,66,35,32,73,47,119,117,107,58,90,61,62,79,81,58,106
9,59,93,109,104,128,187,59,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1
10,6,2,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,15,58,83,57,59,67,99,27,47
11,42,107,88,57,70,64,31,18,33,46,2,1,-1,1,4,52,57,48,87,94,72,118,76,58
12,61,94,91,67,65,48,39,41,64,65,85,105,109,81,59,76,72,69,88,82,73,55,49,72
13,57,100,85,104,81,100,99,84,87,101,37,48,34,66,49,50,103,58,54,76,37,35,-1,1
14,89,89,131,92,81,81,71,78,76,97,75,135,142,128,141,86,74,70,47,50,62,33,29,60
15,66,55,54,55,46,66,118,92,111,93,119,88,109,105,84,61,54,125,63,71,61,78,54,74
16,74,53,71,68,79,46,44,70,60,68,59,80,72,60,74,71,50,76,56,87,41,57,50,49
17,68,67,76,92,114,65,122,125,138,170,217,159,117,120,144,140,158,129,129,113,138,110,116,137
18,62,66,117,33,15,1,20,-1,2,-1,-1,1,-1,1,-1,9,47,93,56,45,72,65,39,56
19,74,126,128,178,196,70,9,11,16,52,24,13,14,20,125,106,88,48,66,87,82,66,58,58
20,82,88,108,85,123,128,134,130,148,119,118,87,96,105,98,96,78,85,81,61,51,59,60,82
21,99,53,56,78,80,84,85,111,86,86,100,115,108,108,132,76,104,91,89,80,82,89,76,100
22,99,87,97,95,56,29,43,84,66,112,87,108,106,97,95,90,118,104,104,78,77,69,78,60
23,65,56,113,70,72,63,64,101,91,82,71,112,110,131,77,75,74,96,98,123,92,89,59,52
24,75,95,53,94,83,104,77,110,89,108,112,121,109,121,133,88,131,67,57,49,39,50,50,41
25,42,39,74,90,109,82,115,104,122,106,78,74,79,107,58,52,145,85,54,78,66,56,65,23
26,42,60,52,61,79,83,56,94,103,123,114,134,142,115,89,105,113,111,108,112,78,106,117,107
27,113,83,89,140,144,151,208,197,181,180,142,106,86,66,141,134,134,121,79,102,102,65,66,53
28,66,75,113,201,152,31,20,34,34,69,66,104,59,101,39,152,116,93,114,81,91,77,94,77
29,72,109,58,74,85,114,120,133,130,151,205,208,199,183,91,115,97,102,62,56,80,81,101,61
30,33,91,99,99,84,96,106,133,130,209,180,51,1,37,28,83,67,112,126,91,23,30,55,64
31,71,71,62,145,228,202,178,135,130,122,221,200,173,162,162,112,125,106,111,92,92,99,61,52
