Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,55,48,69,69,82,71,78,56,50,53,-1,-1,24,29,35,18,34,27,40,35,32,30,18,24
2,25,44,45,59,69,62,84,58,55,26,50,49,37,48,35,27,32,60,48,38,32,33,37,80
3,67,58,74,71,81,74,80,71,111,92,53,81,30,32,38,39,38,34,39,23,52,42,46,55
4,62,44,59,79,75,80,98,80,61,87,49,48,41,38,40,32,46,30,32,36,55,59,37,30
5,42,72,71,69,70,71,114,55,70,53,44,-1,2,35,43,36,23,28,33,32,38,59,52,64
6,58,54,65,80,87,85,93,85,78,72,77,53,42,49,42,46,35,38,43,44,35,34,44,72
7,57,46,66,89,70,106,78,81,59,63,70,36,40,33,29,30,17,16,32,30,37,44,52,44
8,47,54,52,52,62,59,63,68,83,76,74,42,34,54,72,43,52,33,23,42,44,48,54,53
9,66,93,87,83,78,86,95,109,110,79,78,72,54,63,45,18,42,107,128,24,49,43,48,49
10,55,48,72,55,70,73,60,80,70,50,40,40,52,28,22,23,34,24,38,30,40,40,53,44
11,49,57,76,109,88,92,100,90,89,64,75,22,35,79,115,-1,110,10,1,-1,-1,-1,48,87
12,76,70,50,43,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,36,37,49,61,83,113,112,93
13,74,58,50,64,98,110,123,132,115,75,45,27,32,26,22,19,41,39,78,102,102,134,146,153
14,91,57,61,75,110,135,141,141,143,121,122,98,96,45,61,37,69,128,128,108,98,101,87,83
15,81,56,64,83,96,88,93,81,68,103,104,60,62,87,66,51,25,24,44,39,52,51,43,36
16,53,36,42,38,59,44,61,61,99,54,51,42,56,33,35,35,51,56,54,30,58,89,80,35
17,59,72,50,79,85,97,104,87,102,96,87,137,78,51,43,38,26,17,21,28,36,28,32,58
18,64,47,70,75,58,87,73,70,56,87,49,31,29,37,21,16,20,26,22,35,54,33,30,31
19,29,47,48,51,59,49,71,72,89,97,53,51,37,41,40,24,21,27,28,28,33,38,35,57
20,55,57,47,51,66,44,70,84,98,95,53,39,31,35,44,33,15,25,21,28,24,40,30,33
21,43,38,49,58,54,49,68,65,54,50,30,41,32,25,25,32,20,25,11,33,12,44,22,20
22,31,27,57,106,63,47,66,61,48,36,39,54,45,37,44,70,38,67,50,60,49,49,48,57
23,37,64,51,50,47,43,63,52,68,62,61,47,24,16,29,8,50,68,8,21,20,20,25,22
24,38,33,63,40,36,50,51,57,47,54,45,44,38,22,29,15,20,14,27,10,21,15,17,26
25,31,29,29,33,34,46,47,55,44,45,48,45,6,-1,8,12,16,12,10,19,32,23,38,35
26,31,52,56,51,37,75,85,47,48,39,55,78,30,48,17,18,17,20,9,23,25,27,31,30
27,32,43,40,62,41,54,55,49,42,31,63,8,28,31,23,16,15,19,26,16,22,19,23,31
28,37,73,52,56,77,62,57,59,63,57,79,79,45,45,16,13,13,15,8,11,20,31,30,48
29,40,27,33,57,54,69,66,59,58,52,34,30,24,40,23,76,36,23,14,31,35,15,50,25
30,32,47,40,32,42,49,51,33,41,41,44,22,39,45,22,33,107,93,66,75,35,23,20,67
31,48,40,63,52,57,68,70,62,74,85,116,73,25,57,57,27,22,22,13,14,21,27,28,82
