apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,11,7,9,21,26,23,42,22,2,6,17,32,6,5,7,8,13,6,0,4,6,3,9,7
1,6,4,6,8,15,18,25,31,17,6,6,8,24,16,6,5,4,1,1,5,7,5,5,25
2,31,13,24,23,28,21,20,24,31,39,21,13,9,7,13,18,5,7,4,3,2,13,25,31
3,23,25,31,28,26,17,21,36,4,10,12,7,8,13,18,12,9,1,4,4,8,24,33,25
4,36,33,25,30,38,35,32,30,31,23,28,34,28,26,18,21,6,5,5,3,7,14,24,19
5,29,30,28,31,29,22,27,14,20,5,35,38,33,20,20,15,16,8,5,5,17,19,19,10
6,6,6,7,22,30,20,25,10,21,32,28,7,19,15,8,9,9,12,3,9,6,9,27,21
7,23,27,29,27,27,23,22,25,38,35,39,28,13,6,13,13,6,4,7,3,11,22,33,50
8,45,37,42,38,35,46,52,38,44,50,54,48,31,37,33,8,13,9,8,12,20,27,34,35
9,43,39,36,36,46,47,44,42,41,43,28,26,24,39,11,6,4,2,6,15,20,13,34,36
10,35,51,36,37,27,22,36,29,35,46,47,38,37,34,27,18,14,10,9,22,23,17,24,35
11,39,39,40,41,33,35,29,28,36,32,29,21,9,15,16,7,7,4,6,4,7,8,15,23
12,30,17,20,21,33,27,20,15,11,25,25,22,22,18,10,11,8,7,2,7,3,2,15,20
13,26,18,20,30,23,17,25,25,16,30,27,18,25,13,6,11,8,4,4,9,9,10,15,18
14,11,13,30,31,18,14,22,26,29,31,25,27,14,15,18,12,5,7,2,1,11,16,19,23
15,24,30,18,19,23,22,31,25,25,33,24,20,16,16,12,17,12,2,6,5,10,16,14,24
16,25,22,25,29,26,25,35,33,27,23,19,40,18,26,15,5,8,7,5,2,3,19,25,23
17,15,31,27,32,20,15,15,29,37,19,31,25,17,13,3,5,12,15,12,14,12,17,22,27
18,20,32,20,18,20,16,27,27,44,42,28,31,59,44,28,23,12,9,14,6,14,17,18,23
19,38,23,33,16,28,25,34,39,35,39,19,20,30,22,24,26,11,14,10,9,15,10,11,14
20,21,24,13,25,27,27,18,19,27,35,26,27,21,22,18,10,8,6,5,5,18,25,13,32
21,22,28,28,30,31,30,37,42,34,41,37,17,24,9,19,6,12,5,7,9,14,14,18,26
22,31,40,29,24,31,27,56,45,47,39,26,27,24,15,7,10,11,8,5,3,11,6,14,30
23,29,24,29,25,29,36,35,33,40,36,31,31,14,12,11,10,7,6,6,7,8,4,11,20
24,7,7,6,23,27,12,24,13,31,33,32,18,17,21,25,12,7,10,8,9,4,16,21,13
25,31,19,25,14,25,38,31,14,9,10,8,7,24,17,18,9,11,6,7,6,4,6,11,23
26,20,23,32,26,29,28,29,35,22,15,21,30,32,14,22,20,10,4,4,2,8,13,24,26
27,12,8,7,22,21,13,8,36,22,26,21,35,24,11,4,15,6,4,6,8,10,7,16,21
28,29,23,27,30,32,20,40,34,28,8,13,4,13,15,13,2,2,4,3,5,5,10,9,17
29,18,21,23,22,30,26,18,34,29,45,33,20,25,24,18,17,9,8,3,5,3,7,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
