apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,3,1,2,1,5,6,19,2,15,21,8,2,1,4,1,2,2,3,-1,1,13,4,1,""
02,2,1,1,4,5,9,2,3,2,4,-1,2,1,9,4,5,3,2,3,2,1,1,-1,2,""
03,3,2,2,4,5,7,5,3,6,3,1,2,2,4,7,9,6,-1,1,2,-1,1,1,3,""
04,-1,3,4,6,2,3,6,3,4,4,10,10,3,12,9,2,3,1,2,1,5,-1,3,-1,""
05,1,12,1,-1,1,3,1,10,3,1,-1,7,1,1,1,1,1,-1,1,-1,4,1,3,4,""
06,3,3,2,1,4,4,1,2,3,6,7,3,5,2,-1,9,5,3,-1,4,1,2,4,2,""
07,2,4,2,1,2,2,3,8,7,3,3,4,4,7,4,2,5,3,1,2,4,2,3,7,""
08,8,2,-1,2,6,4,3,1,1,4,4,5,4,2,8,6,11,4,2,7,1,1,1,3,""
09,1,2,6,4,4,1,2,5,2,3,9,1,1,4,2,5,2,5,2,-1,-1,2,1,3,""
10,3,7,3,4,6,10,8,3,5,6,6,7,9,8,5,6,2,9,3,5,2,2,-1,1,""
11,4,2,3,13,2,5,10,3,2,3,-1,3,5,2,-1,2,4,13,4,2,-1,1,3,6,""
12,3,2,3,3,3,2,3,2,3,4,10,8,5,2,1,4,4,15,1,2,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,1,6,12,11,11,9,2,4,7,7,6,10,-1,2,3,4,""
14,4,3,2,4,2,5,13,21,22,1,1,4,4,13,1,9,-1,1,-1,2,9,14,3,1,""
15,2,2,-1,2,2,4,3,2,1,11,3,2,12,-1,14,5,6,4,3,2,-1,1,2,2,""
16,-1,-1,-1,-1,2,1,-1,4,1,6,12,7,4,8,1,10,7,1,1,2,1,2,2,1,""
17,-1,1,1,4,2,3,1,4,5,2,2,10,1,1,5,6,3,-1,1,1,1,-1,2,1,""
18,-1,2,2,1,2,1,5,4,4,7,4,4,9,3,3,1,1,2,2,1,1,1,-1,1,""
19,3,1,1,2,4,8,2,6,4,5,1,-1,1,1,3,3,7,1,1,7,2,16,1,1,""
20,1,1,-1,1,1,1,8,1,1,7,5,4,1,2,9,1,1,2,2,1,1,1,1,1,""
21,-1,1,2,-1,3,1,1,2,3,1,2,1,2,-1,8,8,3,3,2,4,5,1,4,7,""
22,2,3,2,1,3,6,9,17,14,4,6,-1,3,2,2,5,1,3,1,2,6,5,4,2,""
23,4,1,1,11,3,2,21,4,5,1,1,5,1,2,2,10,2,-1,3,7,5,1,1,-1,""
24,3,1,3,-1,7,5,2,5,3,6,6,7,7,2,3,2,2,3,-1,2,2,-1,1,2,""
25,1,4,3,4,2,3,7,1,10,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,2,4,6,4,3,4,3,4,2,1,-1,1,1,""
27,-1,2,1,1,3,2,1,4,17,2,4,4,9,4,4,6,1,2,2,-1,-1,1,2,3,""
28,-1,2,2,1,6,3,6,5,5,5,1,12,8,6,5,5,3,4,6,10,1,1,4,2,""
29,1,1,2,5,9,1,3,2,9,-1,5,3,4,12,35,5,5,10,-1,1,1,-1,2,2,""
30,2,5,3,-1,3,7,6,-1,4,4,5,3,5,7,9,4,6,1,3,1,2,4,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
