apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,23,21,17,22,17,27,31,23,32,21,29,46,45,43,27,35,18,19,17,23,33,32,47,44
1,42,40,42,31,42,42,54,33,39,41,26,29,33,33,23,11,9,6,17,8,18,21,17,20
2,20,17,7,10,15,11,18,18,13,18,25,23,29,19,15,8,15,11,14,10,8,11,12,10
3,6,15,8,13,17,18,29,34,26,51,69,37,32,32,28,27,8,23,18,9,13,22,18,15
4,23,23,15,28,21,34,31,28,32,33,34,41,37,21,21,17,17,15,17,12,14,19,29,26
5,36,31,32,23,14,27,39,43,37,34,32,33,29,29,28,20,13,14,11,13,9,13,12,13
6,17,17,13,23,16,21,21,12,25,33,40,32,33,25,16,10,12,10,15,19,20,31,20,26
7,33,34,26,23,26,19,31,33,34,21,28,23,24,11,19,16,12,14,12,16,11,25,24,38
8,27,19,12,16,18,13,17,24,20,26,42,19,30,19,14,20,14,10,7,23,14,20,9,23
9,17,10,19,10,13,10,14,23,22,25,13,18,15,11,20,23,9,14,9,21,19,23,24,23
10,31,34,38,36,35,39,43,29,50,51,44,39,27,11,40,15,30,19,20,27,30,32,49,53
11,51,56,58,40,43,30,29,41,39,42,48,41,33,25,21,16,11,21,13,24,15,19,28,25
12,31,18,14,24,21,24,25,17,24,38,47,35,20,21,11,9,12,5,7,11,10,13,16,21
13,22,24,20,30,30,32,38,25,47,32,36,30,23,13,17,8,5,9,6,15,11,27,26,23
14,28,30,26,31,29,28,36,32,44,32,40,29,51,51,40,34,38,28,27,25,41,52,41,55
15,52,73,65,74,58,62,66,63,68,71,63,55,19,17,12,11,16,10,20,9,7,11,9,19
16,24,23,19,18,18,19,16,22,17,29,29,46,34,26,27,10,17,16,18,20,14,26,31,37
17,42,23,28,27,27,27,44,42,49,45,51,38,35,33,28,24,16,7,9,16,16,20,13,20
18,26,33,27,32,28,37,34,30,30,29,22,42,55,34,42,41,30,26,27,23,48,55,50,53
19,54,59,70,61,63,75,74,80,75,76,94,66,47,42,42,32,21,22,20,15,35,49,49,62
20,53,70,53,71,56,72,72,79,83,75,64,68,46,48,50,36,27,31,30,27,40,33,47,51
21,59,56,44,57,80,64,77,79,88,85,47,33,28,29,34,24,17,25,23,21,33,26,20,35
22,47,47,29,23,44,33,46,54,55,56,43,50,33,29,26,17,14,14,10,13,12,14,24,22
23,22,28,42,28,36,32,43,40,57,51,25,20,24,26,23,26,19,24,13,14,15,11,20,16
24,20,19,8,15,25,29,21,35,49,55,27,21,15,35,55,45,35,34,31,25,31,46,46,54
25,59,55,59,56,52,62,90,78,81,74,81,64,61,46,32,51,33,26,20,28,20,37,56,64
26,49,59,54,67,59,73,67,89,82,80,75,64,56,61,45,49,30,19,27,27,29,37,49,56
27,41,59,66,59,58,67,68,78,66,75,61,43,45,32,28,27,21,15,10,18,25,20,23,23
28,15,29,17,22,27,36,30,36,27,38,23,27,30,24,23,21,16,7,10,-1,-1,-1,-1,10
29,24,29,35,26,42,34,32,58,52,59,45,37,28,29,23,16,-1,16,2,0,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
