apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,88,95,68,75,87,80,77,94,89,95,88,98,68,59,49,25,41,42,42,57,60,64,91,81,""
02,81,92,77,76,63,63,88,101,108,101,98,94,87,57,49,48,52,40,43,48,56,78,79,113,""
03,99,104,94,81,88,68,100,99,98,119,115,128,96,78,56,63,39,66,44,63,62,81,69,91,""
04,94,90,88,73,75,87,94,96,94,112,124,107,66,57,47,43,45,32,42,32,65,84,88,100,""
05,83,99,77,81,84,79,93,90,79,97,110,109,99,83,54,59,56,54,45,51,63,66,88,85,""
06,95,83,81,90,86,87,87,103,115,96,112,101,91,86,55,44,32,36,24,28,39,35,33,42,""
07,79,91,80,74,87,77,79,68,67,74,75,98,51,61,55,55,42,43,55,62,58,75,76,93,""
08,83,75,80,79,73,68,100,105,90,121,79,70,57,60,51,46,30,33,30,41,44,59,63,73,""
09,66,44,52,52,59,58,65,49,78,72,73,68,40,49,35,32,27,36,40,37,33,30,64,60,""
10,55,64,56,45,53,61,54,55,58,62,59,71,52,50,52,51,37,30,22,44,23,28,29,29,""
11,42,99,91,79,84,94,101,120,115,106,121,118,83,90,76,60,56,41,33,51,73,88,91,109,""
12,98,91,112,88,89,81,90,120,110,123,109,95,83,66,61,57,46,45,23,26,35,42,42,44,""
13,49,49,53,88,100,103,122,111,114,121,111,111,78,79,70,59,53,59,48,52,68,79,80,98,""
14,105,77,73,85,78,94,103,88,93,78,91,87,71,74,74,46,49,48,45,49,56,70,86,78,""
15,68,90,98,75,78,69,86,96,125,92,83,90,57,78,56,56,50,45,35,46,51,52,67,96,""
16,125,131,92,72,85,102,108,108,80,99,82,107,65,68,45,42,39,51,37,28,22,32,37,46,""
17,51,83,82,75,89,82,83,81,75,78,85,68,73,52,42,55,50,28,30,30,24,46,43,41,""
18,31,125,108,84,81,73,83,81,75,96,66,76,61,53,41,36,44,33,40,53,63,64,90,81,""
19,85,111,121,89,97,91,72,102,95,89,91,77,66,68,66,61,53,42,53,41,71,61,66,73,""
20,87,76,72,74,87,71,96,106,108,104,104,93,81,55,70,72,40,44,39,31,58,65,72,82,""
21,80,81,72,126,141,106,96,95,115,107,112,88,93,74,57,63,42,52,47,41,60,72,70,103,""
22,103,84,70,85,121,127,140,122,134,139,86,93,91,64,48,39,43,46,44,55,58,63,77,79,""
23,93,82,82,70,79,119,100,137,104,108,70,99,80,65,59,50,50,40,45,46,56,78,55,61,""
24,68,76,74,72,56,71,94,102,106,95,95,82,64,53,79,49,35,40,40,44,40,43,55,70,""
25,58,61,48,51,75,77,85,91,92,60,104,83,71,73,55,51,50,61,46,39,40,56,64,58,""
26,72,71,96,65,82,73,105,106,117,119,104,97,85,70,80,58,61,40,52,58,52,65,69,91,""
27,70,68,77,85,78,80,114,112,116,96,90,85,49,57,56,37,42,33,44,40,49,61,70,69,""
28,74,73,76,65,86,85,75,102,92,98,118,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,41,14,5,15,9,13,11,8,10,9,10,7,20,20,73,3,2,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
