apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,11,14,12,20,17,27,34,22,39,53,53,44,63,68,85,69,63,38,40,53,46,23,36,20,""
02,18,27,23,26,33,37,24,32,34,54,70,61,57,66,74,81,67,73,78,78,70,26,15,20,""
03,18,31,20,22,29,29,23,38,45,59,61,92,81,77,67,73,52,49,57,35,33,33,29,36,""
04,30,39,46,55,35,54,50,70,74,93,90,108,86,108,103,108,87,67,80,89,62,80,50,29,""
05,47,21,24,44,61,48,50,61,46,65,88,63,101,115,125,111,96,73,75,85,66,75,41,31,""
06,38,19,17,28,36,44,41,47,64,92,96,87,88,87,82,96,73,46,27,20,15,29,13,17,""
07,31,34,32,35,48,40,43,47,56,67,77,72,75,57,64,73,61,36,48,50,53,47,25,15,""
08,7,21,37,44,56,55,59,69,72,74,94,98,80,91,137,114,106,89,75,80,52,60,40,19,""
09,31,27,23,50,40,45,39,48,63,63,70,76,77,75,79,79,69,50,46,43,25,24,15,5,""
10,7,12,15,14,30,21,30,-1,-1,52,49,54,59,54,71,35,17,18,25,34,32,49,25,16,""
11,20,24,35,52,53,46,45,35,39,73,68,67,77,111,109,76,71,59,45,60,33,29,39,37,""
12,32,40,51,48,44,45,44,52,61,83,77,94,78,96,82,56,47,55,33,46,33,18,30,13,""
13,24,38,49,49,45,40,48,59,59,66,86,100,76,99,171,162,114,66,81,83,84,65,48,49,""
14,21,36,40,59,54,59,59,43,69,56,79,-1,77,68,100,86,93,84,70,94,67,61,36,38,""
15,18,35,36,32,41,56,44,47,64,67,80,92,65,99,108,138,120,120,110,119,113,80,53,40,""
16,35,45,66,64,82,67,87,82,62,84,73,82,87,105,105,80,62,59,36,42,30,25,27,17,""
17,31,30,30,39,24,38,31,-1,-1,-1,40,48,44,27,37,25,29,37,37,38,42,35,23,26,""
18,20,26,28,39,37,38,58,56,74,100,79,80,82,94,82,78,83,76,79,85,69,34,43,26,""
19,28,31,24,49,51,34,52,38,41,65,82,80,86,66,42,55,39,23,20,36,23,16,5,14,""
20,16,24,29,23,34,32,42,33,34,44,57,42,54,14,12,19,10,6,8,17,14,6,6,5,""
21,14,15,27,19,25,27,28,32,41,57,53,77,61,63,48,42,18,17,10,11,12,2,4,7,""
22,8,8,19,16,28,22,35,37,42,62,87,114,91,74,104,72,68,60,58,73,82,67,42,29,""
23,18,20,30,44,36,47,36,32,45,48,60,60,67,105,73,100,73,73,75,88,64,73,41,33,""
24,25,37,34,44,50,41,44,45,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
25,-1,-1,-1,-1,-1,51,48,37,55,77,76,100,104,99,46,39,36,42,27,40,33,22,19,22,""
26,16,32,38,38,37,39,55,65,67,70,82,96,103,129,129,133,110,112,123,143,128,73,73,61,""
27,36,51,53,50,67,57,67,72,65,95,100,108,148,121,141,122,102,109,150,140,124,91,57,43,""
28,38,44,49,53,46,59,52,46,87,99,104,117,147,126,131,105,94,95,118,121,93,79,60,49,""
29,35,40,53,56,56,57,63,68,93,81,80,94,96,95,89,77,83,69,98,120,88,66,47,29,""
30,37,37,42,51,44,49,45,58,97,101,113,135,141,143,156,135,134,137,132,141,120,102,60,44,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
