jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,84,79,104,124,144,100,114,-1,136,111,106,109,117,113,64,-1,-1,-1,-1,-1,34,67,97,82,""
02,80,116,128,135,148,119,105,135,-1,101,131,121,140,106,93,-1,49,48,68,69,77,66,84,93,""
03,70,79,145,182,203,166,156,158,169,129,213,220,214,197,155,120,97,78,73,97,100,126,102,118,""
04,138,65,73,253,230,176,142,178,218,263,299,287,256,217,169,135,126,72,70,53,69,78,85,96,""
05,51,105,133,155,85,77,31,-1,-1,118,112,130,123,122,110,70,66,33,10,14,9,6,13,8,""
06,79,107,166,183,76,118,56,-1,-1,-1,97,91,76,57,103,74,68,60,68,71,57,80,86,88,""
07,88,96,127,135,-1,-1,51,-1,-1,110,128,125,123,139,92,60,58,48,43,54,60,66,67,77,""
08,83,110,112,159,124,115,86,-1,69,112,139,142,102,84,61,56,42,32,42,48,60,82,80,24,""
09,53,129,143,154,165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,61,70,79,""
10,98,111,143,141,129,143,158,163,161,201,154,160,184,170,147,114,110,77,67,71,92,87,70,90,""
11,88,112,127,169,158,106,83,96,70,110,148,133,109,131,98,7,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,10,3,9,3,-1,12,18,17,24,38,26,44,""
13,43,68,90,98,81,71,43,19,-1,44,92,65,26,54,39,33,29,18,16,31,41,44,31,54,""
14,68,77,86,87,90,70,52,44,48,64,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,41,37,36,""
15,41,38,63,76,76,71,56,38,20,-1,-1,-1,-1,-1,-1,-1,-1,19,33,-1,-1,39,74,81,""
16,75,73,94,124,107,83,100,67,82,102,115,81,89,69,66,50,30,33,30,36,57,33,54,68,""
17,80,85,99,118,104,124,104,100,101,143,102,85,109,91,88,49,49,48,37,51,51,45,69,71,""
18,72,79,104,126,108,77,73,67,61,71,99,64,79,69,53,55,43,23,36,36,50,35,62,90,""
19,85,99,79,126,102,80,68,68,54,72,85,88,86,80,48,43,28,19,23,31,42,42,67,90,""
20,78,89,100,109,92,73,81,65,68,71,83,98,66,71,50,74,24,24,29,36,37,42,62,69,""
21,58,88,81,93,100,66,67,50,76,80,77,58,66,70,50,42,36,29,23,36,35,50,72,68,""
22,70,78,83,101,85,16,-1,27,53,79,91,56,64,135,55,39,38,20,31,39,35,49,77,65,""
23,78,64,97,90,92,76,64,55,92,88,96,78,77,66,54,44,27,37,33,72,45,44,61,66,""
24,75,66,102,94,109,99,84,81,118,121,109,106,79,77,-1,-1,-1,37,42,51,57,67,76,83,""
25,73,87,74,94,92,78,54,76,70,80,76,75,76,59,57,45,21,31,34,32,44,43,73,64,""
26,61,58,82,83,74,52,57,55,64,89,69,68,46,47,49,31,20,28,26,46,47,73,81,71,""
27,78,72,103,78,102,72,50,62,60,91,96,58,55,67,47,31,19,21,51,42,45,47,69,60,""
28,70,66,73,93,91,63,56,65,73,-1,-1,89,81,62,56,22,25,22,77,31,37,52,70,73,""
29,68,86,92,72,90,79,71,73,68,70,63,80,57,51,54,26,38,-1,-1,-1,53,51,74,90,""
30,82,89,77,84,97,59,61,71,66,83,78,74,72,73,54,43,37,19,26,62,45,54,72,72,""
31,88,87,86,109,104,98,103,106,115,127,119,117,84,88,57,54,56,35,25,34,52,134,226,-1,""
[E]hgmpI}lel`z`fg'o0'jf',"b"
