jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,5,4,3,8,6,5,10,8,8,11,28,24,15,19,20,24,30,24,13,18,32,11,9,12,""
02,19,4,23,12,15,16,14,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,1,2,10,2,3,3,7,9,6,5,8,2,6,5,10,12,19,9,5,0,-1,-1,-1,-1,""
04,-1,-1,-1,2,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,2,""
08,4,4,2,4,1,2,2,2,7,4,-1,8,11,6,11,9,10,15,11,21,20,2,-1,-1,""
09,-1,-1,-1,-1,-1,-1,-1,-1,8,19,18,27,60,63,44,60,67,66,53,58,67,28,-1,-1,""
10,-1,-1,-1,1,1,2,4,20,12,24,22,55,37,39,48,56,51,50,72,46,37,13,12,8,""
11,9,4,2,2,14,14,13,27,47,34,90,175,158,151,152,166,85,65,54,25,31,23,34,28,""
12,24,49,35,12,12,26,18,37,43,60,77,78,51,56,8,0,0,0,65,32,25,11,3,1,""
13,5,0,0,0,0,0,1,0,0,1,0,0,2,2,3,2,11,14,24,25,18,19,24,43,""
14,32,22,26,55,42,41,52,103,357,349,361,441,384,507,596,674,622,626,570,581,454,262,162,107,""
15,74,47,36,35,18,39,38,62,104,139,160,180,197,237,223,219,206,174,197,188,172,87,62,40,""
16,41,40,45,47,44,43,61,90,118,111,115,148,164,132,176,192,207,208,155,171,95,53,47,44,""
17,34,23,12,13,21,23,44,58,76,101,107,106,116,106,121,123,125,144,125,117,103,46,22,31,""
18,23,24,15,11,21,26,32,25,66,95,91,82,114,101,123,114,118,139,123,118,57,25,25,34,""
19,28,27,12,31,19,61,96,116,123,110,135,120,135,95,103,144,123,159,169,158,149,174,175,210,""
20,174,84,83,70,83,87,126,166,218,290,308,328,309,372,326,316,353,449,397,341,226,134,105,61,""
21,57,38,24,51,39,65,73,116,187,187,217,222,216,210,204,218,240,198,216,237,145,86,56,48,""
22,25,42,13,30,24,30,49,76,127,126,122,140,142,147,174,145,180,188,212,196,158,69,69,55,""
23,25,45,33,27,29,30,41,79,96,198,259,212,172,204,182,193,198,208,213,179,102,60,70,58,""
24,38,29,8,7,45,64,71,106,111,105,82,109,116,101,124,137,126,130,74,39,40,32,36,78,""
25,69,63,120,31,56,68,95,119,163,161,160,193,181,246,169,152,151,181,136,159,135,99,97,138,""
26,80,71,30,35,52,89,70,76,80,75,65,60,50,57,48,48,49,45,39,50,67,55,30,24,""
27,20,62,44,63,84,151,161,98,108,85,64,79,105,89,84,74,55,68,47,18,12,6,3,1,""
28,2,2,0,0,0,4,13,12,15,16,5,5,1,3,3,3,1,0,3,3,8,2,5,2,""
29,2,3,11,11,1,10,5,1,3,3,2,1,8,5,1,8,11,5,7,4,6,0,10,6,""
30,0,1,2,3,3,11,16,11,31,17,11,23,12,23,41,22,34,24,17,16,28,21,21,13,""
31,6,11,14,19,29,17,8,8,6,13,6,18,4,5,4,1,5,5,5,1,7,3,1,2,""
