jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,12,12,12,11,7,8,7,17,10,12,9,13,10,2,9,4,10,10,8,20,15,9,9,7,""
02,7,5,8,23,13,12,11,12,11,9,10,13,9,8,8,8,10,4,7,2,3,9,3,5,""
03,12,7,8,6,25,11,8,10,12,12,16,29,32,22,11,11,9,6,12,5,12,12,16,27,""
04,15,28,29,55,62,75,49,35,29,17,19,52,41,44,30,27,22,16,9,11,11,4,15,11,""
05,9,9,11,9,13,11,9,8,16,11,6,9,13,5,16,8,7,14,5,11,6,5,8,6,""
06,9,20,9,17,9,12,12,18,12,4,11,13,8,9,13,9,8,5,5,9,12,6,4,5,""
07,8,9,8,7,9,8,6,7,1,6,15,11,18,27,21,14,8,10,12,15,22,19,16,25,""
08,18,11,18,19,15,19,11,19,13,18,28,22,32,27,19,10,13,12,11,12,16,18,23,23,""
09,28,22,22,10,30,25,29,19,26,24,37,25,36,26,9,20,12,16,20,20,11,17,9,16,""
10,20,12,20,18,26,21,21,21,13,11,18,13,16,17,22,13,20,23,19,13,22,33,26,23,""
11,23,23,20,21,17,17,20,17,16,28,25,21,25,31,29,15,12,15,19,7,18,26,25,19,""
12,28,22,21,26,24,26,23,13,21,26,13,3,0,4,24,15,10,18,10,11,14,14,16,14,""
13,20,25,13,18,15,7,11,14,22,25,20,10,6,5,19,16,7,9,18,18,20,14,14,18,""
14,17,15,-1,-1,-1,-1,-1,14,15,24,19,12,5,19,21,29,15,10,18,23,17,21,18,14,""
15,21,27,29,23,24,18,21,30,23,24,21,17,0,14,24,13,15,16,14,12,15,23,22,20,""
16,26,25,25,21,21,15,22,20,15,14,20,18,14,18,27,25,10,15,9,9,15,19,23,17,""
17,13,17,20,21,13,11,16,15,15,31,17,14,14,19,19,11,14,10,12,15,19,16,17,15,""
18,18,20,16,17,21,16,11,18,27,20,26,28,19,23,20,21,19,16,16,22,22,15,8,21,""
19,25,22,20,17,16,20,10,21,17,18,17,20,23,25,34,11,16,9,19,21,17,15,13,23,""
20,26,24,22,34,9,13,16,23,21,22,21,24,18,26,15,9,8,12,16,13,16,15,13,25,""
21,20,24,18,13,19,17,19,25,20,23,29,28,20,9,23,11,11,12,16,14,15,11,20,23,""
22,24,16,18,12,9,7,0,16,14,16,22,11,22,6,21,15,14,5,7,10,17,16,10,16,""
23,20,14,20,13,15,13,14,17,14,16,14,13,9,17,11,12,7,5,12,5,12,11,11,9,""
24,12,6,9,10,11,12,14,16,11,15,10,10,13,10,5,8,9,4,9,8,9,6,6,6,""
25,15,10,22,12,7,11,15,18,17,12,17,13,19,15,16,10,8,12,14,14,10,14,14,11,""
26,9,16,14,11,14,9,18,10,21,17,22,29,15,21,14,10,7,5,19,13,7,14,15,14,""
27,16,11,19,15,13,17,16,7,17,54,19,28,17,17,25,15,12,12,7,19,19,28,17,20,""
28,31,18,26,22,10,15,14,17,21,32,22,15,10,8,14,10,16,22,15,14,29,15,23,24,""
29,24,25,21,10,12,17,18,16,22,19,19,11,1,0,6,25,18,12,11,20,21,31,26,25,""
30,31,17,27,19,19,15,29,22,20,28,21,24,22,21,7,10,15,13,12,14,9,16,18,19,""
31,21,16,14,6,18,9,23,21,13,18,15,20,17,18,14,11,11,16,13,22,14,16,-1,-1,""
