jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,29,27,24,65,21,9,42,44,37,21,11,13,3,3,0,0,0,1,0,0,0,2,0,0,""
02,0,0,0,0,0,2,37,26,29,22,7,2,4,20,115,61,55,44,20,39,30,49,41,12,""
03,14,16,26,26,71,66,57,38,17,10,17,25,21,35,28,27,25,41,50,56,51,81,105,84,""
04,101,119,112,149,104,100,93,32,23,44,62,47,51,43,40,21,16,7,10,15,15,13,37,30,""
05,22,32,31,16,17,18,8,17,10,3,1,2,3,3,2,4,2,10,4,8,11,15,13,17,""
06,14,15,21,17,11,4,11,9,7,6,5,6,3,2,4,3,5,15,10,16,16,26,26,37,""
07,18,21,30,28,31,17,8,158,15,15,9,96,2,5,0,5,9,6,13,5,27,11,14,20,""
08,20,13,27,21,11,16,13,11,11,4,3,10,2,2,3,3,5,4,4,9,12,6,9,17,""
09,12,11,19,12,15,11,9,17,11,10,5,11,3,5,4,2,0,6,7,11,18,29,15,11,""
10,17,22,15,15,21,15,23,10,17,18,4,6,4,2,5,1,10,6,7,9,19,19,31,24,""
11,24,21,13,14,16,13,15,10,10,12,11,113,9,5,4,56,139,5,8,15,11,12,8,0,""
12,0,0,13,15,20,14,18,5,19,7,8,4,1,0,3,3,1,8,8,6,10,11,14,11,""
13,21,22,31,13,21,13,6,8,18,8,20,1,2,11,3,3,3,7,6,7,19,16,12,25,""
14,10,17,28,18,15,16,6,12,4,10,4,1,2,1,0,1,2,7,9,11,8,19,12,10,""
15,13,7,17,13,17,12,10,4,5,9,18,4,3,3,2,2,2,1,7,11,8,12,7,12,""
16,8,7,14,21,9,18,11,6,11,8,5,2,2,0,3,6,5,6,8,12,13,25,22,22,""
17,28,28,23,25,22,9,7,12,13,15,9,10,5,4,3,4,1,3,6,7,13,10,9,16,""
18,16,2,2,6,3,4,1,1,4,0,15,1,5,1,1,2,0,2,3,6,10,11,10,8,""
19,8,17,8,14,10,14,9,3,10,11,2,2,4,20,5,1,7,0,7,5,7,8,11,10,""
20,11,22,20,20,12,8,22,7,7,6,1,3,1,4,4,2,2,0,1,5,5,5,11,7,""
21,11,9,6,15,7,17,14,51,14,9,6,8,1,3,1,3,3,5,6,9,10,11,7,6,""
22,18,8,17,16,6,11,58,13,13,11,4,8,3,3,1,4,2,5,2,8,9,22,14,12,""
23,9,12,12,10,12,66,14,4,15,10,7,3,3,1,4,1,1,4,2,5,15,20,16,13,""
24,14,20,11,17,9,9,5,5,13,11,11,2,2,7,7,1,4,6,7,14,16,11,23,22,""
25,23,15,19,15,13,15,11,13,12,5,9,5,3,0,4,3,2,11,3,10,19,24,15,1,""
26,0,0,15,26,21,14,13,12,8,11,13,11,4,6,4,2,5,6,5,8,9,14,18,18,""
27,13,18,15,15,12,11,23,17,10,6,8,9,2,4,3,2,2,5,5,9,14,9,6,13,""
28,15,15,17,13,8,19,7,10,20,6,10,2,2,1,1,1,3,5,5,3,12,15,17,26,""
29,7,16,12,23,16,16,17,14,5,8,3,3,2,2,2,0,1,2,3,0,4,11,14,10,""
30,10,6,8,9,4,8,2,3,5,12,2,1,2,3,2,1,0,1,4,2,10,7,11,5,""
31,8,11,10,13,11,6,7,6,6,8,6,8,0,2,1,1,1,2,1,3,6,10,10,8,""
