jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,97,137,165,170,154,200
07,248,277,328,331,328,297,285,231,220,216,199,172,193,143,115,87,63,74,88,119,150,170,163,197
08,192,255,272,295,252,239,218,200,203,182,218,206,180,166,104,78,55,85,86,104,131,138,164,158
09,213,265,290,343,292,278,302,237,216,187,180,194,185,123,119,99,76,69,104,108,161,162,185,185
10,228,303,329,305,276,259,263,237,215,215,205,181,178,152,102,80,61,60,84,125,162,175,154,159
11,210,267,281,292,284,246,248,236,197,187,172,178,183,151,112,60,61,61,90,118,150,157,195,194
12,201,253,319,315,304,304,276,259,245,254,248,235,203,151,140,91,94,85,100,151,177,180,220,226
13,271,328,371,387,352,303,299,271,246,253,230,237,239,192,129,105,91,86,100,164,189,216,226,252
14,277,367,376,390,387,352,318,265,-1,-1,245,252,203,186,160,113,100,99,109,162,231,238,260,272
15,298,385,409,419,353,349,288,245,219,277,266,246,221,170,151,90,84,103,111,166,180,217,236,239
16,269,372,383,379,357,333,320,239,285,234,248,277,242,192,148,89,81,105,117,126,206,231,210,234
17,327,367,382,384,357,310,278,234,230,243,190,204,189,159,110,90,82,74,75,114,188,223,205,216
18,309,320,358,383,347,339,298,244,190,213,217,185,-1,-1,108,83,83,71,110,109,201,231,228,234
19,291,327,339,377,347,296,274,233,217,216,183,173,186,157,102,77,77,56,92,112,160,177,175,202
20,246,323,401,380,291,277,261,234,219,229,217,194,184,122,107,64,77,92,105,142,148,188,199,254
21,287,323,357,353,312,312,256,278,215,204,208,170,145,125,101,78,68,77,83,135,179,224,200,241
22,258,291,368,361,316,309,320,265,-1,223,214,214,195,154,137,104,77,96,117,153,205,208,228,232
23,279,353,363,369,325,355,321,299,254,223,222,230,215,142,121,97,78,90,94,163,172,216,235,235
24,264,304,355,321,309,301,267,261,225,223,209,168,202,138,-1,-1,51,49,-1,117,173,180,216,196
25,208,290,339,354,325,279,285,267,245,220,221,168,197,127,93,-1,55,66,91,122,164,218,214,209
26,243,279,307,335,301,298,288,278,217,253,224,204,180,129,95,89,59,82,105,112,154,188,189,215
27,211,275,299,325,347,297,292,275,240,269,221,198,173,165,-1,83,67,60,109,118,165,211,207,238
28,247,284,322,320,350,288,289,244,245,252,215,192,191,153,90,98,88,66,91,150,197,213,227,221
29,288,326,360,370,303,320,282,268,253,248,228,205,183,131,125,82,65,82,101,152,174,209,224,230
30,288,291,362,315,314,296,275,272,245,200,214,191,158,121,83,91,68,65,94,123,174,214,216,223
31,250,300,321,322,266,228,266,236,251,212,189,185,157,130,98,73,67,61,81,143,194,204,188,207
