jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,7,4,6,3,6,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,12,11,8
02,6,7,4,9,9,9,7,10,9,16,16,21,23,16,18,19,12,59,27,23,14,9,11,7
03,11,4,6,8,8,7,10,15,16,20,25,31,24,28,27,32,22,30,42,25,108,44,35,38
04,9,4,9,4,7,7,8,42,73,88,63,78,46,61,47,27,23,28,37,47,28,20,12,9
05,5,6,6,5,6,8,6,9,16,13,21,42,14,26,18,15,13,18,18,26,18,15,14,7
06,5,4,9,7,6,9,11,14,14,21,18,16,25,24,19,18,23,18,19,29,14,15,7,4
07,3,10,7,11,7,6,12,12,13,21,27,29,46,21,29,33,23,21,24,23,13,10,16,8
08,6,4,3,4,12,14,11,9,38,19,18,29,30,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
09,6,3,4,6,4,11,9,19,16,22,51,44,32,19,27,29,16,22,18,15,10,9,6,7
10,-1,-1,-1,-1,-1,-1,-1,10,19,14,16,27,18,18,9,17,17,18,26,12,10,15,7,-1,-1
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,3,6,7,6,5,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,19,14,12,19,9,6
13,5,7,7,8,10,9,8,9,9,18,18,20,20,22,11,22,14,16,13,16,14,7,8,7
14,4,12,4,8,8,8,10,9,14,19,18,23,17,25,19,14,25,12,19,16,13,15,7,5
15,12,7,10,7,7,10,6,13,11,19,17,22,19,17,29,28,16,19,20,16,19,16,8,4
16,7,3,5,4,4,6,8,8,10,21,23,28,25,22,21,22,20,17,16,14,12,11,11,5
17,4,2,6,11,8,5,7,11,14,15,20,19,16,19,17,17,24,21,30,14,16,14,7,7
18,4,3,5,7,11,6,9,7,10,13,24,13,21,15,17,14,20,20,23,16,15,14,11,4
19,2,10,6,7,10,10,11,8,11,20,20,16,18,24,21,24,21,20,18,15,12,10,8,4
20,4,4,2,11,6,6,7,12,13,12,15,27,24,17,21,19,22,31,18,15,22,15,15,7
21,7,8,4,5,5,4,10,12,9,16,26,15,21,13,14,16,19,25,17,17,15,14,15,7
22,4,5,4,8,8,7,7,6,10,14,13,14,17,20,18,12,15,14,18,10,12,11,9,8
23,12,5,4,9,5,7,10,7,9,18,17,15,16,26,6,14,21,17,15,11,12,11,6,5
24,6,6,6,6,7,7,7,7,15,10,12,17,20,18,17,21,19,20,15,40,29,15,15,5
25,6,4,5,4,6,3,3,11,9,11,14,14,17,14,12,19,15,18,16,26,19,10,20,7
26,4,3,5,5,6,5,7,8,9,13,14,19,16,17,15,24,14,18,23,13,18,9,9,4
27,4,4,5,5,10,5,7,8,7,14,13,15,17,18,14,11,21,14,15,16,19,11,9,5
28,11,3,4,6,7,12,12,6,13,17,14,21,14,25,12,20,16,26,18,14,11,7,-1,-1,-1
29,5,10,9,6,7,8,7,8,12,15,36,19,19,16,23,23,22,18,16,12,7,6,6,4
30,4,6,3,6,7,9,6,16,10,13,16,19,17,19,16,12,13,13,16,10,15,5,6,4
31,6,4,4,6,6,5,7,9,8,11,11,11,15,17,10,18,17,17,16,13,14,18,10,5
