May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,28,27,29,39,41,53,58,65,68,68,38,37,41,29,16,14,11,9,6,13,12,23,12,25,""
2,21,38,43,44,39,65,63,60,73,61,64,25,33,29,18,8,8,6,5,6,6,19,19,34,""
3,30,45,35,35,46,58,82,93,76,66,68,52,29,28,20,13,8,11,10,5,11,24,25,25,""
4,34,42,34,41,55,56,67,86,85,80,55,50,28,18,15,16,12,2,9,11,14,10,24,35,""
5,40,35,40,48,57,54,77,100,82,68,51,53,31,29,25,17,4,13,10,15,14,14,22,25,""
6,27,24,30,41,54,57,76,79,62,76,74,50,42,20,21,10,8,6,8,11,11,20,20,27,""
7,24,39,30,38,56,70,77,57,64,50,39,31,21,45,25,13,13,12,5,11,12,21,26,26,""
8,32,44,39,48,53,80,88,96,85,80,50,46,37,23,22,13,8,9,10,19,12,18,19,22,""
9,32,44,36,54,70,70,99,76,83,66,39,36,28,33,19,16,13,15,10,11,6,7,16,30,""
10,23,18,27,34,44,62,75,81,83,56,51,29,29,28,11,16,8,4,4,15,13,13,25,36,""
11,33,37,50,50,49,75,68,96,69,50,46,24,23,29,14,18,3,10,7,10,7,12,30,31,""
12,31,34,37,35,34,59,68,61,59,72,39,46,29,23,21,16,12,5,8,14,10,16,22,27,""
13,34,25,38,38,49,55,57,74,64,50,40,26,34,29,11,15,5,5,12,11,10,15,22,29,""
14,27,26,28,29,43,60,44,67,59,45,52,32,21,17,16,13,9,9,7,9,8,9,29,19,""
15,34,33,39,44,66,59,92,67,80,72,59,28,35,32,29,13,14,12,21,12,17,12,34,32,""
16,35,35,44,44,58,47,69,70,72,49,40,36,20,27,25,13,7,9,7,11,17,31,22,26,""
17,22,35,40,42,37,46,70,74,92,51,53,43,41,24,22,13,16,8,8,10,20,37,36,33,""
18,46,46,44,44,61,46,85,63,46,42,32,46,37,24,19,11,15,12,5,18,18,17,23,34,""
19,46,45,40,41,50,70,78,65,50,49,40,40,38,21,28,7,10,16,9,12,13,20,19,38,""
20,29,31,38,49,52,60,56,70,72,57,28,27,17,10,22,10,18,8,11,7,17,17,21,24,""
21,32,39,27,39,54,55,65,69,48,50,38,26,23,17,16,13,6,8,14,13,13,23,27,28,""
22,24,34,34,42,49,51,66,51,42,25,17,24,16,23,11,10,11,3,5,5,5,9,20,34,""
23,27,19,30,42,27,40,42,47,41,36,30,29,18,16,10,6,5,9,6,9,10,16,24,20,""
24,41,36,30,35,40,67,64,75,56,52,39,28,28,21,17,15,13,7,10,11,13,23,30,21,""
25,28,32,32,36,53,47,52,60,69,54,39,41,19,22,15,20,8,15,9,17,14,16,22,35,""
26,19,14,35,33,48,50,68,70,60,51,39,31,29,17,20,13,12,16,10,11,11,19,22,33,""
27,37,51,30,45,56,57,63,65,55,38,40,38,26,32,25,20,15,13,22,16,20,16,22,27,""
28,48,35,43,63,51,85,66,95,72,59,46,41,25,26,12,13,14,10,11,18,20,22,35,34,""
29,38,45,45,38,43,54,65,73,65,61,44,30,35,32,21,21,17,10,14,13,20,14,15,22,""
30,27,24,24,43,32,58,73,72,54,49,15,32,22,29,23,14,14,17,9,13,18,19,21,33,""
31,27,40,28,39,60,51,69,67,55,38,41,33,19,27,16,10,10,16,13,8,14,22,23,30,""
