may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,22,13,-1,-1,-1,""
05,-1,20,20,26,30,30,13,27,25,18,25,14,9,8,11,8,12,18,3,17,9,20,16,19,""
06,26,23,19,24,27,14,17,15,11,19,19,33,31,28,30,19,10,12,17,13,20,18,24,29,""
07,26,22,14,17,25,22,15,27,17,21,29,21,19,11,7,20,11,16,31,22,35,32,38,38,""
08,32,26,28,19,38,40,16,32,24,38,40,41,24,2,18,34,27,23,40,25,28,47,26,18,""
09,24,16,22,33,31,26,31,40,30,50,43,33,40,27,29,15,22,14,13,22,30,25,29,41,""
10,33,15,33,25,40,46,30,47,35,45,52,45,44,25,40,23,17,14,35,27,32,35,39,21,""
11,27,33,31,30,32,30,32,30,33,24,16,26,30,34,26,9,15,25,22,24,10,13,11,29,""
12,23,23,24,25,22,26,22,21,7,15,11,10,8,7,6,9,16,17,16,10,23,19,21,13,""
13,17,19,13,20,27,24,22,6,6,18,20,15,22,14,18,15,15,24,21,29,38,33,40,29,""
14,39,18,25,21,48,34,46,52,32,39,49,45,10,26,30,37,23,43,32,21,23,31,28,55,""
15,53,55,44,40,41,51,49,57,41,45,43,34,37,40,49,40,44,31,35,55,71,58,62,57,""
16,34,56,36,66,65,84,11,74,98,84,67,82,70,88,76,94,76,99,82,78,24,84,99,54,""
17,42,49,38,40,78,58,94,77,10,67,83,87,88,44,42,50,33,42,37,43,42,51,37,32,""
18,43,39,22,40,44,-1,10,59,42,26,32,36,34,44,29,30,39,11,46,52,40,36,43,32,""
19,48,50,51,41,50,54,49,41,49,53,48,45,55,46,48,57,43,81,44,44,37,37,40,45,""
20,40,67,47,45,78,73,46,-1,-1,74,35,32,30,22,24,47,45,27,31,28,46,56,46,66,""
21,48,49,34,47,45,56,63,68,73,80,72,42,28,30,54,62,46,38,27,19,37,41,20,28,""
22,22,52,23,40,53,49,80,40,27,42,24,46,26,63,66,24,26,30,26,55,85,60,90,57,""
23,69,29,29,34,42,56,56,45,46,45,38,53,54,48,19,2,3,1,2,33,31,40,35,35,""
24,34,34,32,33,51,72,65,53,37,30,34,69,47,37,30,27,5,14,27,32,22,62,49,38,""
25,31,25,37,32,39,63,33,26,67,71,71,50,12,26,30,38,41,18,27,18,93,29,43,57,""
26,47,23,58,32,37,28,38,30,33,33,43,49,54,18,20,41,49,29,55,20,35,17,26,30,""
27,24,25,34,37,35,28,28,42,43,35,27,22,24,16,39,18,30,28,34,33,37,29,17,32,""
28,35,36,26,31,28,48,28,29,31,19,29,30,22,21,26,34,14,16,23,10,19,31,24,46,""
29,27,33,24,33,34,33,28,30,16,20,22,22,23,21,14,34,28,27,25,20,-1,-1,81,36,""
30,34,35,25,38,26,43,37,31,44,30,34,58,23,38,26,19,24,21,13,28,25,28,34,36,""
31,38,25,39,37,59,46,19,1,3,1,1,8,2,2,2,1,1,0,2,2,2,-1,-1,-1,""
