may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,39,38,35,38,63,42,48,62,50,48,54,41,32,31,32,32,22,38,41,29,31,36,23,54,""
02,40,34,52,33,38,39,41,52,52,42,34,21,28,37,24,29,36,38,34,31,36,34,57,35,""
03,33,42,41,17,31,28,50,50,36,33,37,23,35,30,43,30,36,18,30,23,27,35,37,36,""
04,34,31,33,28,34,42,38,45,41,45,35,34,39,31,33,37,24,0,0,0,0,0,0,0,""
05,0,0,0,0,0,0,0,0,0,0,48,49,59,54,38,56,39,42,36,43,34,34,51,56,""
06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
07,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,32,7,6,3,2,4,2,6,3,""
08,7,5,3,3,4,2,2,1,4,5,1,1,3,26,23,28,19,20,26,26,29,25,20,15,""
09,19,29,28,32,31,26,21,17,29,28,19,18,27,27,23,24,26,17,29,17,25,37,32,36,""
10,21,28,26,23,20,16,24,26,30,23,16,27,27,25,25,15,16,15,24,29,27,18,32,12,""
11,17,21,18,21,24,39,17,31,19,25,23,23,26,27,22,25,14,30,22,36,30,30,21,23,""
12,49,33,31,25,27,23,34,34,23,25,27,24,23,22,25,19,28,25,28,32,32,26,37,16,""
13,28,20,26,25,10,20,26,37,31,23,32,23,27,22,24,27,25,23,23,26,26,22,18,25,""
14,20,20,24,16,25,14,28,22,19,24,20,44,26,30,42,25,25,32,37,31,22,39,132,23,""
15,30,29,21,17,13,17,22,28,26,26,29,24,24,26,29,34,29,27,29,35,42,20,25,25,""
16,34,32,30,25,27,29,22,38,32,34,41,32,49,48,41,46,47,34,25,33,43,19,19,6,""
17,24,29,35,24,30,28,27,37,27,28,31,29,32,36,31,28,30,22,24,41,34,18,25,26,""
18,20,21,33,26,35,40,40,35,23,29,26,21,25,29,21,20,23,21,37,29,46,38,29,35,""
19,25,29,39,38,36,36,39,30,44,29,16,28,33,31,24,31,25,32,22,17,28,29,40,30,""
20,34,30,29,24,29,38,39,38,53,34,36,39,35,29,26,26,32,28,29,26,29,30,26,18,""
21,31,33,30,24,27,28,28,37,25,27,28,25,24,22,34,26,23,21,26,28,27,26,27,23,""
22,19,21,19,18,27,28,40,29,30,26,18,18,22,22,26,18,19,15,18,24,27,21,19,28,""
23,27,22,24,23,22,22,31,24,19,23,21,21,30,16,22,20,24,13,17,22,18,19,23,33,""
24,16,24,19,21,30,32,19,21,17,28,26,16,21,25,19,20,18,16,22,18,22,30,19,27,""
25,27,15,15,18,24,36,25,23,29,30,24,20,21,24,26,16,27,19,15,20,27,14,24,18,""
26,18,21,21,15,17,11,19,21,20,29,24,29,21,18,19,32,30,27,22,20,27,22,19,25,""
27,18,33,20,21,30,29,27,20,26,23,21,19,17,19,23,28,13,13,20,21,25,23,21,58,""
28,52,33,24,21,21,29,31,23,30,33,18,29,23,20,26,19,26,17,14,21,21,32,26,16,""
29,34,23,21,35,40,28,35,37,34,35,20,24,31,24,20,17,24,16,13,21,26,24,17,17,""
30,30,19,13,27,33,33,30,36,47,33,33,22,30,30,31,0,0,0,0,0,0,0,0,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
