May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,33,20,13,2,6,1,-1,3,2,3,1,-1,4,4,9,11,15,14,32,28,39,30,46,45,""
2,27,6,6,9,6,6,6,7,4,6,8,10,3,5,6,21,16,23,22,31,31,28,24,41,""
3,21,14,15,8,6,5,8,7,2,-1,2,4,6,13,9,17,14,32,32,28,50,54,42,43,""
4,30,29,14,9,5,5,6,-1,7,2,13,1,4,7,27,28,41,37,40,41,54,40,39,44,""
5,43,26,16,11,9,5,5,3,6,4,1,2,3,6,19,19,16,26,20,31,42,39,50,37,""
6,22,11,4,-1,4,-1,2,1,1,2,-1,-1,2,2,3,4,5,5,15,23,18,8,16,25,""
7,14,9,2,7,2,1,1,2,-1,1,2,-1,-1,6,8,5,5,-1,7,18,18,5,17,22,""
8,24,11,6,3,-1,1,-1,1,1,-1,1,1,-1,3,3,3,4,4,13,12,8,6,5,8,""
9,5,4,8,3,-1,-1,-1,-1,-1,1,3,1,1,3,2,2,3,11,8,6,8,3,3,5,""
10,11,10,-1,2,1,1,1,-1,1,2,2,3,4,4,8,2,6,6,11,10,9,10,9,2,""
11,10,5,4,4,2,2,3,3,-1,1,-1,2,1,5,8,3,3,9,4,15,26,17,18,3,""
12,5,2,4,1,6,5,1,7,18,22,22,20,8,3,9,33,28,31,45,60,31,17,8,11,""
13,8,10,4,4,4,6,7,13,14,10,20,18,26,41,40,59,46,72,75,58,63,20,11,8,""
14,7,4,7,5,11,10,8,20,22,28,24,26,38,36,54,5,8,22,50,41,20,8,10,3,""
15,2,8,4,3,4,9,9,7,9,22,17,23,41,30,43,22,22,2,26,29,24,19,9,8,""
16,3,6,3,4,2,17,15,11,11,21,30,39,42,31,41,27,40,58,44,48,21,9,9,12,""
17,4,2,3,2,4,3,3,3,10,8,5,16,10,5,9,29,12,8,22,42,24,13,1,2,""
18,3,-1,1,6,5,2,3,6,6,25,17,18,17,8,20,18,-1,-1,38,43,36,12,-1,2,""
19,4,3,3,3,1,3,2,6,17,18,17,17,22,32,38,8,10,20,38,39,15,15,10,8,""
20,6,3,3,3,3,9,6,7,18,30,41,27,34,49,45,33,33,74,67,61,40,26,9,15,""
21,7,2,8,6,10,10,14,21,17,22,33,20,38,24,55,45,39,26,40,40,43,18,20,17,""
22,9,4,6,3,8,6,6,6,14,16,12,27,23,42,35,29,24,17,46,18,29,11,5,7,""
23,4,6,2,-1,2,1,4,10,10,5,17,10,4,14,3,15,6,2,17,15,19,9,6,10,""
24,6,7,4,7,6,5,14,20,34,37,34,13,1,-1,-1,-1,2,12,39,14,13,-1,-1,-1,""
25,-1,7,7,6,2,2,4,19,24,25,13,13,3,3,-1,-1,-1,-1,-1,2,10,13,2,5,""
26,3,2,6,1,3,9,20,15,15,34,20,38,24,51,37,28,47,35,47,32,9,23,8,10,""
27,4,6,8,2,5,5,14,19,20,26,30,34,46,47,19,28,23,38,45,34,19,9,4,12,""
28,10,4,9,6,7,12,20,22,23,19,18,32,23,33,12,-1,8,18,2,2,9,1,-1,-1,""
29,2,1,-1,-1,1,9,8,12,24,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,9,10,5,2,""
30,2,3,6,12,7,5,9,4,9,14,12,22,27,18,16,-1,2,16,15,7,15,7,7,3,""
31,-1,2,3,3,1,-1,1,14,12,12,1,-1,-1,5,9,30,61,46,49,48,19,20,7,-1,""
