sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,48,57,50,50,37,66,52,60,54,37,37,34,40,39,34,36,22,19,22,19,30,28,34,59,""
02,50,56,55,54,44,51,65,43,44,33,34,48,30,39,34,23,22,16,21,18,23,21,39,42,""
03,57,54,66,63,58,40,47,41,47,46,28,28,29,29,33,28,13,16,13,-1,-1,20,32,49,""
04,48,59,41,51,51,47,55,46,43,34,27,17,24,23,23,22,23,19,15,25,29,28,30,37,""
05,54,53,43,52,54,67,48,55,63,39,21,44,39,38,39,32,-1,-1,24,26,26,32,47,43,""
06,50,51,68,60,47,53,55,49,57,53,39,43,41,53,36,32,28,15,22,15,32,31,39,20,""
07,42,60,63,59,58,52,49,63,62,60,-1,-1,-1,-1,-1,-1,23,19,14,12,18,19,37,42,""
08,45,60,58,67,52,60,66,88,65,60,40,40,35,30,25,34,17,23,11,19,23,39,48,48,""
09,45,43,53,52,50,58,62,69,45,48,37,43,38,37,25,28,15,32,11,15,22,41,38,49,""
10,54,58,52,47,53,46,65,50,64,54,52,45,35,42,42,22,34,21,32,18,31,33,39,52,""
11,53,69,50,56,49,59,60,55,50,36,31,34,44,20,25,25,16,14,5,25,30,30,40,37,""
12,60,55,59,44,46,55,51,46,40,24,25,35,28,28,22,20,23,21,20,15,29,36,31,47,""
13,54,63,55,68,57,54,68,66,57,53,54,45,41,41,23,26,30,24,7,28,25,24,39,42,""
14,56,49,41,56,45,44,55,62,61,70,51,36,30,50,40,39,15,13,15,21,20,27,30,40,""
15,48,60,50,60,59,61,56,68,64,62,42,52,45,37,30,27,20,15,22,20,23,22,32,41,""
16,52,58,67,65,60,61,39,30,33,36,40,56,47,40,47,39,27,24,30,33,30,48,37,55,""
17,47,65,74,63,68,41,75,68,65,63,54,59,46,44,35,32,40,25,28,41,38,47,56,52,""
18,56,69,71,56,66,40,71,69,61,63,56,61,43,42,39,34,40,28,26,38,40,47,59,51,""
19,51,55,57,51,53,62,54,56,47,41,48,35,28,34,45,32,31,27,19,21,34,30,29,30,""
20,55,55,49,51,51,51,39,24,29,25,23,25,22,24,28,22,24,14,21,22,36,29,38,35,""
21,48,61,61,60,48,36,74,68,-1,-1,48,44,45,38,27,37,25,27,23,27,27,24,32,37,""
22,57,64,58,58,51,60,61,70,68,57,54,51,39,35,36,39,18,17,11,18,28,33,30,37,""
23,53,47,51,68,62,55,63,76,65,55,51,45,50,36,35,22,23,13,14,13,27,31,29,42,""
24,42,59,55,65,68,54,36,45,46,47,35,38,45,41,21,24,17,25,22,37,32,29,39,37,""
25,53,57,64,61,59,53,43,73,28,30,25,19,40,34,20,24,14,15,14,20,26,44,48,55,""
26,72,54,67,61,59,51,58,48,46,34,30,27,31,42,27,28,15,28,17,28,36,49,50,50,""
27,51,47,49,61,52,49,58,52,58,42,55,41,38,38,34,29,28,23,32,26,41,45,48,50,""
28,54,65,48,73,52,45,50,63,60,49,51,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,38,""
29,49,54,63,54,44,54,74,56,45,47,65,50,50,37,36,31,21,19,16,27,35,29,27,57,""
30,49,75,76,70,66,53,62,56,61,62,58,51,49,54,32,31,17,15,18,23,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
